Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"May, Mac",Jr,OH,6-3,102,,102,31,,493,165,1147,0.28600000000000003,15.0,36.0,75.0,263.0,39.0,12.0,33.0,5.0,557.5,1.0,0
4,"Mosser, Jenny",Jr,OH,5-11,102,,102,31,,188,98,572,0.157,15.0,9.0,17.0,66.0,6.0,4.0,66.0,7.0,234.0,,0
11,"Simo, Savvy",Sr,OH,5-10,102,,102,31,,308,68,883,0.272,12.0,19.0,20.0,331.0,11.0,11.0,20.0,9.0,348.0,,0
7,"Barry, Kelli",So,L/DS,5-6,100,,100,31,,2,0,3,0.667,101.0,15.0,32.0,344.0,33.0,,,,17.0,,0
5,"Chang, Devon",So,S,5-11,100,,100,31,,2,3,12,-0.083,523.0,14.0,25.0,170.0,1.0,1.0,2.0,,18.0,6.0,0
1,"Ryan, Emily",So,MB,6-4,94,,94,30,,158,59,338,0.293,6.0,1.0,7.0,18.0,,20.0,78.0,6.0,218.0,1.0,0
17,"Smith, Sabrina",So,MB,6-3,84,,84,28,,52,10,135,0.311,12.0,7.0,10.0,35.0,,16.0,54.0,12.0,101.0,,0
12,"Hadrych, Lexi",Fr,OH,6-1,78,,78,26,,159,79,376,0.213,3.0,,,19.0,1.0,,26.0,8.0,172.0,2.0,0
13,"Thompson, Cali",Sr,S,6-0,76,,76,23,,10,0,21,0.47600000000000003,499.0,13.0,25.0,161.0,2.0,,,,23.0,4.0,0
10,"Hinkle, Mari",Fr,L/DS,5-9,61,,61,20,,1,0,2,0.5,16.0,4.0,17.0,40.0,2.0,,,,5.0,,0
22,"Campeau, Kelsey",So,L/DS,5-4,39,,39,15,,1,0,1,1.0,6.0,,7.0,20.0,1.0,,,,1.0,,0
18,"Savage, Tristin",Fr,MB,6-7,38,,38,16,,22,9,52,0.25,,,,4.0,,2.0,24.0,5.0,35.0,,0
3,"Harrer, Hawley",So,OPP,6-2,34,,34,12,,32,14,92,0.196,133.0,6.0,5.0,44.0,,,13.0,3.0,44.5,3.0,0
-,TEAM,-,-,-,-,-,6,6,,0,0,0,,,,,,13.0,,,,,,0
-,Totals,-,-,-,-,-,102,25,,1428,505,3634,0.254,1341.0,124.0,240.0,1515.0,109.0,66.0,316.0,55.0,1702.0,17.0,25
-,Opponent Totals,-,-,-,-,-,102,25,,1333,519,3573,0.228,1239.0,109.0,226.0,1452.0,124.0,35.0,424.0,54.0,1588.0,20.0,25
