Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
14,"Bell, Kaitlyn",Fr,OH,6-2,110,,110,30,,267,160,801,0.134,4.0,,1.0,30.0,7.0,2.0,27.0,4.0,282.5,,0
15,"Krahl, Amanda",Sr,S,5-9,109,,109,30,,25,20,117,0.043,45.0,12.0,26.0,211.0,2.0,,1.0,,37.5,3.0,0
2,"Tilly, Peyton",Fr,OH,6-2,106,,106,29,,232,196,795,0.045,6.0,2.0,4.0,45.0,9.0,2.0,24.0,5.0,248.0,,0
1,"Karlen, Miranda",Jr,L/DS,5-6,106,,106,29,,2,2,11,0.0,62.0,32.0,36.0,505.0,44.0,,,,34.0,1.0,0
20,"Wallace, Kennedy",Jr,MB,6-0,106,,106,29,,278,100,609,0.292,5.0,7.0,14.0,37.0,,13.0,51.0,18.0,323.5,,0
7,"Balensiefer, Grace",So,S,5-10,105,,105,29,,50,15,142,0.24600000000000002,1002.0,16.0,17.0,212.0,,,24.0,2.0,77.5,8.0,0
4,"Shelley, Kennedy",So,DS,5-3,105,,105,29,,1,0,8,0.125,19.0,23.0,12.0,196.0,33.0,,,,24.0,,0
18,"Juarez, Samantha",Fr,L/DS,5-6,101,,101,28,,0,1,5,-0.2,10.0,20.0,33.0,162.0,34.0,,,,20.0,,0
11,"Milbrath, Brinley",Sr,MB,6-2,98,,98,28,,199,84,556,0.207,4.0,,3.0,31.0,,1.0,45.0,3.0,222.5,1.0,0
12,"Kemp, Jasmine",So,MB,6-0,89,,89,26,,161,38,379,0.325,,,,3.0,,15.0,52.0,13.0,201.0,,0
9,"Deyro, Destiny",Jr,DS,5-5,34,,34,21,,0,0,1,0.0,1.0,,3.0,7.0,2.0,,,,,,0
8,"Turskey, Kelsy",So,DS,5-7,33,,33,16,,0,0,0,,2.0,1.0,10.0,17.0,6.0,,,,1.0,,0
3,"Rullan Vilanova, Amanda",Jr,OH,5-10,27,,27,19,,18,13,71,0.07,1.0,,,4.0,,,3.0,1.0,19.5,,0
17,"Gromos, Angie",So,MB,6-5,26,,26,13,,23,11,59,0.203,,,1.0,3.0,,2.0,17.0,2.0,33.0,,0
10,"Scuric, Brianna",Fr,OH,5-11,2,,2,3,,0,0,0,,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,2,1,,0,0,0,,,,,,37.0,,,,,,0
-,Totals,-,-,-,-,-,110,25,,1319,661,3700,0.17800000000000002,1209.0,120.0,163.0,1505.0,175.0,35.0,248.0,48.0,1344.0,13.0,25
-,Opponent Totals,-,-,-,-,-,110,25,,1519,463,3734,0.28300000000000003,1400.0,176.0,290.0,1493.0,120.0,54.0,361.0,26.0,1639.5,30.0,25
