Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
17,"Theut, Isabel",So,MB,6-1,141,,141,33,,286,108,684,0.26,8.0,3.0,15.0,36.0,,22.0,66.0,11.0,344.0,,0.0
8,"Karbo, Katie",Sr,L/DS,5-5,141,,141,33,,3,6,56,-0.054000000000000006,116.0,26.0,24.0,711.0,24.0,,,,29.0,,0.0
11,"Tullos, Rachel",Fr,MB,6-1,136,,136,33,,172,58,420,0.271,6.0,11.0,30.0,39.0,,62.0,123.0,4.0,306.5,3.0,0.0
12,"Duncan, Megan",Sr,OH,6-1,128,,128,33,,360,155,1276,0.161,25.0,27.0,37.0,212.0,26.0,5.0,35.0,3.0,409.5,,0.0
1,"Karsten, Claire",Sr,OH,5-10,116,,116,31,,156,92,659,0.09699999999999999,25.0,21.0,25.0,231.0,21.0,3.0,13.0,1.0,186.5,,0.0
16,"HAYWOOD, Kendall",So,MB,6-1,112,,112,29,,201,77,558,0.222,2.0,,1.0,58.0,,7.0,77.0,5.0,246.5,,0.0
25,"Berkland, Karly",Fr,L/DS,5-4,109,,109,30,,0,0,10,0.0,25.0,15.0,32.0,217.0,21.0,,,,15.0,,0.0
7,"Irvine, Abby",Jr,S,5-7,109,,109,25,,64,12,230,0.226,908.0,22.0,14.0,269.0,,1.0,21.0,7.0,97.5,16.0,0.0
24,"Jackson, Abbie",Fr,OH,6-0,99,,99,27,,325,178,964,0.152,12.0,29.0,42.0,159.0,24.0,2.0,24.0,,368.0,1.0,0.0
20,"Napoleon, Kylie",Jr,DS,5-5,80,,80,27,,1,2,8,-0.125,10.0,4.0,13.0,72.0,5.0,,,,5.0,,0.0
2,"CHILDERS, Kelsey",So,S,5-8,76,,76,21,,25,2,62,0.371,390.0,15.0,19.0,107.0,,,3.0,2.0,41.0,10.0,0.0
15,"CHEATUM, Alexis",So,OH,5-11,46,,46,17,,60,42,228,0.079,1.0,,,24.0,,1.0,20.0,2.0,70.5,,0.0
14,"Frederick, Torie",So,L/DS,5-4,33,,33,12,,0,0,1,0.0,,3.0,4.0,4.0,1.0,,,,3.0,,0.0
18,"Thompson, Jillian",Fr,MB,6-1,22,,22,9,,16,9,46,0.152,,,3.0,2.0,,5.0,15.0,1.0,28.5,1.0,0.0
3,"Giles, Abby",Sr,DS,5-5,12,,12,6,,0,0,0,,,,2.0,8.0,,,,,,,0.0
23,"Edwards, Emily",Fr,S,6-0,7,,7,4,,2,1,12,0.083,23.0,1.0,,2.0,,,3.0,,4.5,,0.0
6,"Wesley, Symone",Fr,OH,5-9,6,,6,5,,6,3,16,0.188,,,,4.0,1.0,,,,6.0,,0.0
9,"Klein, Michelle",Fr,OH,5-9,1,,1,1,,0,0,1,0.0,1.0,,,,,,,,,,
5,"Meuth, Amanda",Fr,RS,6-0,1,,1,3,,0,0,1,0.0,,,,,,,,,,,0.0
4,"Emmert, Ryan",Jr,MB,6-3,1,,1,1,,0,0,0,,,,,,,,,,,,
10,"Weixelman, Kayla",Jr,MB,6-1,1,,1,1,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,13,7,,0,0,0,,,,1.0,,28.0,,,,,,0.0
-,Totals,-,-,-,-,-,141,22,,1677,745,5231,0.17800000000000002,1551.0,177.0,262.0,2155.0,151.0,108.0,400.0,36.0,1923.0,31.0,22.0
-,Opponent Totals,-,-,-,-,-,141,22,,1859,791,5162,0.207,1754.0,152.0,258.0,2409.0,177.0,77.0,418.0,61.0,2033.5,53.0,22.0
