Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
6,"Murr, Kylie",Fr,DS,5-6,114,,114,32,,2,0,3,0.667,112.0,14.0,20.0,559.0,37.0,,,,16.0,,0
19,"Sandbothe, Elle",Sr,MB,6-0,102,,102,30,,209,108,512,0.19699999999999998,3.0,3.0,6.0,38.0,1.0,6.0,76.0,23.0,256.0,,0
12,"Witte, Lauren",Jr,MB,6-2,98,,98,29,,131,44,337,0.258,5.0,19.0,19.0,33.0,,9.0,73.0,12.0,195.5,1.0,0
7,"Gruensfelder, Hannah",Jr,DS,5-6,96,,96,28,,2,0,3,0.667,20.0,15.0,25.0,189.0,22.0,,,,17.0,,0
8,"Gonzales, Gabby",Fr,OH,6-3,88,,88,28,,282,140,817,0.174,20.0,11.0,19.0,190.0,23.0,5.0,22.0,1.0,309.0,2.0,0
1,"Mauer, Becca",Jr,S,5-9,88,,88,28,,22,7,53,0.28300000000000003,659.0,20.0,29.0,155.0,,,13.0,4.0,48.5,5.0,0
10,"Podraza, Mac",Fr,S,6-2,85,,85,28,,71,20,153,0.33299999999999996,537.0,6.0,20.0,72.0,,4.0,49.0,6.0,105.5,12.0,0
17,"Franklin, Bia",Sr,OH,5-11,85,,85,31,,23,7,99,0.162,10.0,7.0,22.0,142.0,12.0,,,,30.0,1.0,0
18,"Moore, Jenaisya",Fr,OH,6-0,78,,78,22,,269,113,762,0.205,6.0,11.0,22.0,95.0,6.0,11.0,20.0,8.0,301.0,1.0,0
11,"Fry, Jordan",Jr,MB,6-4,61,,61,27,,64,36,182,0.154,1.0,,3.0,15.0,,1.0,32.0,4.0,81.0,,0
4,"Smeathers, Madison",Sr,MB,6-3,55,,55,21,,118,55,334,0.18899999999999997,3.0,4.0,12.0,22.0,,,27.0,2.0,135.5,,0
16,"Powell, Adria",So,OH,6-2,54,,54,23,,103,54,292,0.168,2.0,9.0,14.0,21.0,,1.0,23.0,1.0,124.5,1.0,0
3,"Grunze, Mia",So,OH,6-3,52,,52,20,,153,76,486,0.158,6.0,2.0,13.0,81.0,2.0,3.0,15.0,,165.5,,0
14,"Halm, Camry",Sr,DS,5-2,47,,47,21,,0,0,1,0.0,15.0,5.0,13.0,67.0,6.0,,,,5.0,,0
2,"Moeller, Camryn",So,DS,5-8,40,,40,17,,0,0,3,0.0,9.0,6.0,12.0,68.0,10.0,,,,6.0,,0
13,"Bukilić, Vanja",So,OPP,6-6,38,,38,16,,87,49,217,0.175,1.0,2.0,5.0,18.0,,2.0,8.0,6.0,95.0,,0
15,"Julian, Abby",Sr,DS,5-7,13,,13,9,,0,0,0,,1.0,3.0,3.0,3.0,,,,,3.0,,0
9,"MacNeill, Reilly",Fr,MB,6-2,5,,5,5,,2,0,5,0.4,,,,,,,1.0,,2.5,,0
5,"Rocafort, Cecilia",Fr,S,5-10,3,,3,3,,0,0,0,,3.0,,1.0,1.0,,,,,,,0
-,TEAM,-,-,-,-,-,8,8,,0,0,0,,,,,,14.0,,,,,,0
-,Totals,-,-,-,-,-,114,7,,1538,709,4259,0.195,1413.0,137.0,258.0,1769.0,133.0,42.0,359.0,67.0,1808.5,23.0,7
-,Opponent Totals,-,-,-,-,-,114,7,,1412,575,4007,0.209,1324.0,132.0,220.0,1717.0,137.0,46.0,469.0,65.0,1743.0,38.0,7
