Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
6,"Coulter, Gabrielle",So,S,5-9,101,,101,28,,23,4,61,0.311,549.0,22.0,11.0,206.0,,,12.0,,50.0,7.0,0.0
17,"DeBell, Ciara",Jr,OH,6-2,101,,101,28,,422,105,1175,0.27,7.0,16.0,29.0,254.0,26.0,14.0,62.0,5.0,483.0,1.0,0.0
5,"Weber, Amber",Sr,L/DS,5-4,101,,101,28,,0,0,0,,114.0,11.0,5.0,498.0,31.0,,,,11.0,1.0,0.0
16,"Leon, Destiny",Sr,MB,6-3,100,,100,28,,154,57,366,0.265,5.0,3.0,10.0,21.0,,29.0,101.0,17.0,236.5,,0.0
13,"Dostal, Isa",So,MB,6-1,96,,96,27,,89,29,235,0.255,4.0,,,19.0,,15.0,116.0,11.0,162.0,,0.0
7,"Schank, Sarah",So,L,5-8,90,,90,28,,235,101,747,0.179,15.0,23.0,23.0,212.0,21.0,,18.0,1.0,267.0,,0.0
8,"Weldon, Mion",So,OH,5-9,90,,90,26,,144,48,376,0.255,3.0,,,24.0,,3.0,64.0,4.0,179.0,,0.0
2,"Lostumo, Sydney",Jr,S,6-0,88,,88,25,,1,7,27,-0.222,472.0,35.0,14.0,129.0,,,,,36.0,8.0,0.0
10,"Coulter, Joelle",So,OH,5-10,61,,61,20,,115,54,365,0.16699999999999998,5.0,1.0,5.0,98.0,6.0,1.0,19.0,2.0,126.5,4.0,0.0
9,"Camden, Meagan",Fr,DS,5-6,61,,61,20,,0,0,0,,8.0,10.0,9.0,39.0,1.0,,,,10.0,,0.0
3,"Elswick, Autumn",So,DS,5-5,40,,40,14,,0,0,0,,7.0,7.0,4.0,23.0,1.0,,,,7.0,,0.0
1,"Trencheva, Ivana",Sr,OH,6-0,38,,38,17,,52,25,124,0.218,1.0,,,18.0,,,19.0,2.0,61.5,,0.0
11,"Taylor, Megan",Fr,OH,6-0,37,,37,16,,37,33,109,0.037000000000000005,,,,14.0,,1.0,29.0,7.0,52.5,,0.0
12,"Brumfield, Gracie",Fr,DS,5-8,10,,10,5,,0,0,2,0.0,1.0,1.0,1.0,3.0,,,,,1.0,,
4,"Holley, Zoie",So,MB,5-11,4,,4,3,,1,1,4,0.0,,,,,,,,1.0,1.0,,
-,TEAM,-,-,-,-,-,9,7,,0,0,0,,,,,,12.0,,,,,,0.0
-,Totals,-,-,-,-,-,101,5,,1282,466,3606,0.226,1191.0,129.0,111.0,1561.0,98.0,63.0,440.0,50.0,1516.0,21.0,5.0
-,Opponent Totals,-,-,-,-,-,101,5,,1352,634,3802,0.18899999999999997,1286.0,98.0,152.0,1620.0,129.0,51.0,269.0,56.0,1439.0,34.0,5.0
