Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
21,"Harty, Aysia",So,DS,5-7,111,,111,28,,1,0,3,0.33299999999999996,20.0,15.0,20.0,234.0,14.0,1.0,1.0,,17.5,,0.0
13,"Sanders, Sarah",Jr,OH,6-4,110,,110,28,,268,81,764,0.245,1.0,,,40.0,,8.0,101.0,7.0,326.5,,0.0
4,"McLaughlin, Kylee",Jr,S,5-10,109,,109,28,,82,19,215,0.293,1089.0,21.0,16.0,273.0,2.0,4.0,39.0,2.0,126.5,8.0,0.0
1,"Dunbar, Ashlynn",Sr,OH,6-0,106,,106,28,,366,197,1113,0.152,22.0,18.0,55.0,229.0,27.0,4.0,43.0,3.0,409.5,,0.0
22,"Kadiku, Brianna",Sr,MB,6-2,106,,106,28,,172,68,415,0.251,4.0,29.0,54.0,45.0,,12.0,124.0,3.0,275.0,,0.0
2,"Anderson, Paige",Jr,MB,6-2,106,,106,28,,244,100,543,0.265,8.0,,1.0,17.0,2.0,10.0,81.0,8.0,294.5,,0.0
9,"Kinley, Keyton",Jr,DS,5-5,105,,105,27,,4,2,29,0.069,111.0,14.0,20.0,506.0,21.0,,,,18.0,,0.0
3,"Johnson, Paige",Jr,L/DS,5-7,102,,102,28,,1,1,19,0.0,16.0,22.0,17.0,238.0,19.0,,,,23.0,1.0,0.0
10,"Maras, Sarah",Jr,OH,6-1,72,,72,22,,150,71,525,0.15,7.0,14.0,22.0,89.0,12.0,4.0,22.0,,179.0,1.0,0.0
7,"Sanchez, Haley",Sr,DS,5-3,59,,59,24,,0,0,1,0.0,1.0,2.0,11.0,12.0,,,,,2.0,,0.0
6,"Dotson, Sanaá",Fr,OH,6-0,50,,50,17,,92,41,305,0.16699999999999998,1.0,1.0,5.0,23.0,1.0,2.0,17.0,2.0,103.5,,0.0
8,"Curtis, Olivia",Fr,OH,5-11,26,,26,10,,18,21,94,-0.032,2.0,1.0,6.0,58.0,4.0,1.0,1.0,3.0,20.5,1.0,0.0
12,"Butler, Abby",Fr,MB,6-5,15,,15,6,,13,4,34,0.265,3.0,,,,,1.0,17.0,1.0,22.5,,0.0
24,"Gregston, Rylie",Fr,S,5-6,8,,8,5,,2,0,3,0.667,26.0,,4.0,11.0,,,,1.0,2.0,,
16,"Simms, Sabrina",So,OH,6-0,6,,6,4,,6,6,24,0.0,,,,1.0,,,,,6.0,,0.0
15,"Morikawa, Kira",Jr,DS,5-7,1,,1,1,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,10,4,,0,0,0,,,,,,13.0,,,,,,0.0
-,Totals,-,-,-,-,-,111,6,,1419,611,4087,0.198,1311.0,137.0,231.0,1776.0,115.0,47.0,446.0,30.0,1826.0,11.0,6.0
-,Opponent Totals,-,-,-,-,-,111,6,,1392,660,4116,0.17800000000000002,1296.0,116.0,223.0,1810.0,136.0,56.0,386.0,33.0,1757.0,21.0,6.0
