Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
17,"Kay, Malia",So,OH,5-10,105,,105,28,,25,15,101,0.099,16.0,10.0,16.0,147.0,21.0,1.0,5.0,2.0,38.5,1.0,0.0
8,"Treadwell, Josie",Sr,OH,5-10,105,,105,28,,3,1,11,0.182,48.0,23.0,23.0,394.0,19.0,,,,26.0,,0.0
11,"Edman, Elise",Sr,DS,5-3,105,,105,28,,0,3,15,-0.2,58.0,19.0,28.0,258.0,30.0,,,,19.0,1.0,0.0
10,"Champaigne, Sydney",Jr,S,5-11,101,,101,27,,51,17,143,0.23800000000000002,953.0,18.0,15.0,216.0,,4.0,44.0,5.0,95.0,18.0,0.0
7,"Rodriguez, Hattie",So,OH,5-11,99,,99,28,,322,130,1044,0.184,4.0,14.0,28.0,100.0,18.0,1.0,26.0,5.0,350.0,1.0,0.0
19,"Wynn, Madeline",Fr,MB,6-2,99,,99,28,,202,59,410,0.349,1.0,3.0,4.0,17.0,1.0,18.0,85.0,5.0,265.5,,0.0
9,"Lehnertz, Remi",Jr,OH,5-10,98,,98,28,,79,73,309,0.019,10.0,,12.0,134.0,42.0,1.0,6.0,1.0,83.0,1.0,0.0
1,"Jennings, Alison",So,MH,6-0,79,,79,26,,88,44,272,0.162,9.0,20.0,12.0,54.0,,1.0,28.0,5.0,123.0,,0.0
5,"Crosley, Ellie",Jr,MH,5-11,68,,68,20,,133,25,275,0.39299999999999996,2.0,9.0,17.0,46.0,1.0,6.0,35.0,3.0,165.5,,0.0
2,"Kitzberger, Annalyse",So,OH,5-11,61,,61,25,,135,91,456,0.096,1.0,,5.0,34.0,3.0,2.0,11.0,3.0,142.5,1.0,0.0
4,"McLaughlin, Emma",Sr,OH,6-0,58,,58,20,,108,66,365,0.115,,,,27.0,7.0,2.0,8.0,5.0,114.0,1.0,0.0
12,"Albold, Lauryn",So,MH,6-0,44,,44,17,,27,17,87,0.115,1.0,6.0,16.0,8.0,1.0,1.0,16.0,8.0,42.0,1.0,0.0
6,"Mohler, Caroline",So,OPP,6-1,32,,32,16,,40,18,104,0.212,2.0,,,14.0,,,13.0,2.0,46.5,,0.0
15,"Kane, Emily",Sr,S,5-11,27,,27,15,,0,0,0,,12.0,,3.0,8.0,,,,,,1.0,0.0
14,"Davis, Anela",Fr,MB,6-0,18,,18,9,,9,7,34,0.059000000000000004,,,,2.0,,2.0,8.0,2.0,15.0,,0.0
3,"Black, Julia",Fr,S,6-0,12,,12,8,,2,1,6,0.16699999999999998,27.0,1.0,1.0,4.0,,,3.0,,4.5,2.0,0.0
13,"Johnson, Paige",Fr,OH,6-0,5,,5,4,,1,2,7,-0.14300000000000002,,,,2.0,,,,,1.0,,0.0
18,"Gerig, Ginny",Jr,MH,6-2,2,,2,1,,0,0,1,0.0,,,,,,,,,,,
-,TEAM,-,-,-,-,-,23,11,,0,0,0,,,,,,14.0,,,,,,0.0
-,Totals,-,-,-,-,-,105,5,,1225,569,3640,0.18,1144.0,123.0,180.0,1465.0,157.0,39.0,288.0,46.0,1531.0,28.0,5.0
-,Opponent Totals,-,-,-,-,-,105,5,,1385,557,3629,0.228,1295.0,157.0,218.0,1572.0,123.0,35.0,333.0,54.0,1743.5,45.0,5.0
