Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Wilt, Erika",Jr,OH,5-9,107,,107,30,,73,40,359,0.092,7.0,17.0,9.0,335.0,25.0,2.0,16.0,2.0,100.0,,0.0
8,"Granger, Emma",Jr,MB,6-4,107,,107,30,,389,85,797,0.381,3.0,60.0,69.0,66.0,2.0,18.0,142.0,15.0,538.0,,0.0
1,"Zanolli, Nikolette",So,L/DS,5-6,107,,107,30,,3,0,13,0.231,63.0,30.0,25.0,498.0,27.0,,1.0,,33.5,,0.0
9,"Hudak, Alyssa",So,OH,6-0,103,,103,30,,261,105,701,0.223,3.0,2.0,1.0,66.0,4.0,1.0,39.0,1.0,283.5,,0.0
16,"Carmody, Allena",Fr,L/DS,5-7,103,,103,29,,0,0,8,0.0,14.0,38.0,25.0,201.0,18.0,,1.0,,38.0,,0.0
15,"Kolenik, Lauren",So,OH,6-0,96,,96,27,,244,98,847,0.172,21.0,14.0,14.0,274.0,23.0,7.0,44.0,2.0,287.0,2.0,0.0
7,"Alfano, Maria",Jr,MB,6-2,95,,95,27,,262,48,587,0.365,6.0,,,19.0,,15.0,94.0,1.0,324.0,,0.0
5,"Brown, Whitney",Jr,S,5-7,90,,90,26,,39,12,154,0.175,905.0,16.0,25.0,216.0,,,61.0,5.0,85.5,16.0,0.0
11,"Devlin, Emily",So,RS,5-10,76,,76,24,,75,30,260,0.17300000000000001,1.0,,,34.0,,2.0,57.0,2.0,105.5,1.0,0.0
6,"Clements, Skylar",Jr,MB,6-3,40,,40,17,,36,14,104,0.212,1.0,,,10.0,,5.0,26.0,3.0,54.0,,0.0
12,"Cannon, Megan",So,S,5-10,39,,39,16,,7,6,37,0.027000000000000003,262.0,1.0,15.0,45.0,,1.0,10.0,,14.0,5.0,0.0
17,"Sarjanovic, Mirna",Jr,OH,6-0,13,,13,5,,26,8,96,0.188,3.0,,3.0,25.0,4.0,,4.0,,28.0,,0.0
2,"Londot, Alyson",Jr,OH,5-10,2,,2,1,,5,4,12,0.083,,,2.0,9.0,,,1.0,,5.5,,
-,TEAM,-,-,-,-,-,6,6,,0,0,0,,,,,,7.0,,,,,,0.0
-,Totals,-,-,-,-,-,107,7,,1420,450,3975,0.244,1289.0,178.0,188.0,1798.0,110.0,51.0,496.0,31.0,1897.0,24.0,7.0
-,Opponent Totals,-,-,-,-,-,107,7,,1281,662,4016,0.154,1220.0,110.0,174.0,1815.0,178.0,37.0,291.0,62.0,1573.5,53.0,7.0
