Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Arnold, Emily",Fr,S,5-7,122,,122,31,,74,10,173,0.37,1249.0,33.0,18.0,205.0,,1.0,27.0,8.0,121.5,14.0,0
5,"Massey, Kaela",Sr,MB,6-1,119,,119,30,,349,72,784,0.353,15.0,37.0,37.0,170.0,1.0,20.0,93.0,24.0,452.5,,0
15,"Esposito, Sara",So,MB,6-0,119,,119,30,,305,99,704,0.293,11.0,36.0,59.0,128.0,2.0,7.0,104.0,12.0,400.0,1.0,0
13,"Hatch, Lauren",Fr,OH,5-10,114,,114,30,,344,156,1006,0.187,22.0,22.0,39.0,226.0,37.0,14.0,26.0,11.0,393.0,1.0,0
3,"Coffman, Lundyn",Fr,MB,6-0,114,,114,29,,132,53,305,0.259,3.0,1.0,2.0,22.0,1.0,8.0,93.0,15.0,187.5,1.0,0
9,"Popovic, Marija",Jr,L,5-5,107,,107,28,,0,0,8,0.0,122.0,27.0,51.0,477.0,23.0,,,1.0,27.0,,0
1,"Cherney, Sydney",Fr,L,5-8,97,,97,29,,2,0,3,0.667,21.0,,6.0,206.0,10.0,1.0,,,3.0,1.0,0
6,"Cunningham, Olivia",Fr,OH,5-11,95,,95,25,,319,136,901,0.203,25.0,40.0,51.0,189.0,21.0,6.0,17.0,22.0,373.5,,0
4,"Trantham, Abbie",So,OH,5-10,62,,62,24,,73,61,244,0.049,6.0,3.0,10.0,52.0,17.0,3.0,12.0,5.0,85.0,,0
16,"Sherrill, Sidney",Fr,MB,6-2,35,,35,16,,14,9,47,0.106,1.0,5.0,5.0,6.0,,4.0,13.0,2.0,29.5,,0
2,"Smith, Mary Catherine",So,S,5-7,20,,20,15,,0,0,1,0.0,36.0,1.0,1.0,10.0,,,1.0,,1.5,2.0,0
11,"Hatley, Alyssa",So,OH,6-0,14,,14,7,,17,7,41,0.244,1.0,2.0,3.0,14.0,3.0,,4.0,1.0,21.0,,0
-,TEAM,-,-,-,-,-,4,3,,0,0,0,,,,,,17.0,,,,,,0
-,Totals,-,-,-,-,-,122,24,,1629,603,4217,0.243,1512.0,207.0,282.0,1705.0,132.0,64.0,390.0,101.0,1895.0,20.0,24
-,Opponent Totals,-,-,-,-,-,122,24,,1443,673,4053,0.19,1331.0,133.0,228.0,1676.0,207.0,78.0,280.0,76.0,1628.0,30.0,24
