Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Tulevech, Grace",So,OH,6-2,125,,125,32,,340,138,965,0.209,7.0,,,74.0,1.0,2.0,51.0,2.0,367.5,,0
5,"Howard, Julia",Sr,S,5-9,124,,124,32,,6,1,48,0.10400000000000001,633.0,34.0,30.0,183.0,,,2.0,,41.0,10.0,0
12,"Bailey, Jenna",Jr,S,6-0,122,,122,31,,5,2,47,0.064,554.0,17.0,10.0,186.0,,,,,22.0,11.0,0
11,"Wahrmund, Madi",So,MB,6-1,121,,121,31,,130,47,293,0.28300000000000003,6.0,1.0,1.0,16.0,,8.0,82.0,1.0,180.0,,0
19,"Deegan, Leanna",So,OH,6-0,120,,120,31,,359,160,866,0.23,4.0,,,39.0,,2.0,45.0,7.0,383.5,1.0,0
4,"Austin, Kelly",So,RS,6-0,120,,120,32,,96,44,229,0.22699999999999998,11.0,28.0,42.0,56.0,,13.0,80.0,11.0,177.0,,0
3,"Grace, Steurer",,,-,116,,116,30,,60,42,289,0.062,43.0,37.0,35.0,353.0,45.0,3.0,5.0,1.0,102.5,,0
2,"Ellie, Carrera-Justiz",,,-,115,,115,30,,290,144,853,0.171,6.0,22.0,33.0,275.0,26.0,7.0,30.0,,334.0,,0
7,"Mangum, Audrey",Jr,L,5-5,112,,112,29,,2,0,48,0.042,52.0,20.0,11.0,222.0,20.0,,,,22.0,,0
10,"Ruggiero, Katrina",Sr,OH,5-10,84,,84,23,,153,76,519,0.14800000000000002,9.0,17.0,25.0,183.0,35.0,1.0,27.0,5.0,184.5,,0
8,"Musso, Sonia",Sr,OH,6-0,20,,20,12,,4,5,17,-0.059000000000000004,,,2.0,8.0,,,1.0,,4.5,,0
17,"Goodacre, Hannah",So,L,5-7,15,,15,8,,2,2,5,0.0,3.0,2.0,4.0,13.0,,,,,4.0,,0
18,"Leontas, Lauren",So,MB,6-2,7,,7,3,,3,0,9,0.33299999999999996,,,1.0,2.0,,,,,3.0,,0
15,"Devlin, Abby",So,OH,5-11,5,,5,3,,0,0,0,,2.0,1.0,3.0,,,,,,1.0,,0
1,"Murphy, Rose",So,S,5-11,5,,5,6,,0,0,0,,7.0,,,3.0,1.0,,,,,1.0,0
20,"Shannon, Maggie",Sr,RS,6-3,2,,2,1,,0,0,0,,,,,,,,,,,,0
16,"Margaret, Benzing",,,-,1,,1,1,,0,0,0,,,,,,1.0,,,,,,0
-,TEAM,-,-,-,-,-,9,6,,0,0,0,,,,,,33.0,,,,,,0
-,Totals,-,-,-,-,-,125,19,,1482,670,4255,0.191,1342.0,184.0,202.0,1658.0,173.0,37.0,325.0,28.0,1828.5,23.0,18
-,Opponent Totals,-,-,-,-,-,125,19,,1569,561,4108,0.245,1404.0,175.0,251.0,1727.0,185.0,56.0,452.0,30.0,1973.0,14.0,18
