Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Payne, Margaret",Sr,MH,6-0,108,,108,29,,302,79,640,0.348,8.0,,4.0,33.0,,25.0,79.0,15.0,366.5,,0
12,"Seaman, Morgan",Jr,S,5-10,107,,107,29,,14,10,59,0.068,639.0,22.0,30.0,230.0,,,1.0,,36.5,20.0,0
13,"Comerford, Louise",So,S,5-11,107,,107,29,,9,5,43,0.09300000000000001,557.0,22.0,29.0,189.0,,,1.0,,31.0,9.0,0
18,"Powell, Avarie",Jr,MH,6-2,106,,106,29,,249,90,557,0.285,2.0,,1.0,41.0,,7.0,57.0,4.0,284.5,,0
10,"Harper, Gaby",So,OH,6-1,98,,98,27,,260,134,882,0.14300000000000002,16.0,19.0,17.0,311.0,29.0,19.0,32.0,3.0,314.0,1.0,0
11,"Daignault, Taylor",Sr,OH,5-8,97,,97,26,,164,81,638,0.13,18.0,16.0,31.0,343.0,32.0,4.0,17.0,3.0,192.0,1.0,0
14,"Wojick, Sarah",Jr,OH,6-0,88,,88,26,,178,73,502,0.209,2.0,17.0,19.0,69.0,1.0,7.0,44.0,3.0,224.0,,0
17,"Huser, Abigail",Jr,DS,5-8,86,,86,26,,4,1,9,0.33299999999999996,64.0,15.0,20.0,376.0,19.0,,,,19.0,5.0,0
9,"Stewart, Haley",Sr,RS,6-2,65,,65,17,,73,15,175,0.331,2.0,,,26.0,,6.0,41.0,1.0,99.0,,0
16,"Riemersma, Sophie",So,OH,6-1,58,,58,19,,101,48,285,0.18600000000000003,4.0,6.0,17.0,47.0,1.0,1.0,18.0,1.0,117.0,,0
15,"Severance, Allyson",Fr,OH,6-1,37,,37,15,,63,27,171,0.21100000000000002,1.0,5.0,17.0,30.0,10.0,2.0,7.0,,73.5,,0
7,"Taylor, Lindsay",Fr,OH,6-2,29,,29,15,,29,24,122,0.040999999999999995,,4.0,3.0,25.0,5.0,,5.0,1.0,35.0,,0
3,"Dauch, Lindsay",Sr,DS,5-7,27,,27,15,,1,0,3,0.33299999999999996,16.0,3.0,7.0,81.0,7.0,,,,4.0,4.0,0
5,"Leahy, Emma",Sr,L,5-8,15,,15,8,,1,0,3,0.33299999999999996,3.0,2.0,1.0,13.0,3.0,,,,3.0,2.0,0
1,"Krumnauer, Jacquelyn",Fr,L/DS,5-6,3,,3,4,,0,0,0,,1.0,,,,1.0,,,,,,0
2,"Schulze, Jennifer",So,S,5-7,2,,2,2,,0,0,0,,1.0,,,,,,,,,,0
4,"Mirabelli, Molly",Fr,MH,6-0,1,,1,2,,0,0,0,,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,10,4,,0,0,0,,,,,,22.0,,,,,,0
-,Totals,-,-,-,-,-,108,24,,1449,590,4098,0.21,1335.0,132.0,197.0,1825.0,131.0,71.0,302.0,31.0,1588.0,43.0,24
-,Opponent Totals,-,-,-,-,-,108,24,,1319,599,3977,0.18100000000000002,1215.0,132.0,196.0,1769.0,131.0,45.0,400.0,49.0,1476.0,23.0,24
