Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
8,"Speweik, Ally",Jr,OPP,5-11,118,,118,31,,256,71,620,0.298,5.0,,3.0,57.0,,1.0,71.0,12.0,292.5,,0
7,"Ng, Angelee",So,S,5-7,113,,113,30,,46,13,151,0.21899999999999997,836.0,16.0,22.0,281.0,1.0,,18.0,4.0,71.0,17.0,0
2,"Pittman, Taris",Sr,MB,6-0,113,,113,31,,196,48,461,0.321,3.0,,4.0,24.0,,2.0,98.0,13.0,247.0,1.0,0
4,"Rodriguez, Kizzy",So,L,5-4,108,,108,29,,4,1,21,0.14300000000000002,100.0,43.0,40.0,503.0,26.0,,,,47.0,6.0,0
5,"Montgomery, Lauren",Sr,OH,5-11,106,,106,30,,214,122,803,0.115,14.0,11.0,20.0,133.0,31.0,6.0,60.0,9.0,261.0,2.0,0
1,"Robles, Cristina",Jr,L/DS,5-2,103,,103,26,,1,1,11,0.0,29.0,24.0,29.0,188.0,20.0,,,,25.0,1.0,0
18,"Stevic, Una",So,OH,-,102,,102,29,,257,148,925,0.11800000000000001,15.0,24.0,21.0,220.0,51.0,2.0,40.0,3.0,303.0,,0
22,"Soto, Genesis",Jr,L/DS,5-2,90,,90,30,,1,0,7,0.14300000000000002,14.0,19.0,21.0,133.0,16.0,,,,20.0,,0
3,"Hurkmans, Wies",Sr,MB,6-1,85,,85,23,,143,26,313,0.374,2.0,2.0,3.0,12.0,,2.0,64.0,5.0,179.0,5.0,0
19,"Marrero, Ivana",Fr,RS,5-7,68,,68,24,,2,3,17,-0.059000000000000004,235.0,12.0,9.0,90.0,1.0,,,,14.0,7.0,0
16,"Miljacic, Vanja",Jr,OH,5-8,62,,62,19,,148,67,491,0.165,9.0,9.0,18.0,171.0,30.0,4.0,26.0,5.0,174.0,,0
6,"Colvey, Sidney",Sr,OPP,6-1,46,,46,19,,64,32,176,0.182,1.0,2.0,4.0,13.0,2.0,2.0,14.0,3.0,75.0,,0
13,"Barkley, Danae",Jr,MB,6-1,44,,44,16,,55,21,140,0.243,,,,8.0,,3.0,25.0,6.0,70.5,,0
9,"Speweik, Angie",Jr,L,5-10,39,,39,19,,3,2,11,0.091,6.0,5.0,6.0,58.0,3.0,,,,8.0,,0
11,"Gonzlez, Ashley",Fr,MB,6-1,11,,11,9,,5,6,21,-0.048,,,,1.0,,2.0,14.0,3.0,14.0,,0
24,"Timbol, Jaimie",Fr,S,5-3,9,,9,5,,0,0,3,0.0,19.0,,5.0,12.0,,,,1.0,,,0
15,"Warren, Chloe",So,MB,6-0,4,,4,3,,2,6,15,-0.267,,,,,,,,,2.0,,0
14,"Weinbeck, Ella",Fr,MB,6-0,1,,1,1,,0,0,0,,,,,,,,,,,,0
-,TEAM,-,-,-,-,-,2,1,,0,0,0,,,,,,29.0,,,,,,0
-,Totals,-,-,-,-,-,119,24,,1402,568,4195,0.19899999999999998,1288.0,167.0,205.0,1904.0,210.0,24.0,434.0,66.0,1674.0,39.0,24
-,Opponent Totals,-,-,-,-,-,119,24,,1554,649,4476,0.20199999999999999,1416.0,210.0,263.0,1965.0,167.0,37.0,274.0,47.0,1818.0,40.0,24
