0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,"South Alabama @ Fort Wayne, IN",W 3 - 0,3,1,,9,2,20,0.350,1,1,2,4,,,1,,10.5,,
08/30/2019,@ Purdue Fort Wayne,W 3 - 2,5,1,,13,4,36,0.250,3,,2,8,1,,3,,14.5,,
08/31/2019,"Northern Ky. @ Fort Wayne, Ind.",W 3 - 2,5,1,,9,5,38,0.105,1,,2,8,1,,2,,10.0,,
09/06/2019,"Montana St. @ Chicago, Ill.",W 3 - 1,4,1,,18,6,40,0.300,,2,1,9,2,,1,,20.5,,
09/06/2019,"Loyola Maryland @ Chicago, Ill.",W 3 - 2,5,1,,14,5,38,0.237,3,2,5,9,2,,2,,17.0,,
09/07/2019,@ Loyola Chicago,W 3 - 1,4,1,,12,7,30,0.167,1,,1,10,1,,,,12.0,,
09/13/2019,"Butler @ Milwaukee, Wis.",W 3 - 2,5,1,,17,7,45,0.222,,1,,10,2,,,,18.0,,
09/13/2019,"Southeast Mo. St. @ Milwaukee, Wis.",W 3 - 0,3,1,,14,4,33,0.303,1,2,1,7,2,,1,,16.5,,
09/14/2019,@ Milwaukee,L 0 - 3,3,1,,8,7,25,0.040,1,1,1,6,,,,,9.0,,
09/20/2019,IUPUI,W 3 - 2,5,1,,12,5,36,0.194,,,4,5,,,3,,13.5,,
09/20/2019,Auburn,L 0 - 3,3,1,,11,5,36,0.167,,,1,,1,,1,,11.5,,
09/21/2019,Michigan St.,L 0 - 3,3,1,,10,4,24,0.250,,1,1,1,1,,,,11.0,,
09/27/2019,Eastern Mich.,W 3 - 0,3,1,,9,1,20,0.400,,,2,4,,,1,,9.5,,
09/28/2019,Central Mich.,L 0 - 3,2,1,,6,4,14,0.143,,,1,1,,,1,,6.5,,
10/04/2019,@ Toledo,W 3 - 0,2,1,,6,3,16,0.188,,,2,5,,,1,,6.5,,
10/05/2019,@ Ball St.,L 1 - 3,4,1,,10,5,41,0.122,1,1,1,12,1,,1,1,11.5,,
10/10/2019,Northern Ill.,L 2 - 3,5,1,,12,3,28,0.321,,1,3,5,2,,,,13.0,,
10/12/2019,Bowling Green,L 0 - 3,3,1,,2,6,14,-0.286,,1,1,5,,,,,3.0,,
10/18/2019,@ Buffalo,L 2 - 3,5,1,,7,4,24,0.125,1,1,2,6,3,,,,8.0,,
10/19/2019,@ Akron,L 2 - 3,4,1,,2,1,7,0.143,,,1,4,,,,,2.0,,
10/25/2019,Ohio,W 3 - 2,5,1,,7,4,26,0.115,,,,4,,,1,,7.5,,
10/26/2019,Kent St.,L 2 - 3,4,1,,4,2,19,0.105,,,,1,,,,,4.0,,
10/31/2019,@ Central Mich.,L 1 - 3,3,1,,7,8,26,-0.038,1,2,2,6,,,,,9.0,,
11/02/2019,@ Eastern Mich.,W 3 - 1,4,1,,12,1,46,0.239,,1,5,8,,,2,,14.0,,
11/08/2019,Ball St.,L 1 - 3,4,1,,11,6,42,0.119,2,2,,11,1,,,,13.0,,
11/09/2019,Toledo,L 2 - 3,5,1,,11,4,35,0.200,1,2,,10,,,2,,14.0,1,
11/14/2019,@ Northern Ill.,W 3 - 0,3,1,,10,3,29,0.241,,,1,6,,,1,,10.5,,
11/16/2019,@ Miami (OH),L 0 - 3,3,1,,3,7,25,-0.160,,1,1,3,,,2,,5.0,,
