Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,"Creighton @ Seattle, Wash.",L 0 - 3,3,35,15,116,0.172,34,2,2,46,4,1,8,1,42.0,0.0
08262017,@ Washington,L 0 - 3,3,31,19,97,0.124,29,0,6,39,9,3,10,0,39.0,0.0
08262017,"Pittsburgh @ Seattle, Wash.",L 2 - 3,5,48,21,178,0.152,42,10,7,75,4,2,31,7,75.5,0.0
09012017,"UMBC @ Lincoln, Nebraska",W 3 - 0,3,42,11,92,0.337,40,5,7,38,1,0,14,3,54.0,0.0
09012017,"Oral Roberts @ Lincoln, Neb.",W 3 - 1,4,55,15,155,0.258,52,2,5,69,8,2,22,3,70.0,0.0
09022017,@ Nebraska,L 0 - 3,3,31,22,124,0.073,28,5,4,47,1,1,18,1,46.0,0.0
09082017,Fresno St.,W 3 - 0,3,42,12,96,0.312,39,9,3,30,1,3,14,1,61.0,0.0
09092017,CSUN,W 3 - 0,3,46,14,114,0.281,44,6,6,49,3,2,12,1,60.0,0.0
09152017,@ California,L 1 - 3,4,58,18,154,0.26,55,6,11,56,9,1,14,3,72.0,0.0
09162017,Stanford,L 0 - 3,3,32,15,94,0.18100000000000002,30,5,7,38,7,3,8,0,44.0,0.0
09212017,@ Gonzaga,L 2 - 3,5,54,28,162,0.16,52,5,6,55,6,1,22,2,71.0,0.0
09232017,@ Portland,L 0 - 3,3,38,22,125,0.128,33,4,5,49,5,3,14,2,52.0,0.0
09262017,San Francisco,W 3 - 0,3,44,15,93,0.312,42,8,11,37,1,0,6,0,55.0,0.0
09282017,@ LMU (CA),L 2 - 3,5,53,26,157,0.172,48,5,10,44,12,5,12,0,69.0,0.0
09302017,@ Pepperdine,L 1 - 3,4,54,19,152,0.23,50,3,10,54,7,1,12,3,64.0,0.0
10052017,BYU,L 2 - 3,5,63,32,173,0.179,61,14,5,69,7,1,10,0,83.0,0.0
10072017,San Diego,L 0 - 3,3,31,18,90,0.14400000000000002,29,4,6,24,5,3,12,2,44.0,0.0
10142017,Pacific,L 1 - 3,4,50,18,139,0.23,45,5,7,50,6,1,12,2,62.0,0.0
10192017,@ San Francisco,W 3 - 0,3,41,13,80,0.35,40,10,5,38,4,1,8,0,56.0,0.0
10212017,@ Santa Clara,L 2 - 3,5,48,26,183,0.12,44,9,2,84,5,0,22,5,68.0,0.0
10262017,Pepperdine,L 0 - 3,3,40,22,121,0.149,39,1,3,51,7,0,10,0,46.0,0.0
10282017,LMU (CA),W 3 - 1,4,53,17,118,0.305,50,6,10,45,6,1,28,1,74.0,0.0
11022017,@ San Diego,L 0 - 3,3,34,13,104,0.20199999999999999,34,3,4,40,6,2,12,1,45.0,0.0
11042017,@ BYU,L 1 - 3,4,43,27,142,0.113,41,5,3,58,7,2,24,4,62.0,0.0
11112017,@ Pacific,L 2 - 3,5,55,14,161,0.255,53,3,14,72,4,3,14,5,68.0,0.0
11162017,Portland,L 1 - 3,4,46,20,125,0.20800000000000002,44,8,9,56,10,3,20,1,67.0,0.0
11182017,Gonzaga,W 3 - 2,5,56,20,157,0.22899999999999998,54,7,11,64,3,2,22,4,76.0,0.0
11212017,Santa Clara,W 3 - 2,5,81,24,199,0.28600000000000003,74,7,10,83,9,3,22,4,102.0,0.0
