Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,Delaware,W 3 - 1,4,43,21,107,0.20600000000000002,42,10,8,40,6,1,14,0,61.0,0.0
08262017,Penn St.,L 0 - 3,3,24,23,94,0.011000000000000001,24,2,5,22,3,1,4,1,29.0,0.0
08262017,UT Martin,W 3 - 0,3,32,15,86,0.198,31,4,7,37,1,1,16,2,45.0,0.0
09012017,@ Minnesota,L 0 - 3,3,37,21,100,0.16,35,1,3,32,2,3,4,0,43.0,0.0
09022017,UTSA @ Minneapolis,W 3 - 1,4,65,22,136,0.316,62,5,12,52,3,0,14,2,77.0,0.0
09022017,Tennessee @ Minneapolis,W 3 - 0,3,40,17,98,0.235,39,9,3,50,3,0,16,0,57.0,0.0
09082017,Harvard @ Wright State,W 3 - 0,3,41,13,92,0.304,37,12,6,38,3,3,12,0,62.0,0.0
09082017,Tennessee Tech @ Wright State,W 3 - 0,3,43,9,80,0.425,40,3,8,27,3,3,8,4,53.0,0.0
09092017,@ Wright St.,W 3 - 1,4,71,30,173,0.237,65,3,10,74,3,0,24,2,86.0,0.0
09122017,@ Marshall,W 3 - 0,3,40,13,92,0.293,39,4,4,39,6,2,16,0,54.0,0.0
09152017,@ Army West Point,W 3 - 2,5,67,21,176,0.261,66,5,12,72,10,4,20,3,86.0,0.0
09152017,"Akron @ West Point, N.Y.",W 3 - 0,3,37,11,74,0.35100000000000003,35,7,10,31,2,2,10,1,51.0,0.0
09162017,"Providence @ West Point, N.Y.",W 3 - 1,4,47,13,113,0.301,44,14,9,55,2,5,12,0,72.0,0.0
09202017,TCU,W 3 - 1,4,56,16,127,0.315,54,6,12,60,3,0,15,3,69.5,0.0
09232017,Texas,L 2 - 3,5,67,30,176,0.21,64,4,11,56,4,0,16,0,79.0,0.0
09272017,@ Texas Tech,L 1 - 3,4,56,18,157,0.242,55,4,9,69,5,0,20,3,70.0,0.0
10042017,Kansas,L 1 - 3,4,57,20,145,0.255,54,4,11,62,3,1,12,1,68.0,0.0
10072017,@ Baylor,L 0 - 3,3,21,22,88,-0.011000000000000001,21,1,8,35,9,1,14,3,30.0,0.0
10132017,Oklahoma,W 3 - 1,4,49,23,122,0.213,47,1,7,44,2,1,28,2,65.0,0.0
10182017,@ Iowa St.,L 1 - 3,4,50,30,163,0.12300000000000001,46,2,7,65,6,0,6,1,55.0,0.0
10212017,Kansas St.,W 3 - 2,5,60,38,166,0.133,58,6,6,69,7,0,12,2,72.0,0.0
10262017,@ TCU,L 1 - 3,4,46,25,139,0.151,44,4,8,57,5,1,18,5,60.0,0.0
10282017,@ Texas,L 0 - 3,3,42,24,119,0.151,41,7,9,43,3,0,2,1,50.0,0.0
10312017,Robert Morris,W 3 - 0,3,41,11,80,0.375,36,3,11,29,2,0,14,1,51.0,0.0
11042017,@ Oklahoma,L 2 - 3,5,56,22,159,0.214,53,6,8,60,6,1,25,2,75.5,0.0
11082017,Iowa St.,L 0 - 3,3,28,23,101,0.05,27,2,4,35,6,0,10,1,35.0,0.0
11112017,Texas Tech,W 3 - 2,5,58,24,147,0.231,56,2,10,60,7,1,30,2,76.0,0.0
11192017,Baylor,L 1 - 3,4,52,26,146,0.17800000000000002,51,6,8,56,4,3,20,1,71.0,0.0
11222017,@ Kansas St.,W 3 - 0,3,46,10,100,0.36,45,4,6,51,5,0,14,2,57.0,0.0
11252017,@ Kansas,W 3 - 2,5,62,25,154,0.24,57,7,3,57,1,0,15,5,76.5,0.0
11282017,UMES,W 3 - 0,3,53,14,103,0.379,50,4,9,49,1,0,0,1,57.0,0.0
11292017,Temple,W 3 - 0,3,45,10,109,0.321,44,7,4,45,2,2,10,0,59.0,0.0
12042017,Syracuse,W 3 - 0,3,49,22,132,0.205,43,4,4,53,2,1,6,2,57.0,0.0
12092017,@ Ole Miss,L 0 - 3,3,39,22,108,0.157,37,0,5,46,5,3,12,0,48.0,0.0
