Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,Southeastern La.,W 3 - 0,3,40,15,98,0.255,40,7,7,40,3,2,8,1,53.0,0.0
08252017,Ohio,L 2 - 3,5,55,24,148,0.209,50,11,15,60,4,0,14,3,73.0,0.0
08262017,Murray St.,L 1 - 3,4,44,22,137,0.161,42,5,19,52,6,1,14,4,57.0,0.0
09012017,"Milwaukee @ Chicago, Ill.",L 0 - 3,3,39,24,133,0.113,39,5,5,49,5,1,4,1,47.0,0.0
09022017,"Fairfield @ Chicago, Ill.",W 3 - 2,5,55,21,152,0.22399999999999998,54,2,12,67,6,1,20,2,68.0,0.0
09032017,@ Loyola Chicago,L 1 - 3,4,60,24,151,0.23800000000000002,57,2,11,56,2,0,8,3,66.0,0.0
09082017,"Delaware St. @ Las Cruces, N.M.",W 3 - 0,3,45,12,90,0.36700000000000005,40,5,5,44,6,0,0,0,50.0,0.0
09082017,@ UTEP,L 1 - 3,4,49,23,136,0.191,47,4,6,47,4,3,4,5,58.0,0.0
09092017,"Abilene Christian @ Las Cruces, N.M.",L 2 - 3,5,53,35,155,0.11599999999999999,49,5,3,64,7,0,12,0,64.0,0.0
09092017,@ New Mexico St.,L 0 - 3,3,32,19,114,0.114,31,2,1,48,6,0,10,1,39.0,0.0
09122017,Alabama,L 1 - 3,4,43,31,153,0.078,42,5,10,66,7,1,6,1,52.0,0.0
09152017,"FGCU @ Bloomington, Ind.",L 0 - 3,3,40,15,98,0.255,37,5,12,42,10,2,12,1,53.0,0.0
09162017,"UNLV @ Bloomington, Ind.",W 3 - 1,4,57,23,128,0.266,56,7,9,61,5,0,4,0,66.0,0.0
09162017,@ Indiana,W 3 - 2,5,55,24,160,0.19399999999999998,51,7,7,59,5,2,12,1,70.0,0.0
09222017,The Citadel,L 0 - 3,3,33,21,114,0.105,32,1,8,49,6,0,14,3,41.0,0.0
09232017,Wofford,W 3 - 1,4,57,17,147,0.272,54,5,9,61,5,2,4,4,66.0,0.0
09292017,@ Western Caro.,W 3 - 1,4,59,22,162,0.228,58,8,11,81,6,2,10,3,74.0,0.0
09302017,@ UNC Greensboro,W 3 - 2,5,63,21,183,0.23,62,11,18,93,4,2,8,2,80.0,0.0
10062017,@ Chattanooga,L 1 - 3,4,44,24,145,0.138,42,6,7,77,5,0,14,5,57.0,0.0
10072017,@ ETSU,L 1 - 3,4,36,22,130,0.10800000000000001,35,2,7,61,7,2,24,0,52.0,0.0
10112017,Mercer,W 3 - 1,4,61,27,176,0.193,58,4,10,95,3,0,10,1,70.0,0.0
10142017,Furman,L 0 - 3,3,39,22,123,0.138,37,3,5,56,8,1,8,1,47.0,0.0
10202017,@ Wofford,L 0 - 3,3,38,17,100,0.21,38,3,8,41,5,1,4,1,44.0,0.0
10212017,@ The Citadel,W 3 - 1,4,48,16,133,0.24100000000000002,43,8,11,57,6,1,12,0,63.0,0.0
10272017,UNC Greensboro,L 2 - 3,5,56,33,158,0.146,53,8,7,53,6,2,8,6,70.0,0.0
10282017,Western Caro.,W 3 - 1,4,62,21,182,0.225,60,2,7,81,4,0,12,4,70.0,0.0
11032017,ETSU,L 1 - 3,4,43,27,126,0.127,42,2,6,41,4,1,4,2,48.0,0.0
11042017,Chattanooga,W 3 - 2,5,65,19,162,0.284,60,9,12,65,8,3,14,4,84.0,0.0
11082017,@ Mercer,W 3 - 2,5,61,23,188,0.20199999999999999,60,7,13,86,7,4,16,2,80.0,0.0
11102017,@ Furman,L 0 - 3,3,35,24,129,0.085,34,3,8,55,3,2,14,3,47.0,0.0
11172017,"Wofford @ Cullowhee, N.C.",L 2 - 3,5,66,23,186,0.231,62,4,12,80,4,4,8,4,78.0,0.0
