Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,Miami (FL),L 2 - 3,5,63,24,154,0.253,58,0,9,61,11,8,12,3,77.0,0.0
08252017,Nicholls St.,W 3 - 0,3,51,12,92,0.424,47,3,6,46,3,0,12,1,60.0,0.0
08262017,Little Rock,W 3 - 2,5,68,25,170,0.253,65,9,12,66,8,4,6,4,84.0,0.0
08262017,Jackson St.,W 3 - 0,3,48,12,85,0.424,47,9,3,33,0,1,8,5,62.0,0.0
08302017,Louisiana,W 3 - 0,3,52,17,99,0.354,50,1,6,48,2,4,2,3,58.0,0.0
09012017,"McNeese @ Mobile, Ala.",W 3 - 1,4,62,20,150,0.28,57,5,10,65,2,1,16,0,76.0,0.0
09022017,@ South Alabama,L 2 - 3,5,54,36,167,0.10800000000000001,47,5,9,62,6,3,10,0,67.0,0.0
09022017,"Alabama @ Mobile, Ala.",W 3 - 0,3,48,15,98,0.337,45,2,4,43,1,1,14,0,58.0,0.0
09052017,ULM,W 3 - 0,3,39,13,94,0.27699999999999997,36,5,2,44,4,1,10,2,50.0,0.0
09082017,@ Tulane,L 1 - 3,4,46,29,113,0.15,46,3,5,35,10,2,10,1,56.0,0.0
09092017,"Nicholls St. @ New Orleans, La.",W 3 - 0,3,42,16,90,0.289,41,5,4,41,5,4,12,2,57.0,0.0
09092017,"Oklahoma @ New Orleans, La.",L 1 - 3,4,55,29,167,0.156,55,2,9,61,3,4,14,5,68.0,0.0
09122017,@ Southeastern La.,W 3 - 0,3,47,24,116,0.198,47,3,7,57,3,0,18,0,59.0,0.0
09152017,"Marquette @ Madison, Wis.",L 0 - 3,3,38,18,122,0.16399999999999998,35,1,5,45,3,2,18,4,50.0,0.0
09162017,@ Wisconsin,L 0 - 3,3,22,26,92,-0.043,20,0,3,25,5,0,0,3,22.0,0.0
09222017,North Texas,W 3 - 2,5,85,30,204,0.27,81,3,9,80,2,1,16,2,97.0,0.0
09242017,UTSA,L 1 - 3,4,55,32,140,0.16399999999999998,46,2,4,44,2,4,14,2,68.0,0.0
09292017,@ Marshall,W 3 - 1,4,53,28,148,0.16899999999999998,53,4,7,60,3,5,14,3,69.0,0.0
10022017,@ Jackson St.,W 3 - 0,3,36,13,75,0.307,36,7,5,36,3,2,10,0,50.0,0.0
10062017,@ Western Ky.,L 0 - 3,3,38,17,108,0.19399999999999998,35,2,1,36,3,2,14,1,49.0,0.0
10132017,@ Louisiana Tech,W 3 - 0,3,48,17,114,0.272,45,2,6,52,2,1,14,0,58.0,0.0
10162017,UTEP,W 3 - 0,3,45,7,83,0.45799999999999996,43,6,6,38,6,0,4,2,53.0,0.0
10202017,Middle Tenn.,W 3 - 0,3,30,13,80,0.212,26,8,5,41,1,5,12,1,49.0,0.0
10222017,Fla. Atlantic,L 2 - 3,5,60,30,164,0.183,59,3,3,71,6,1,20,3,74.0,0.0
10272017,@ Charlotte,W 3 - 0,3,55,28,152,0.17800000000000002,54,4,6,73,4,1,10,4,65.0,0.0
10292017,@ North Texas,L 2 - 3,5,62,35,152,0.17800000000000002,57,6,4,52,6,1,4,4,71.0,0.0
11032017,@ UAB,W 3 - 0,3,42,18,109,0.22,39,6,7,48,3,4,4,0,54.0,0.0
11052017,@ Rice,L 1 - 3,4,50,38,150,0.08,49,6,7,62,3,2,6,1,61.0,0.0
11092017,Louisiana Tech,W 3 - 0,3,45,9,94,0.38299999999999995,41,4,4,41,2,2,12,3,57.0,0.0
11112017,FIU,W 3 - 0,3,56,17,115,0.33899999999999997,52,3,6,48,2,1,8,2,64.0,0.0
11172017,"Rice @ Bowling Green, Ky.",W 3 - 2,5,69,35,168,0.20199999999999999,62,7,8,62,2,1,10,0,82.0,0.0
11182017,@ Western Ky.,L 0 - 3,3,36,22,119,0.11800000000000001,33,1,6,38,2,0,20,4,47.0,0.0
