Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,"Sacramento St. @ Queens, N.Y.",L 2 - 3,5,62,30,194,0.165,60,6,13,88,6,3,12,1,77.0,0.0
08252017,"New Hampshire @ Queens, N.Y.",W 3 - 1,4,52,19,151,0.21899999999999997,49,6,8,73,2,1,12,4,65.0,0.0
08262017,@ St. John's (NY),W 3 - 0,3,44,16,93,0.301,42,5,5,45,1,1,12,0,56.0,0.0
09012017,Iona,W 3 - 0,3,37,11,76,0.342,35,8,7,33,1,2,10,0,52.0,0.0
09012017,LSU,L 2 - 3,5,54,29,138,0.18100000000000002,51,6,16,42,7,4,8,1,68.0,0.0
09022017,Hartford,W 3 - 0,3,36,13,79,0.29100000000000004,33,11,7,21,4,0,4,0,49.0,0.0
09082017,@ Villanova,L 0 - 3,3,30,16,88,0.159,27,2,7,29,3,3,10,2,40.0,0.0
09082017,"Albany (NY) @ Villanova, Pa",W 3 - 0,3,42,12,96,0.312,38,5,7,43,1,1,8,2,52.0,0.0
09092017,"Princeton @ Villanova, Pa",L 1 - 3,4,51,27,155,0.155,48,3,8,62,5,1,12,1,61.0,0.0
09152017,@ Bradley,L 0 - 3,3,42,24,129,0.14,38,3,11,46,5,2,10,1,52.0,0.0
09152017,"Kansas City @ Peoria, Ill.",W 3 - 0,3,44,21,131,0.17600000000000002,42,4,12,61,2,0,9,1,52.5,0.0
09162017,"Grand Canyon @ Peoria, Ill.",W 3 - 0,3,40,13,91,0.297,40,7,12,37,5,0,8,3,51.0,0.0
09222017,Memphis,W 3 - 1,4,49,21,118,0.237,45,10,8,52,5,2,10,0,66.0,0.0
09242017,Wichita St.,L 0 - 3,3,41,18,116,0.198,39,1,5,36,7,2,0,0,44.0,0.0
09292017,@ Houston,L 0 - 3,3,44,25,120,0.158,42,0,10,51,4,3,8,2,51.0,0.0
10012017,@ Tulane,W 3 - 1,4,53,25,136,0.20600000000000002,53,3,13,55,7,1,10,3,62.0,0.0
10062017,Cincinnati,L 1 - 3,4,56,30,143,0.182,52,2,14,48,4,0,8,0,62.0,0.0
10082017,East Carolina,L 1 - 3,4,60,29,153,0.203,54,4,8,55,2,1,8,0,69.0,0.0
10132017,@ UCF,L 0 - 3,3,29,28,109,0.009000000000000001,29,2,5,34,2,0,4,1,33.0,0.0
10152017,@ South Fla.,W 3 - 0,3,53,15,135,0.281,46,1,4,60,1,2,6,3,59.0,0.0
10202017,SMU,L 0 - 3,3,44,14,121,0.248,41,0,6,48,4,3,4,0,49.0,0.0
10222017,Tulsa,L 0 - 3,3,34,24,150,0.067,31,4,3,72,3,1,12,0,45.0,0.0
10272017,Tulane,L 2 - 3,5,49,24,149,0.168,48,7,10,50,6,3,24,0,71.0,0.0
10292017,Houston,L 2 - 3,5,63,26,187,0.198,60,3,5,86,8,3,12,0,75.0,0.0
11032017,@ Wichita St.,L 0 - 3,3,22,20,104,0.019,21,4,4,28,5,0,2,1,27.0,0.0
11052017,@ Memphis,W 3 - 2,5,62,31,168,0.185,62,3,9,71,3,0,10,3,70.0,0.0
11092017,@ Tulsa,L 1 - 3,4,58,26,154,0.20800000000000002,56,4,17,75,5,3,4,0,67.0,0.0
11112017,@ SMU,L 1 - 3,4,59,27,167,0.192,56,6,12,71,4,1,6,5,69.0,0.0
11172017,South Fla.,L 1 - 3,4,39,23,130,0.12300000000000001,35,8,5,45,5,3,4,2,52.0,0.0
11192017,UCF,L 2 - 3,5,73,37,188,0.191,72,6,6,75,2,1,16,4,88.0,0.0
11222017,@ Temple,L 0 - 3,3,28,17,98,0.11199999999999999,27,0,3,28,7,0,8,2,32.0,0.0
11242017,Temple,L 2 - 3,5,64,39,217,0.115,60,3,10,106,1,0,14,0,74.0,0.0
