Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,"Western Ky. @ Oxford, Ohio",L 0 - 3,3,22,14,70,0.114,22,0,10,21,5,0,6,0,25.0,0.0
08252017,"Northern Ariz. @ Oxford, Ohio",L 2 - 3,5,56,23,173,0.191,53,9,15,80,13,1,6,4,69.0,0.0
08262017,@ Miami (OH),L 0 - 3,3,30,16,104,0.135,27,2,5,41,2,1,8,1,37.0,0.0
08292017,Arkansas St.,L 1 - 3,4,53,21,154,0.20800000000000002,49,3,13,69,4,1,4,1,59.0,0.0
09052017,@ Murray St.,L 2 - 3,5,49,22,164,0.165,49,6,13,74,9,3,20,4,68.0,0.0
09082017,"Oakland @ Kalamazoo, Mich.",L 1 - 3,4,52,23,134,0.21600000000000003,47,7,11,52,5,6,2,0,66.0,0.0
09092017,@ Western Mich.,L 0 - 3,3,32,19,93,0.14,29,2,8,42,4,1,2,0,36.0,0.0
09122017,Southeast Mo. St.,W 3 - 2,5,70,19,164,0.311,67,7,7,71,6,2,18,3,88.0,0.0
09152017,"Central Mich. @ Notre Dame, Ind.",L 0 - 3,3,27,13,91,0.154,24,2,8,37,10,3,17,1,40.5,0.0
09162017,"Michigan St. @ Notre Dame, Ind.",L 0 - 3,3,38,20,128,0.141,35,1,3,67,2,2,6,3,44.0,0.0
09162017,@ Notre Dame,L 0 - 3,3,31,20,107,0.10300000000000001,31,2,4,50,7,0,12,3,39.0,0.0
09222017,@ Bradley,W 3 - 1,4,56,22,164,0.207,51,5,6,89,2,3,20,2,74.0,0.0
09232017,@ Illinois St.,L 0 - 3,3,21,20,107,0.009000000000000001,19,3,3,54,8,2,4,4,28.0,0.0
09252017,Valparaiso,W 3 - 1,4,67,22,147,0.306,66,5,7,73,7,1,10,3,78.0,0.0
09292017,Evansville,W 3 - 2,5,63,20,171,0.251,62,5,10,84,9,1,22,4,80.0,0.0
09302017,Indiana St.,L 1 - 3,4,64,25,169,0.231,60,2,8,74,8,2,4,2,70.0,0.0
10072017,Missouri St.,L 0 - 3,3,39,14,114,0.21899999999999997,32,0,1,55,5,0,8,1,43.0,0.0
10132017,@ UNI,L 0 - 3,3,25,11,106,0.132,25,1,2,56,8,2,10,0,33.0,0.0
10142017,@ Drake,L 1 - 3,4,50,24,169,0.154,46,1,10,78,6,0,22,2,62.0,0.0
10202017,Illinois St.,L 2 - 3,5,60,32,185,0.151,53,4,7,75,5,1,6,0,68.0,0.0
10212017,Bradley,L 2 - 3,5,52,26,163,0.16,49,8,4,86,10,2,18,4,71.0,0.0
10272017,@ Indiana St.,W 3 - 1,4,57,16,145,0.28300000000000003,51,4,6,54,2,4,20,0,75.0,0.0
10282017,@ Evansville,L 0 - 3,3,37,23,123,0.114,36,4,3,45,8,1,14,0,49.0,0.0
10302017,Loyola Chicago,L 1 - 3,4,49,25,143,0.168,43,10,5,54,3,0,22,2,70.0,0.0
11042017,@ Missouri St.,L 0 - 3,3,46,11,140,0.25,44,1,4,68,2,0,6,2,50.0,0.0
11112017,Drake,W 3 - 2,5,56,22,181,0.188,55,5,5,89,7,3,12,1,70.0,0.0
11122017,UNI,L 0 - 3,3,34,16,115,0.157,32,2,5,52,3,1,6,1,40.0,0.0
11172017,@ Loyola Chicago,L 0 - 3,3,35,16,95,0.2,33,3,5,36,8,2,2,1,41.0,0.0
11182017,@ Valparaiso,L 0 - 3,3,34,17,110,0.155,31,3,5,54,7,0,2,2,38.0,0.0
