Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,"UTEP @ Denton, Texas",W 3 - 1,4,55,24,121,0.256,46,13,12,25,4,4,8,0,76.0,0.0
08262017,@ North Texas,L 0 - 3,3,23,13,82,0.122,20,2,4,29,6,2,19,3,36.5,0.0
08262017,"Tulsa @ Denton, Texas",W 3 - 2,5,60,23,168,0.22,56,7,9,59,4,1,26,4,81.0,0.0
08312017,"Long Beach St. @ Orem, Utah",W 3 - 0,3,39,18,113,0.18600000000000003,36,8,8,57,3,1,14,1,55.0,0.0
09012017,@ Utah Valley,L 0 - 3,3,36,17,107,0.17800000000000002,33,2,7,49,8,2,6,2,43.0,0.0
09022017,"Kansas @ Orem, UT",L 0 - 3,3,22,19,90,0.033,20,5,3,37,8,0,10,2,32.0,0.0
09082017,"Omaha @ Des Moines, Iowa",W 3 - 0,3,42,19,109,0.21100000000000002,38,2,6,50,2,0,10,4,49.0,0.0
09082017,"Southeast Mo. St. @ Des Moines, Iowa",W 3 - 2,5,64,30,164,0.207,58,7,7,72,6,2,20,3,83.0,0.0
09092017,"San Jose St. @ Des Moines, Iowa",L 0 - 3,3,29,24,101,0.05,27,0,7,35,4,0,10,2,34.0,0.0
09092017,@ Drake,L 1 - 3,4,44,20,158,0.152,44,5,11,68,5,0,10,3,54.0,0.0
09152017,"UIC @ Edwardsville, Ill.",L 1 - 3,4,47,25,137,0.161,47,5,5,46,7,0,26,1,65.0,0.0
09152017,"Seattle U @ Edwardsville, Ill.",L 0 - 3,3,33,22,124,0.08900000000000001,31,6,7,50,4,1,12,0,46.0,0.0
09162017,@ SIUE,L 1 - 3,4,48,28,161,0.124,47,1,3,70,4,1,12,2,56.0,0.0
09212017,@ Eastern Wash.,L 1 - 3,4,43,19,135,0.17800000000000002,43,1,6,59,6,5,10,1,54.0,0.0
09232017,@ Idaho,L 0 - 3,3,35,26,126,0.071,34,1,1,57,5,3,8,2,43.0,0.0
09282017,Sacramento St.,L 0 - 3,3,35,18,106,0.16,32,2,2,51,6,1,4,2,40.0,0.0
09302017,@ Montana St.,L 0 - 3,3,31,24,105,0.067,31,4,5,37,2,2,12,2,43.0,0.0
10052017,@ Idaho St.,L 2 - 3,5,53,27,164,0.159,53,8,3,72,10,1,22,0,73.0,0.0
10072017,@ Weber St.,W 3 - 1,4,78,28,185,0.27,72,4,6,79,2,3,6,2,88.0,0.0
10132017,Northern Colo.,L 0 - 3,3,35,23,100,0.12,33,2,4,43,5,3,4,2,42.0,0.0
10142017,North Dakota,L 0 - 3,3,35,19,107,0.15,33,2,3,38,3,1,8,0,42.0,0.0
10192017,Southern Utah,W 3 - 2,5,78,30,171,0.281,75,4,7,67,5,3,10,0,90.0,0.0
10212017,Northern Ariz.,L 0 - 3,3,33,18,87,0.172,33,1,5,35,10,1,4,3,37.0,0.0
10262017,@ North Dakota,L 1 - 3,4,52,31,170,0.124,46,4,11,74,5,1,10,0,62.0,0.0
10282017,@ Northern Colo.,L 0 - 3,3,26,22,105,0.038,25,2,4,43,6,0,10,2,33.0,0.0
11022017,@ Portland St.,L 1 - 3,4,54,24,145,0.207,51,6,2,69,4,0,12,2,66.0,0.0
11052017,Montana St.,L 2 - 3,5,61,22,181,0.215,59,3,5,88,7,5,10,3,74.0,0.0
11092017,Idaho,L 2 - 3,5,71,41,222,0.135,68,5,9,105,3,4,6,2,83.0,0.0
11112017,Eastern Wash.,W 3 - 0,3,41,18,108,0.213,40,4,8,37,5,2,8,1,51.0,0.0
