Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,Presbyterian,W 3 - 0,3,40,11,96,0.302,40,7,10,39,6,0,4,2,49.0,0.0
08252017,George Mason,W 3 - 0,3,39,10,86,0.337,34,5,11,35,2,1,8,3,49.0,0.0
08262017,LIU,W 3 - 0,3,41,15,89,0.292,39,2,6,45,2,0,12,2,49.0,0.0
08262017,UNC Asheville,W 3 - 0,3,46,15,99,0.313,40,7,7,44,3,0,6,1,56.0,0.0
09012017,@ Ohio,W 3 - 0,3,45,13,93,0.344,45,7,3,45,2,1,10,0,58.0,0.0
09012017,"High Point @ Athens, Ohio",L 1 - 3,4,57,21,154,0.23399999999999999,55,4,12,66,8,2,12,0,69.0,0.0
09022017,"Oklahoma @ Athens, Ohio",W 3 - 0,3,46,19,93,0.29,43,6,4,40,1,1,16,0,61.0,0.0
09082017,@ Davidson,W 3 - 1,4,65,19,158,0.29100000000000004,63,7,10,70,5,5,10,1,82.0,0.0
09092017,"FGCU @ Davidson, N.C.",W 3 - 0,3,47,10,99,0.374,43,5,5,41,2,1,10,3,58.0,0.0
09092017,"Wofford @ Davidson, N.C.",L 2 - 3,5,51,27,138,0.174,50,17,11,45,2,1,15,2,76.5,0.0
09132017,@ Kennesaw St.,L 0 - 3,3,31,20,97,0.113,31,4,8,41,5,0,10,1,40.0,0.0
09142017,Texas Tech,W 3 - 1,4,69,20,156,0.314,64,5,8,73,2,1,18,2,84.0,0.0
09152017,Georgia Tech,W 3 - 1,4,54,27,166,0.163,53,12,10,77,1,1,20,2,77.0,0.0
09222017,Alabama,W 3 - 0,3,44,14,105,0.28600000000000003,40,1,6,42,4,0,14,0,52.0,0.0
09242017,Auburn,L 0 - 3,3,32,20,102,0.11800000000000001,31,1,12,49,4,2,4,0,37.0,0.0
09292017,Texas A&M,L 0 - 3,3,33,16,94,0.18100000000000002,31,3,5,26,6,0,8,1,40.0,0.0
10012017,@ Ole Miss,L 2 - 3,5,66,28,178,0.213,58,3,10,59,4,2,20,5,81.0,0.0
10062017,@ South Carolina,W 3 - 2,5,58,28,146,0.205,51,5,14,62,8,1,14,3,71.0,0.0
10082017,@ Florida,L 0 - 3,3,30,22,107,0.075,30,2,6,47,3,0,4,0,34.0,0.0
10112017,Tennessee,L 2 - 3,5,67,25,178,0.23600000000000002,66,6,7,62,2,1,10,2,79.0,0.0
10152017,@ Mississippi St.,W 3 - 0,3,43,13,83,0.361,40,3,6,38,3,0,16,1,54.0,0.0
10202017,@ Missouri,W 3 - 0,3,48,15,97,0.34,45,8,7,29,2,1,10,0,62.0,0.0
10252017,Arkansas,W 3 - 1,4,55,18,134,0.276,54,11,7,51,7,1,13,1,73.5,0.0
10292017,Missouri,L 1 - 3,4,45,32,125,0.10400000000000001,42,8,8,32,4,0,6,0,56.0,0.0
11032017,Mississippi St.,W 3 - 0,3,55,19,105,0.34299999999999997,51,4,8,41,4,0,12,0,65.0,0.0
11052017,@ Alabama,W 3 - 0,3,46,14,118,0.271,42,7,6,58,1,0,14,1,60.0,0.0
11102017,Ole Miss,W 3 - 0,3,52,15,113,0.327,48,6,9,40,2,0,8,1,62.0,0.0
11172017,@ Kentucky,L 0 - 3,3,36,18,99,0.182,34,1,3,39,3,1,2,1,39.0,0.0
11192017,@ Tennessee,W 3 - 0,3,47,17,115,0.261,45,2,10,60,2,0,14,0,56.0,0.0
11222017,@ LSU,W 3 - 0,3,41,20,120,0.175,39,4,10,57,0,1,10,1,51.0,0.0
11242017,Kentucky,L 0 - 3,3,36,18,112,0.161,33,3,7,45,3,1,4,1,42.0,0.0
11282017,Alabama A&M,W 3 - 0,3,42,14,87,0.322,40,12,10,33,3,1,4,0,57.0,0.0
11292017,UCF,W 3 - 0,3,47,19,105,0.267,43,4,7,47,4,0,12,3,57.0,0.0
12032017,@ Ole Miss,L 0 - 3,3,41,21,114,0.175,34,0,11,47,4,0,4,0,43.0,0.0
