Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,"New Mexico @ Ames, Iowa",L 0 - 3,3,40,23,127,0.134,33,2,10,54,4,0,4,2,44.0,0.0
08262017,@ Iowa St.,L 0 - 3,3,30,20,109,0.092,30,3,6,44,2,1,8,1,38.0,0.0
08262017,"Kent St. @ Ames, Iowa",L 0 - 3,3,31,17,127,0.11,30,3,7,51,5,0,18,1,43.0,0.0
09012017,@ Iowa,L 0 - 3,3,27,19,110,0.073,24,6,8,45,5,1,4,1,36.0,0.0
09012017,"Indiana St. @ Iowa City, Iowa",W 3 - 1,4,58,16,163,0.258,52,10,11,71,5,2,6,0,73.0,0.0
09022017,"Indiana St. @ Iowa City, Iowa",W 3 - 2,5,73,14,165,0.358,64,7,12,78,9,5,14,0,92.0,0.0
09072017,@ Drake,L 2 - 3,5,58,21,173,0.214,55,7,13,83,1,4,20,1,79.0,0.0
09082017,"Montana @ Des Moines, Iowa",L 0 - 3,3,35,21,112,0.125,31,2,9,41,2,1,6,2,41.0,0.0
09082017,"San Jose St. @ Des Moines, Iowa",L 1 - 3,4,48,19,124,0.23399999999999999,43,6,6,42,8,1,8,0,59.0,0.0
09092017,"Southeast Mo. St. @ Des Moines, Iowa",W 3 - 1,4,63,29,145,0.23399999999999999,56,5,11,49,7,0,16,3,76.0,0.0
09142017,Kansas St.,L 1 - 3,4,46,22,160,0.15,43,4,12,80,1,4,10,4,59.0,0.0
09152017,UNI,L 1 - 3,4,47,29,170,0.106,45,2,7,79,6,1,18,1,59.0,0.0
09162017,Nebraska,L 0 - 3,3,29,17,102,0.11800000000000001,28,3,8,34,2,2,8,2,38.0,0.0
09222017,South Dakota St.,W 3 - 0,3,42,14,97,0.289,41,6,6,45,0,2,10,4,55.0,0.0
09292017,@ Western Ill.,W 3 - 1,4,63,20,169,0.254,57,5,18,83,2,3,22,0,82.0,0.0
10012017,@ Purdue Fort Wayne,W 3 - 2,5,63,29,191,0.17800000000000002,62,7,6,90,6,3,18,2,82.0,0.0
10032017,Denver,L 1 - 3,4,56,24,173,0.185,54,4,17,79,6,1,14,1,68.0,0.0
10072017,South Dakota,L 1 - 3,4,57,26,180,0.172,50,2,8,83,3,1,20,2,70.0,0.0
10132017,@ North Dakota St.,L 0 - 3,3,39,26,145,0.09,36,4,8,67,4,1,4,3,46.0,0.0
10152017,@ Oral Roberts,L 0 - 3,3,19,19,86,0.0,16,3,5,25,7,2,6,4,27.0,0.0
10202017,@ South Dakota St.,W 3 - 0,3,47,13,111,0.306,46,7,11,43,4,3,12,0,63.0,0.0
10272017,Western Ill.,W 3 - 0,3,42,9,90,0.36700000000000005,37,10,4,41,4,3,6,0,58.0,0.0
10282017,Purdue Fort Wayne,W 3 - 1,4,58,27,178,0.174,53,7,8,83,1,3,24,3,80.0,0.0
11032017,@ South Dakota,L 2 - 3,5,71,23,215,0.223,65,2,13,110,4,4,20,1,87.0,0.0
11052017,@ Denver,L 1 - 3,4,46,18,134,0.209,42,4,6,52,6,0,8,1,54.0,0.0
11102017,Oral Roberts,W 3 - 0,3,37,10,92,0.293,35,14,12,37,5,1,16,2,60.0,0.0
11122017,North Dakota St.,L 1 - 3,4,54,29,183,0.13699999999999998,50,7,11,81,6,3,8,1,68.0,0.0
11172017,"North Dakota St. @ Denver, Colo.",L 1 - 3,4,55,32,187,0.12300000000000001,51,4,13,84,1,3,12,1,68.0,0.0
