Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,Mississippi St.,L 2 - 3,5,70,23,164,0.287,68,6,13,72,8,1,12,2,83.0,0.0
08252017,Rice,L 1 - 3,4,48,28,149,0.134,47,9,7,64,6,3,2,1,61.0,0.0
08262017,A&M-Corpus Christi,W 3 - 0,3,55,14,113,0.363,52,5,5,60,4,2,6,1,65.0,0.0
09012017,"Ole Miss @ Jonesboro, Ark.",W 3 - 1,4,57,16,187,0.21899999999999997,49,5,5,79,2,4,6,2,69.0,0.0
09022017,"Virginia Tech @ Jonesboro, Ark.",L 0 - 3,3,37,18,107,0.17800000000000002,36,3,2,48,3,2,14,1,49.0,0.0
09022017,@ Arkansas St.,W 3 - 0,3,42,16,124,0.21,39,4,5,60,4,5,10,2,56.0,0.0
09082017,@ Texas St.,W 3 - 2,5,58,38,195,0.10300000000000001,56,3,8,91,4,2,32,1,79.0,0.0
09082017,"UTSA @ San Marcos, Texas",W 3 - 1,4,58,25,162,0.204,54,5,4,90,3,1,12,3,70.0,0.0
09092017,"UMass Lowell @ San Marcos, Texas",W 3 - 0,3,43,7,92,0.391,40,6,3,51,1,0,14,1,56.0,0.0
09152017,TCU,L 1 - 3,4,52,17,153,0.22899999999999998,50,2,9,75,2,1,26,2,68.0,0.0
09162017,Arkansas,L 2 - 3,5,56,27,158,0.184,54,4,10,62,4,1,18,1,70.0,0.0
09222017,Tulane,W 3 - 1,4,66,24,167,0.251,60,2,7,63,2,1,10,0,74.0,0.0
09242017,Houston,W 3 - 0,3,42,18,121,0.198,41,2,7,59,5,1,16,3,53.0,0.0
09292017,@ East Carolina,W 3 - 2,5,76,27,192,0.255,68,2,2,83,1,2,8,0,84.0,0.0
10012017,@ Cincinnati,W 3 - 2,5,60,30,180,0.16699999999999998,57,4,4,87,6,7,32,3,87.0,0.0
10062017,South Fla.,W 3 - 1,4,57,27,163,0.184,55,3,6,72,2,3,16,1,71.0,0.0
10082017,UCF,W 3 - 0,3,41,15,94,0.27699999999999997,37,4,2,44,1,1,14,1,53.0,0.0
10132017,@ Wichita St.,L 1 - 3,4,43,33,184,0.054000000000000006,40,2,3,70,4,0,16,3,53.0,0.0
10152017,@ Memphis,W 3 - 0,3,39,11,113,0.248,39,5,1,71,1,2,10,1,51.0,0.0
10202017,@ UConn,W 3 - 0,3,50,17,120,0.275,49,4,5,54,0,1,6,0,58.0,0.0
10222017,@ Temple,L 1 - 3,4,46,22,148,0.162,42,3,4,58,5,3,16,3,60.0,0.0
10262017,Cincinnati,W 3 - 1,4,57,25,158,0.203,56,5,3,75,2,1,20,2,73.0,0.0
10282017,East Carolina,W 3 - 0,3,42,13,126,0.23,40,6,3,65,3,2,10,1,55.0,0.0
11032017,@ Houston,W 3 - 2,5,59,27,210,0.152,58,3,7,112,4,0,22,0,73.0,0.0
11052017,@ Tulane,W 3 - 0,3,42,9,95,0.34700000000000003,40,5,4,49,3,2,12,2,55.0,0.0
11092017,Temple,L 2 - 3,5,69,27,206,0.204,65,6,11,88,3,4,22,1,90.0,0.0
11112017,UConn,W 3 - 1,4,54,16,145,0.262,51,4,1,74,6,1,14,3,66.0,0.0
11172017,Memphis,W 3 - 0,3,46,13,120,0.275,46,3,7,51,2,2,8,2,55.0,0.0
11192017,Wichita St.,L 0 - 3,3,26,24,101,0.02,26,1,6,37,1,2,4,3,31.0,0.0
11222017,@ Tulsa,W 3 - 1,4,53,30,178,0.129,53,4,6,93,4,1,24,1,70.0,0.0
11242017,Tulsa,L 0 - 3,3,34,17,140,0.121,31,0,3,64,3,0,6,2,37.0,0.0
11302017,"Texas Tech @ San Marcos, Texas",L 0 - 3,3,42,10,117,0.27399999999999997,39,5,2,49,4,1,14,2,55.0,0.0
