Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
09012017,@ James Madison,L 0 - 3,3,31,18,113,0.115,26,2,6,50,6,0,6,0,36.0,0.0
09022017,"Hampton @ Harrisonburg, Va.",W 3 - 1,4,50,21,121,0.24,47,6,9,36,2,0,14,1,63.0,0.0
09022017,"Drake @ Harrisonburg, Va.",L 0 - 3,3,31,20,127,0.087,31,2,9,55,5,0,6,3,36.0,0.0
09082017,Binghamton,W 3 - 1,4,62,21,193,0.212,57,6,6,95,4,2,24,4,82.0,0.0
09092017,St. John's (NY),W 3 - 0,3,51,18,127,0.26,50,3,10,54,2,1,20,1,65.0,0.0
09092017,Valparaiso,L 1 - 3,4,61,37,202,0.11900000000000001,60,6,5,86,4,2,18,2,78.0,0.0
09152017,"La Salle @ Hamilton, N.Y.",W 3 - 2,5,64,28,192,0.188,59,7,5,91,8,1,22,0,83.0,0.0
09162017,"Stony Brook @ Hamilton, N.Y.",L 1 - 3,4,54,28,183,0.142,50,4,9,79,6,0,10,0,63.0,0.0
09162017,@ Colgate,L 0 - 3,3,40,16,133,0.18,40,4,6,46,3,3,6,0,50.0,0.0
09232017,Columbia,W 3 - 1,4,63,33,162,0.185,61,6,6,60,4,1,18,1,79.0,0.0
09292017,@ Harvard,L 1 - 3,4,54,23,132,0.235,48,3,10,44,5,2,22,2,70.0,0.0
09302017,@ Dartmouth,L 1 - 3,4,52,31,140,0.15,51,6,16,39,9,0,14,0,65.0,0.0
10062017,@ Brown,W 3 - 1,4,46,26,167,0.12,41,11,6,83,11,3,18,0,69.0,0.0
10072017,@ Yale,L 1 - 3,4,68,23,185,0.243,63,4,6,80,7,3,8,0,79.0,0.0
10132017,Princeton,W 3 - 1,4,56,17,186,0.21,53,7,7,91,2,2,20,1,75.0,0.0
10142017,Penn,W 3 - 1,4,65,18,149,0.315,65,4,12,82,5,1,10,1,75.0,0.0
10212017,@ Columbia,L 1 - 3,4,49,31,170,0.106,46,4,8,71,6,0,10,3,58.0,0.0
10272017,Dartmouth,W 3 - 0,3,37,11,90,0.289,33,8,6,53,2,1,6,0,49.0,0.0
10282017,Harvard,W 3 - 2,5,68,19,176,0.278,62,4,10,76,4,3,12,3,81.0,0.0
11032017,@ Penn,L 1 - 3,4,49,21,168,0.16699999999999998,45,4,11,67,8,4,8,2,61.0,0.0
11042017,@ Princeton,L 0 - 3,3,38,12,111,0.23399999999999999,33,3,4,46,5,3,2,0,45.0,0.0
11102017,Yale,W 3 - 0,3,46,18,143,0.196,44,3,7,69,1,1,6,0,53.0,0.0
11112017,Brown,W 3 - 2,5,57,33,213,0.113,54,8,5,107,8,1,32,2,82.0,0.0
