Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,Bethune-Cookman,W 3 - 1,4,66,29,147,0.252,63,4,9,60,3,3,4,5,75.0,0.0
08262017,Lamar University,W 3 - 0,3,47,11,85,0.424,41,2,4,30,3,1,2,0,51.0,0.0
08262017,Jacksonville,W 3 - 2,5,59,28,138,0.225,57,6,7,52,5,4,16,0,77.0,0.0
08292017,Kennesaw St.,L 0 - 3,3,22,23,102,-0.01,20,0,8,31,6,2,6,4,27.0,0.0
09012017,"Rhode Island @ New Haven, Conn.",L 1 - 3,4,47,27,133,0.15,44,6,5,55,7,0,10,4,58.0,0.0
09022017,@ Yale,L 0 - 3,3,45,24,110,0.191,41,2,3,39,3,1,10,1,53.0,0.0
09022017,"Delaware @ New Haven, CT",W 3 - 0,3,39,21,98,0.184,33,6,6,40,2,1,12,1,52.0,0.0
09092017,"South Alabama @ Auburn, Ala.",L 0 - 3,3,27,36,126,-0.071,25,2,5,62,5,2,6,1,34.0,0.0
09092017,@ Auburn,L 0 - 3,3,37,19,108,0.16699999999999998,36,1,3,42,3,1,7,6,42.5,0.0
09152017,Texas Tech,L 1 - 3,4,44,18,129,0.20199999999999999,41,4,9,39,10,0,14,5,55.0,0.0
09162017,South Carolina,L 0 - 3,3,32,20,85,0.141,31,5,8,25,4,0,6,3,40.0,0.0
09162017,Ga. Southern,W 3 - 1,4,54,14,132,0.303,49,9,11,56,6,3,8,2,70.0,0.0
09222017,Georgia Tech,L 0 - 3,3,28,18,97,0.10300000000000001,24,1,3,29,6,2,5,0,33.5,0.0
09242017,@ Wake Forest,L 1 - 3,4,48,26,140,0.157,44,7,10,46,6,3,26,2,71.0,0.0
09292017,North Carolina,L 1 - 3,4,40,31,118,0.076,38,8,5,39,3,1,12,1,55.0,0.0
10012017,NC State,L 0 - 3,3,32,22,105,0.095,29,6,3,37,2,1,14,0,46.0,0.0
10062017,@ Syracuse,L 0 - 3,3,29,25,107,0.037000000000000005,27,4,7,33,2,2,6,2,38.0,0.0
10082017,@ Boston College,L 0 - 3,3,27,16,79,0.139,26,3,5,23,11,1,8,2,35.0,0.0
10132017,@ Louisville,L 0 - 3,3,17,16,78,0.013000000000000001,15,1,8,24,7,2,10,0,25.0,0.0
10152017,@ Notre Dame,L 0 - 3,3,27,21,91,0.066,26,1,8,34,5,0,4,3,30.0,0.0
10202017,Boston College,W 3 - 0,3,42,17,103,0.243,36,3,6,39,4,2,14,0,54.0,0.0
10222017,Syracuse,L 0 - 3,3,35,23,98,0.122,31,4,7,24,3,1,6,2,43.0,0.0
10272017,Wake Forest,W 3 - 0,3,35,24,92,0.12,33,5,7,39,3,5,10,1,50.0,0.0
10292017,Duke,L 0 - 3,3,34,17,92,0.185,31,1,4,27,3,0,4,4,37.0,0.0
11032017,@ Virginia,L 0 - 3,3,29,19,89,0.11199999999999999,28,1,4,29,3,1,8,0,35.0,0.0
11052017,@ Virginia Tech,L 1 - 3,4,34,22,111,0.10800000000000001,33,1,6,32,5,0,13,2,41.5,0.0
11092017,@ NC State,L 1 - 3,4,39,28,135,0.081,37,4,2,48,1,3,14,0,53.0,0.0
11112017,@ North Carolina,L 0 - 3,3,29,24,98,0.051,29,4,8,45,4,0,8,0,37.0,0.0
11152017,@ Georgia Tech,L 0 - 3,3,33,16,91,0.187,32,4,5,32,2,1,8,2,42.0,0.0
11172017,Pittsburgh,L 0 - 3,3,26,14,74,0.162,26,4,10,16,7,3,10,1,38.0,0.0
11222017,Florida St.,L 0 - 3,3,30,30,110,0.0,30,2,4,36,0,1,10,1,38.0,0.0
11242017,Miami (FL),L 1 - 3,4,38,26,131,0.092,34,7,12,41,7,4,16,1,57.0,0.0
