Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,UMass Lowell,W 3 - 0,3,46,10,98,0.36700000000000005,44,2,13,44,3,2,10,0,55.0,0.0
08262017,Wake Forest,L 1 - 3,4,35,27,126,0.063,34,0,8,43,4,3,6,3,41.0,0.0
08262017,Morgan St.,W 3 - 0,3,41,14,112,0.24100000000000002,39,5,12,60,1,3,4,2,51.0,0.0
08292017,Charlotte,L 1 - 3,4,58,31,179,0.151,56,2,11,83,5,3,6,2,66.0,0.0
09012017,Presbyterian,W 3 - 1,4,69,21,173,0.27699999999999997,63,2,7,78,4,3,8,1,78.0,0.0
09022017,@ N.C. A&T,W 3 - 1,4,54,24,155,0.19399999999999998,49,7,6,78,4,3,4,0,66.0,0.0
09022017,Delaware St.,W 3 - 0,3,43,8,81,0.43200000000000005,40,5,7,39,0,1,6,1,52.0,0.0
09082017,American,W 3 - 2,5,71,28,205,0.21,68,5,9,90,5,2,20,1,88.0,0.0
09092017,Fla. Atlantic,L 0 - 3,3,36,16,106,0.18899999999999997,34,3,5,36,7,0,18,3,48.0,0.0
09152017,High Point,W 3 - 2,5,60,24,160,0.225,57,4,11,62,7,5,20,3,79.0,0.0
09162017,@ Elon,L 0 - 3,3,36,19,99,0.172,34,2,6,38,5,2,8,0,44.0,0.0
09162017,Navy,L 0 - 3,3,33,17,135,0.11900000000000001,28,3,6,63,2,1,4,5,39.0,0.0
09222017,@ ETSU,W 3 - 1,4,57,27,160,0.188,55,1,10,70,5,1,12,0,65.0,0.0
09232017,@ Chattanooga,L 0 - 3,3,38,21,125,0.136,38,2,4,57,7,2,6,1,45.0,0.0
09292017,Mercer,W 3 - 1,4,59,26,166,0.19899999999999998,55,4,8,70,6,2,14,3,72.0,0.0
09302017,Samford,L 2 - 3,5,60,23,182,0.203,55,4,13,86,11,0,19,1,73.5,0.0
10062017,@ Wofford,L 2 - 3,5,61,20,165,0.248,55,5,12,59,6,3,14,1,76.0,0.0
10072017,@ Furman,L 1 - 3,4,48,19,143,0.203,47,2,7,52,6,1,12,1,57.0,0.0
10112017,@ Western Caro.,W 3 - 0,3,43,19,133,0.18,41,3,4,78,3,2,4,1,50.0,0.0
10132017,The Citadel,W 3 - 0,3,38,15,109,0.21100000000000002,33,2,5,45,4,3,16,2,51.0,0.0
10202017,ETSU,L 2 - 3,5,56,31,201,0.124,51,2,9,96,5,2,22,1,71.0,0.0
10212017,Chattanooga,W 3 - 2,5,70,36,198,0.172,64,4,7,85,5,1,12,4,81.0,0.0
10272017,@ Samford,W 3 - 2,5,58,21,138,0.268,57,6,8,59,8,0,28,3,78.0,0.0
10282017,@ Mercer,W 3 - 0,3,45,15,116,0.259,43,5,9,57,1,2,12,0,58.0,0.0
11032017,Furman,W 3 - 1,4,63,25,165,0.23,62,8,5,70,2,2,8,1,77.0,0.0
11042017,Wofford,W 3 - 2,5,69,23,191,0.24100000000000002,65,7,5,78,6,2,10,4,83.0,0.0
11082017,Western Caro.,W 3 - 2,5,59,27,193,0.166,53,9,8,97,3,2,14,1,77.0,0.0
11112017,@ The Citadel,W 3 - 2,5,62,27,195,0.179,54,7,7,86,3,3,18,0,81.0,0.0
11172017,"Chattanooga @ Cullowhee, N.C.",W 3 - 1,4,54,28,183,0.142,48,4,6,98,1,3,10,1,66.0,0.0
11182017,"ETSU @ Cullowhee, N.C.",L 0 - 3,3,38,22,133,0.12,37,0,1,72,8,1,0,4,39.0,0.0
11282017,"UCF @ Athens, Ga.",L 0 - 3,3,36,29,119,0.059000000000000004,30,3,3,45,4,0,10,0,44.0,0.0
