Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,Fairfield,L 0 - 3,3,32,22,116,0.086,32,3,7,45,6,0,18,0,44.0,0.0
08262017,UAB,W 3 - 1,4,47,16,118,0.263,43,7,9,51,5,1,14,0,62.0,0.0
08262017,Providence,L 1 - 3,4,44,32,143,0.084,43,5,8,59,3,1,16,0,58.0,0.0
09012017,Princeton,L 2 - 3,5,63,22,178,0.23,61,7,10,67,0,7,8,4,81.0,0.0
09012017,Bryant,W 3 - 2,5,63,17,159,0.289,61,2,8,74,8,1,18,3,75.0,0.0
09022017,North Texas,L 1 - 3,4,58,20,151,0.252,55,3,11,59,3,0,8,0,65.0,0.0
09082017,@ Temple,L 0 - 3,3,41,23,114,0.158,41,6,6,37,2,2,10,0,54.0,0.0
09092017,"Delaware @ Philadelphia, Pa.",W 3 - 1,4,51,17,138,0.24600000000000002,47,7,8,59,4,0,10,2,63.0,0.0
09142017,@ Harvard,L 2 - 3,5,53,26,145,0.18600000000000003,51,8,3,46,4,1,18,5,71.0,0.0
09162017,@ Northeastern,L 2 - 3,5,53,28,178,0.14,46,3,7,78,8,4,14,1,67.0,0.0
09202017,@ Syracuse,L 1 - 3,4,48,26,147,0.15,46,9,5,62,2,3,6,1,63.0,0.0
09242017,@ Pittsburgh,L 1 - 3,4,44,23,126,0.16699999999999998,40,8,8,37,2,2,8,4,58.0,0.0
09292017,@ Wake Forest,L 0 - 3,3,23,21,84,0.024,20,3,6,32,6,0,16,2,34.0,0.0
10012017,@ Duke,L 0 - 3,3,32,15,98,0.17300000000000001,31,3,4,52,5,1,12,4,42.0,0.0
10062017,Georgia Tech,W 3 - 1,4,62,20,132,0.318,58,7,5,47,1,1,18,1,79.0,0.0
10082017,Clemson,W 3 - 0,3,41,9,79,0.405,35,11,4,34,3,2,10,0,59.0,0.0
10112017,Syracuse,L 0 - 3,3,37,21,116,0.138,36,1,7,47,4,0,8,0,42.0,0.0
10152017,Pittsburgh,L 0 - 3,3,34,17,97,0.175,32,2,11,31,7,0,8,0,40.0,0.0
10202017,@ Clemson,L 0 - 3,3,34,17,100,0.17,32,4,11,34,3,2,14,0,47.0,0.0
10222017,@ Georgia Tech,L 0 - 3,3,34,13,90,0.233,33,0,9,20,8,0,4,3,36.0,0.0
10262017,Virginia,L 1 - 3,4,37,26,150,0.073,32,3,8,72,4,1,12,2,47.0,0.0
10292017,Virginia Tech,W 3 - 1,4,48,24,144,0.16699999999999998,46,8,8,65,1,2,16,3,66.0,0.0
11032017,@ North Carolina,L 0 - 3,3,37,23,135,0.10400000000000001,36,0,10,54,1,0,8,1,41.0,0.0
11052017,@ NC State,L 0 - 3,3,32,12,105,0.19,31,2,4,39,3,0,10,1,39.0,0.0
11092017,@ Miami (FL),L 2 - 3,5,53,24,152,0.191,52,8,7,71,8,3,14,0,71.0,0.0
11122017,@ Florida St.,L 0 - 3,3,41,29,115,0.10400000000000001,38,2,3,30,1,0,0,0,43.0,0.0
11172017,Duke,L 1 - 3,4,46,21,146,0.171,44,4,4,54,5,2,16,0,60.0,0.0
11192017,Wake Forest,W 3 - 0,3,41,11,107,0.28,40,5,6,48,1,5,6,1,54.0,0.0
11222017,Louisville,L 1 - 3,4,52,32,177,0.113,50,2,6,79,7,3,4,1,59.0,0.0
11242017,Notre Dame,L 0 - 3,3,45,22,134,0.172,44,1,5,62,4,0,12,0,52.0,0.0
