Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,@ SMU,W 3 - 1,4,50,19,141,0.22,45,6,10,63,9,5,14,0,68.0,0.0
08252017,"A&M-Corpus Christi @ Dallas, Texas",L 1 - 3,4,47,20,151,0.179,43,1,9,73,4,4,6,0,55.0,0.0
08262017,"Mississippi St. @ Dallas, Texas",W 3 - 1,4,60,25,158,0.222,57,2,10,73,6,0,18,1,71.0,0.0
08272017,@ TCU,L 0 - 3,3,38,18,122,0.16399999999999998,37,2,6,56,3,1,12,2,47.0,0.0
09012017,"Wake Forest @ Boulder, Colo.",W 3 - 0,3,39,16,92,0.25,34,0,8,42,5,1,8,1,44.0,0.0
09022017,"Abilene Christian @ Boulder, Colo.",W 3 - 1,4,65,31,168,0.20199999999999999,60,7,9,70,4,0,14,0,79.0,0.0
09022017,@ Colorado,L 0 - 3,3,41,19,106,0.20800000000000002,40,1,7,48,4,0,2,1,43.0,0.0
09082017,California,L 1 - 3,4,53,24,152,0.191,52,5,14,52,2,4,18,1,71.0,0.0
09082017,Louisiana,W 3 - 0,3,53,24,138,0.21,53,0,9,61,5,2,10,2,60.0,0.0
09092017,UIW,W 3 - 2,5,58,23,162,0.21600000000000003,56,7,14,72,6,2,12,6,73.0,0.0
09122017,Houston Baptist,W 3 - 1,4,61,21,159,0.252,59,4,8,80,3,4,6,2,72.0,0.0
09152017,Arkansas St.,W 3 - 2,5,62,22,174,0.23,60,5,7,74,3,6,12,1,79.0,0.0
09162017,Georgetown,W 3 - 1,4,52,15,150,0.247,51,3,4,87,8,0,6,2,58.0,0.0
09162017,SFA,W 3 - 2,5,65,26,206,0.18899999999999997,62,2,8,108,5,2,14,4,76.0,0.0
09222017,@ UTEP,L 2 - 3,5,67,20,166,0.28300000000000003,63,5,3,77,6,4,16,3,84.0,0.0
09242017,@ Louisiana Tech,W 3 - 1,4,58,24,151,0.225,55,4,5,72,5,4,16,1,74.0,0.0
09292017,Middle Tenn.,W 3 - 0,3,36,7,68,0.426,33,8,8,31,2,1,14,2,52.0,0.0
10062017,Fla. Atlantic,W 3 - 2,5,63,15,173,0.27699999999999997,57,2,2,65,3,4,30,3,84.0,0.0
10082017,FIU,W 3 - 0,3,48,17,125,0.248,45,4,6,62,5,0,18,1,61.0,0.0
10132017,@ Marshall,W 3 - 2,5,53,22,147,0.21100000000000002,51,3,7,63,10,0,14,1,63.0,0.0
10152017,@ UAB,W 3 - 2,5,63,23,177,0.226,59,2,4,96,6,5,18,0,79.0,0.0
10202017,UTSA,W 3 - 2,5,56,26,172,0.174,47,4,3,88,9,9,36,3,87.0,0.0
10222017,UTEP,W 3 - 2,5,57,19,153,0.248,54,9,10,65,7,0,28,1,80.0,0.0
10272017,@ North Texas,L 1 - 3,4,54,22,159,0.201,53,5,3,70,7,3,10,2,67.0,0.0
10292017,@ Charlotte,W 3 - 1,4,74,34,194,0.20600000000000002,70,4,6,89,4,7,20,3,95.0,0.0
11032017,Western Ky.,L 0 - 3,3,30,11,114,0.16699999999999998,28,2,6,50,4,2,16,2,42.0,0.0
11052017,Southern Miss.,W 3 - 1,4,47,22,138,0.18100000000000002,44,3,5,56,6,3,18,1,62.0,0.0
11112017,@ UTSA,W 3 - 2,5,62,22,180,0.222,61,8,6,88,8,5,18,4,84.0,0.0
11172017,"Southern Miss. @ Bowling Green, Ky.",L 2 - 3,5,55,20,148,0.23600000000000002,52,2,7,52,7,0,16,0,65.0,0.0
11302017,@ Texas St.,L 0 - 3,3,34,16,142,0.127,32,5,3,69,4,3,2,1,43.0,0.0
