Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,"North Florida @ Columbia, S.C.",L 2 - 3,5,55,36,161,0.11800000000000001,49,9,13,59,3,4,10,0,73.0,0.0
08262017,@ South Carolina,L 0 - 3,3,39,21,89,0.20199999999999999,38,4,10,31,3,0,10,1,48.0,0.0
08262017,"Mercer @ Columbia, S.C.",L 1 - 3,4,51,23,112,0.25,48,10,21,27,4,0,8,0,65.0,0.0
08272017,@ Kennesaw St.,L 1 - 3,4,39,33,129,0.047,36,3,6,40,5,0,6,1,45.0,0.0
09012017,Northwestern St.,L 0 - 3,3,36,29,111,0.063,30,3,8,41,8,1,4,0,42.0,0.0
09022017,Jackson St.,W 3 - 1,4,51,29,129,0.171,46,11,12,50,1,1,14,0,70.0,0.0
09022017,Winthrop,W 3 - 1,4,59,23,127,0.28300000000000003,55,9,15,47,8,1,8,0,73.0,0.0
09052017,UAB,W 3 - 2,5,61,31,167,0.18,55,6,15,43,5,1,16,0,76.0,0.0
09082017,@ Morehead St.,L 0 - 3,3,34,26,104,0.077,32,4,10,37,4,1,4,1,41.0,0.0
09082017,"Middle Tenn. @ Morehead, Ky.",L 1 - 3,4,53,32,149,0.141,48,7,10,61,5,0,10,0,65.0,0.0
09092017,"South Carolina St. @ Morehead, Ky.",W 3 - 0,3,51,14,110,0.336,50,9,11,46,2,0,10,0,65.0,0.0
09152017,"Murray St. @ Tuscaloosa, AL",L 0 - 3,3,36,16,90,0.222,36,5,5,31,6,3,8,2,48.0,0.0
09152017,"Southern U. @ Tuscaloosa, AL",W 3 - 0,3,49,26,135,0.17,47,3,15,63,2,1,12,1,59.0,0.0
09162017,@ Alabama,L 0 - 3,3,31,16,90,0.16699999999999998,29,2,9,31,3,3,10,4,41.0,0.0
09222017,@ UT Arlington,L 1 - 3,4,50,29,166,0.127,46,2,16,66,6,1,6,2,56.0,0.0
09242017,@ Texas St.,L 0 - 3,3,27,21,80,0.075,27,1,5,25,4,0,2,0,29.0,0.0
09292017,Ga. Southern,L 0 - 3,3,40,22,96,0.188,38,4,8,21,2,3,6,0,50.0,0.0
09302017,Georgia St.,W 3 - 2,5,61,19,160,0.263,55,8,12,54,7,4,18,0,82.0,0.0
10042017,@ South Alabama,L 0 - 3,3,33,19,93,0.151,32,3,12,34,6,0,2,2,37.0,0.0
10072017,South Alabama,L 1 - 3,4,65,30,159,0.22,61,1,11,44,5,3,12,0,75.0,0.0
10122017,@ Ga. Southern,L 1 - 3,4,49,29,142,0.141,46,3,15,52,6,1,17,2,61.5,0.0
10132017,@ Georgia St.,W 3 - 2,5,66,25,165,0.248,64,6,13,72,3,2,18,3,83.0,0.0
10172017,Alabama St.,W 3 - 0,3,42,14,89,0.315,38,6,10,30,1,1,8,1,53.0,0.0
10202017,Arkansas St.,L 0 - 3,3,37,21,102,0.157,34,0,4,29,6,2,4,0,41.0,0.0
10212017,Little Rock,W 3 - 1,4,65,19,147,0.313,60,4,10,63,1,3,12,0,78.0,0.0
10272017,@ Coastal Carolina,L 0 - 3,3,32,21,101,0.109,32,7,8,35,5,4,4,1,45.0,0.0
10292017,@ App State,L 2 - 3,5,68,23,169,0.266,65,7,14,65,2,4,12,2,85.0,0.0
11032017,ULM,L 2 - 3,5,52,33,165,0.115,48,11,15,60,4,1,16,0,72.0,0.0
11042017,Louisiana,L 1 - 3,4,61,33,172,0.163,55,3,13,73,4,2,2,0,67.0,0.0
11102017,App State,W 3 - 2,5,64,24,159,0.252,56,5,13,58,8,2,18,0,80.0,0.0
11112017,Coastal Carolina,L 1 - 3,4,41,33,156,0.051,37,3,5,45,5,1,12,0,51.0,0.0
11162017,"South Alabama @ Jonesboro, Ark.",W 3 - 2,5,74,32,185,0.22699999999999998,71,6,9,71,3,7,16,1,95.0,0.0
11172017,@ Arkansas St.,L 0 - 3,3,38,29,110,0.08199999999999999,38,2,6,44,2,3,8,1,47.0,0.0
