Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,Kent St.,W 3 - 0,3,41,21,110,0.182,36,2,8,53,3,1,18,4,53.0,0.0
08262017,New Mexico,W 3 - 0,3,45,10,93,0.376,43,4,5,57,0,1,16,3,58.0,0.0
08262017,Omaha,W 3 - 0,3,45,14,107,0.29,43,2,2,55,3,1,12,1,54.0,0.0
09012017,@ Dayton,W 3 - 0,3,33,16,107,0.159,30,3,3,55,4,3,16,2,47.0,0.0
09022017,"Pittsburgh @ Dayton, OH",W 3 - 2,5,60,18,144,0.292,56,4,12,56,11,0,28,3,78.0,0.0
09082017,@ Iowa,W 3 - 1,4,57,24,160,0.20600000000000002,55,5,8,60,1,2,24,2,76.0,0.0
09092017,"Northern Ill. @ Iowa City, Iowa",W 3 - 0,3,46,13,115,0.287,45,4,3,66,2,4,12,4,60.0,0.0
09122017,UNI,L 2 - 3,5,62,35,173,0.156,59,3,3,92,4,0,26,4,78.0,0.0
09162017,"Creighton @ Wichita, Kan.",W 3 - 2,5,55,25,167,0.18,51,1,9,78,3,3,25,4,71.5,0.0
09172017,@ Wichita St.,W 3 - 0,3,50,17,145,0.228,46,3,4,73,2,5,19,1,67.5,0.0
09232017,Oklahoma,W 3 - 1,4,67,21,180,0.256,58,2,8,69,0,1,23,9,81.5,0.0
09272017,@ Kansas,L 2 - 3,5,66,25,195,0.21,59,3,10,82,2,1,22,1,81.0,0.0
09292017,@ Texas Tech,W 3 - 2,5,70,23,182,0.258,68,2,9,84,5,4,22,3,87.0,0.0
10042017,Baylor,L 0 - 3,3,28,16,106,0.113,26,1,8,45,2,2,8,1,35.0,0.0
10112017,Kansas St.,W 3 - 0,3,50,15,145,0.24100000000000002,44,2,10,79,3,1,15,2,60.5,0.0
10142017,@ Texas,L 0 - 3,3,34,21,107,0.121,32,1,8,39,3,1,9,2,40.5,0.0
10182017,West Virginia,W 3 - 1,4,53,12,143,0.287,49,6,4,71,2,1,37,1,78.5,0.0
10212017,TCU,W 3 - 0,3,36,9,74,0.365,33,8,8,39,5,6,17,3,58.5,0.0
10252017,@ Kansas St.,W 3 - 0,3,44,16,124,0.226,42,6,8,50,4,1,10,2,56.0,0.0
10282017,Kansas,W 3 - 1,4,62,17,180,0.25,59,5,15,82,2,0,18,2,76.0,0.0
10302017,North Dakota,W 3 - 0,3,44,11,122,0.27,38,6,8,66,1,1,8,3,55.0,0.0
11042017,@ Baylor,L 0 - 3,3,36,16,104,0.192,35,3,11,32,3,1,13,3,46.5,0.0
11082017,@ West Virginia,W 3 - 0,3,41,13,97,0.289,38,6,9,43,2,1,24,1,60.0,0.0
11112017,Texas,L 1 - 3,4,46,25,149,0.141,43,8,11,71,7,1,10,4,60.0,0.0
11152017,@ Oklahoma,W 3 - 0,3,51,14,119,0.311,45,4,12,49,4,1,23,1,67.5,0.0
11182017,@ TCU,W 3 - 0,3,37,9,96,0.292,34,10,6,39,3,3,17,3,58.5,0.0
11252017,Texas Tech,W 3 - 0,3,46,14,129,0.248,43,4,3,74,2,2,10,3,57.0,0.0
12012017,Princeton,W 3 - 0,3,49,10,113,0.345,43,5,6,62,2,1,19,0,64.5,0.0
12022017,Wisconsin,L 0 - 3,3,43,15,121,0.231,41,2,5,52,4,1,12,3,52.0,0.0
