Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,"Eastern Wash. @ Las Vegas, Nev.",W 3 - 1,4,45,16,120,0.242,44,10,10,57,4,7,14,1,69.0,0.0
08252017,@ UNLV,W 3 - 1,4,57,26,142,0.218,50,6,5,61,3,4,11,0,72.5,0.0
08262017,"Binghamton @ Las Vegas, Nev.",W 3 - 0,3,45,16,103,0.282,40,3,3,42,2,0,18,1,57.0,0.0
09012017,@ Denver,L 0 - 3,3,37,16,105,0.2,34,2,9,44,2,1,8,4,44.0,0.0
09022017,"Niagara @ Denver, Colo.",W 3 - 0,3,39,15,89,0.27,36,8,5,37,5,1,12,2,54.0,0.0
09022017,"Eastern Ill. @ Denver, Colo.",L 0 - 3,3,38,18,114,0.175,37,3,8,41,5,2,23,2,54.5,0.0
09052017,Sacramento St.,L 2 - 3,5,63,27,198,0.182,60,9,10,102,3,2,14,6,81.0,0.0
09082017,Boise St.,W 3 - 2,5,67,30,194,0.191,64,3,7,86,4,0,14,4,77.0,0.0
09082017,Portland St.,L 1 - 3,4,58,16,161,0.261,55,3,8,75,3,1,16,4,70.0,0.0
09092017,Santa Clara,L 0 - 3,3,31,23,124,0.065,30,2,4,58,2,1,2,4,35.0,0.0
09142017,@ UT Arlington,W 3 - 1,4,53,19,150,0.22699999999999998,50,8,5,72,5,0,19,1,70.5,0.0
09152017,"Lamar University @ Arlington, Texas",W 3 - 0,3,36,21,109,0.138,35,4,3,51,5,0,18,0,49.0,0.0
09152017,"Houston Baptist @ Arlington, Texas",W 3 - 0,3,45,17,123,0.228,44,6,7,59,1,1,4,0,54.0,0.0
09192017,Cal Poly,L 0 - 3,3,32,11,89,0.23600000000000002,31,2,4,38,9,4,3,1,39.5,0.0
09232017,@ Hawaii,L 0 - 3,3,36,20,132,0.121,32,2,6,56,3,0,8,1,42.0,0.0
09292017,UC Irvine,L 2 - 3,5,56,18,152,0.25,49,10,13,67,9,6,16,2,80.0,0.0
10052017,CSUN,L 2 - 3,5,64,19,153,0.294,61,8,11,56,13,6,10,1,83.0,0.0
10072017,Long Beach St.,W 3 - 1,4,67,26,144,0.285,63,8,7,55,1,0,18,1,84.0,0.0
10132017,@ UC Riverside,W 3 - 1,4,64,25,185,0.21100000000000002,61,2,13,75,1,3,16,0,77.0,0.0
10142017,@ Cal St. Fullerton,W 3 - 2,5,69,31,195,0.195,69,5,9,82,4,2,13,5,82.5,0.0
10172017,UC Santa Barbara,L 1 - 3,4,58,24,143,0.23800000000000002,54,3,10,55,7,0,8,3,65.0,0.0
10212017,@ UC Irvine,L 1 - 3,4,43,25,141,0.128,42,2,7,51,3,0,16,1,53.0,0.0
10272017,@ Long Beach St.,W 3 - 1,4,53,15,125,0.304,51,7,10,49,8,1,13,1,67.5,0.0
10282017,@ CSUN,W 3 - 0,3,42,19,99,0.23199999999999998,40,5,8,41,3,1,4,0,50.0,0.0
11022017,Cal St. Fullerton,W 3 - 0,3,48,12,94,0.38299999999999995,46,2,7,51,1,3,15,1,60.5,0.0
11042017,UC Riverside,W 3 - 2,5,55,23,149,0.215,53,8,7,65,5,2,26,6,78.0,0.0
11102017,@ Cal Poly,L 0 - 3,3,26,15,80,0.138,23,2,11,24,7,1,6,0,32.0,0.0
11112017,@ UC Santa Barbara,W 3 - 1,4,57,21,133,0.271,54,7,6,44,10,4,9,0,72.5,0.0
11162017,Hawaii,L 0 - 3,3,26,23,91,0.033,24,3,2,34,7,0,4,1,31.0,0.0
11252017,@ Colorado St.,L 1 - 3,4,54,34,137,0.146,52,4,8,46,8,2,6,2,63.0,0.0
