Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,"North Carolina @ Madison, Wis.",W 3 - 0,3,38,11,96,0.281,37,5,2,51,3,3,17,1,54.5,0.0
08262017,"Louisville @ Madison, Wis.",W 3 - 1,4,50,15,134,0.261,49,2,7,68,5,1,14,3,60.0,0.0
09012017,West Virginia,W 3 - 0,3,46,15,96,0.32299999999999995,45,2,3,38,1,0,12,2,54.0,0.0
09022017,Tennessee,W 3 - 0,3,58,14,111,0.396,56,3,3,51,0,1,12,1,68.0,0.0
09022017,UTSA,W 3 - 0,3,41,7,89,0.382,38,8,1,46,4,0,12,1,55.0,0.0
09072017,"A&M-Corpus Christi @ Austin, Texas",W 3 - 0,3,42,12,101,0.297,39,3,8,48,2,2,16,4,55.0,0.0
09072017,"Denver @ Austin, Texas",W 3 - 0,3,41,13,96,0.292,40,5,4,49,2,4,16,1,58.0,0.0
09082017,@ Texas,W 3 - 1,4,61,18,163,0.264,58,5,6,82,5,3,18,2,78.0,0.0
09152017,@ Boise St.,W 3 - 2,5,72,23,201,0.244,66,4,1,76,3,2,14,3,85.0,0.0
09152017,"Oregon St. @ Boise, Idaho",W 3 - 1,4,50,14,130,0.27699999999999997,48,6,3,72,2,1,20,1,67.0,0.0
09162017,"Idaho St. @ Boise, Idaho",W 3 - 0,3,47,8,100,0.39,44,7,6,47,2,1,12,2,61.0,0.0
09222017,Michigan,W 3 - 1,4,60,14,137,0.336,54,6,4,63,4,3,28,0,83.0,0.0
09242017,Michigan St.,L 0 - 3,3,34,12,106,0.20800000000000002,33,2,2,42,6,2,16,0,46.0,0.0
09292017,@ Nebraska,L 0 - 3,3,33,13,109,0.183,33,1,5,46,5,1,12,1,41.0,0.0
09302017,@ Iowa,W 3 - 0,3,55,15,120,0.33299999999999996,51,1,5,49,2,0,10,0,61.0,0.0
10042017,@ Wisconsin,W 3 - 2,5,70,25,188,0.239,68,4,3,75,2,2,18,1,85.0,0.0
10072017,@ Michigan,W 3 - 0,3,43,8,99,0.354,38,1,6,37,5,3,22,0,58.0,0.0
10112017,Purdue,W 3 - 0,3,45,11,114,0.298,44,4,3,51,3,0,6,0,52.0,0.0
10152017,Iowa,W 3 - 0,3,51,15,118,0.305,44,3,3,57,1,3,20,1,67.0,0.0
10182017,@ Ohio St.,W 3 - 0,3,50,16,124,0.27399999999999997,49,4,2,66,1,4,10,2,63.0,0.0
10212017,Wisconsin,W 3 - 1,4,60,20,167,0.24,57,2,4,73,3,1,18,5,72.0,0.0
10252017,Illinois,W 3 - 2,5,71,27,189,0.233,67,8,3,87,4,0,12,0,85.0,0.0
10282017,@ Rutgers,W 3 - 0,3,43,6,93,0.39799999999999996,38,7,2,52,1,1,10,2,56.0,0.0
11032017,Maryland,W 3 - 0,3,41,18,99,0.23199999999999998,39,2,3,43,3,1,14,2,51.0,0.0
11042017,Ohio St.,W 3 - 0,3,51,10,116,0.353,48,5,4,51,4,0,12,2,62.0,0.0
11102017,@ Purdue,L 1 - 3,4,52,18,145,0.23399999999999999,49,4,3,53,2,2,14,1,65.0,0.0
11112017,@ Indiana,W 3 - 0,3,50,6,85,0.518,46,10,3,39,1,2,6,0,65.0,0.0
11172017,@ Northwestern,W 3 - 1,4,55,21,135,0.252,52,8,4,48,7,1,18,0,73.0,0.0
11182017,@ Illinois,L 1 - 3,4,57,25,168,0.19,52,8,3,66,2,1,4,2,68.0,0.0
11242017,Rutgers,W 3 - 0,3,47,8,78,0.5,40,8,2,40,4,1,10,3,61.0,0.0
11252017,Penn St.,L 1 - 3,4,62,26,163,0.221,58,2,4,72,6,0,16,0,72.0,0.0
12012017,North Dakota,W 3 - 0,3,48,16,123,0.26,43,5,5,55,2,1,6,0,57.0,0.0
12022017,UNI,W 3 - 1,4,66,15,164,0.311,60,1,8,82,1,2,18,1,78.0,0.0
12082017,"Southern California @ Gainesville, Fla.",L 0 - 3,3,43,14,131,0.221,40,0,4,51,6,0,22,0,54.0,0.0
