Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,"Colorado @ Norman, Okla.",L 1 - 3,4,48,33,145,0.10300000000000001,46,4,8,59,4,1,4,2,55.0,0.0
08262017,"Seton Hall @ Norman, Okla.",L 0 - 3,3,29,22,114,0.061,27,7,8,44,8,4,10,1,45.0,0.0
08262017,@ Oklahoma,L 0 - 3,3,39,15,113,0.212,35,1,9,40,9,0,8,0,44.0,0.0
08302017,@ Alcorn,W 3 - 0,3,35,8,70,0.386,31,9,8,37,1,0,4,2,46.0,0.0
09012017,@ Troy,W 3 - 0,3,28,11,85,0.2,25,8,4,40,3,1,12,0,43.0,0.0
09012017,"Winthrop @ Troy, Ala.",L 2 - 3,5,56,25,155,0.2,50,15,11,64,7,2,12,1,79.0,0.0
09022017,"Jackson St. @ Troy, Ala.",W 3 - 0,3,38,17,91,0.231,28,6,6,39,3,1,8,1,49.0,0.0
09072017,"Mercer @ Oxford, MS",L 1 - 3,4,40,23,135,0.126,38,5,13,59,11,2,16,2,55.0,0.0
09072017,@ Ole Miss,L 0 - 3,3,28,16,116,0.10300000000000001,26,2,7,50,2,1,10,2,36.0,0.0
09082017,"Austin Peay @ Oxford, MS",L 2 - 3,5,55,26,162,0.179,49,7,9,63,4,1,14,0,70.0,0.0
09122017,@ ULM,W 3 - 2,5,69,24,181,0.249,60,6,12,79,8,2,12,2,83.0,0.0
09152017,@ Tulane,L 2 - 3,5,58,22,177,0.203,58,8,9,81,10,0,21,1,76.5,0.0
09162017,"Alabama St. @ New Orleans, La.",L 2 - 3,5,65,33,209,0.153,61,5,8,90,5,1,8,0,75.0,0.0
09162017,"North Florida @ New Orleans, La.",L 1 - 3,4,46,16,157,0.191,45,2,7,75,4,3,12,2,57.0,0.0
09212017,@ Lamar University,W 3 - 0,3,40,13,104,0.26,36,2,6,51,3,4,6,0,49.0,0.0
09232017,@ SFA,L 1 - 3,4,37,21,127,0.126,35,2,10,56,8,2,8,1,45.0,0.0
09282017,Alcorn,W 3 - 0,3,33,8,68,0.368,27,13,9,31,1,2,6,1,51.0,0.0
09302017,@ Central Ark.,L 0 - 3,3,25,23,101,0.02,24,3,2,41,5,2,4,0,32.0,0.0
10052017,UIW,W 3 - 0,3,39,15,120,0.2,33,5,7,55,2,1,14,1,52.0,0.0
10072017,A&M-Corpus Christi,W 3 - 0,3,44,19,125,0.2,41,5,4,54,0,0,8,1,53.0,0.0
10122017,@ McNeese,W 3 - 2,5,68,31,180,0.20600000000000002,67,7,13,85,4,0,14,3,82.0,0.0
10142017,@ Nicholls St.,W 3 - 1,4,47,20,135,0.2,46,12,12,62,3,1,14,1,67.0,0.0
10172017,Houston Baptist,L 2 - 3,5,57,33,206,0.11699999999999999,54,5,12,97,5,2,16,1,72.0,0.0
10192017,@ New Orleans,W 3 - 1,4,56,19,143,0.259,56,6,9,57,2,1,8,2,67.0,0.0
10212017,@ Southeastern La.,W 3 - 0,3,39,11,98,0.28600000000000003,36,7,11,48,2,1,2,0,48.0,0.0
10262017,Sam Houston St.,W 3 - 1,4,59,29,196,0.153,56,7,8,95,3,0,10,2,71.0,0.0
10282017,Abilene Christian,L 1 - 3,4,42,22,143,0.14,39,8,13,62,7,2,18,1,61.0,0.0
10312017,Central Ark.,L 2 - 3,5,55,37,200,0.09,53,6,10,83,3,1,14,1,69.0,0.0
11042017,@ Houston Baptist,L 1 - 3,4,48,28,154,0.13,47,7,11,67,3,2,20,0,67.0,0.0
11092017,Nicholls St.,W 3 - 0,3,51,12,128,0.305,50,6,4,67,1,0,16,0,65.0,0.0
11112017,McNeese,W 3 - 0,3,38,13,113,0.221,38,8,6,47,4,1,10,1,52.0,0.0
11172017,"Houston Baptist @ Corpus Christi,TX",L 0 - 3,3,35,22,117,0.111,32,3,6,52,3,2,6,0,43.0,0.0
