Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,"Presbyterian @ Athens, Ga.",W 3 - 1,4,55,24,158,0.196,52,11,4,77,4,6,10,0,77.0,0.0
08252017,"UNC Asheville @ Athens, Ga.",W 3 - 0,3,52,23,145,0.2,50,1,5,66,2,1,10,0,59.0,0.0
08262017,"George Mason @ Athens, Ga.",W 3 - 1,4,53,16,127,0.29100000000000004,47,6,8,54,3,1,14,0,67.0,0.0
08262017,@ Georgia,L 0 - 3,3,29,14,99,0.152,26,2,11,30,2,1,8,2,36.0,0.0
09012017,"Hofstra @ Washington, DC",L 2 - 3,5,47,27,195,0.10300000000000001,46,8,5,98,6,5,18,6,69.0,0.0
09022017,@ George Washington,W 3 - 2,5,66,31,209,0.16699999999999998,62,8,10,108,2,2,14,4,83.0,0.0
09022017,"Indiana @ Washington, DC",L 1 - 3,4,41,21,135,0.14800000000000002,38,11,9,46,8,1,6,1,56.0,0.0
09082017,@ North Carolina,L 0 - 3,3,31,16,106,0.142,31,2,5,45,4,1,10,0,39.0,0.0
09092017,"LSU @ Chapel Hill, N.C.",L 0 - 3,3,41,18,108,0.213,38,3,4,43,7,0,0,2,44.0,0.0
09102017,@ NC State,L 0 - 3,3,21,18,87,0.034,19,0,2,24,6,1,10,1,27.0,0.0
09152017,Marist,W 3 - 0,3,43,11,97,0.33,42,9,6,62,0,1,5,1,55.5,0.0
09162017,"Fordham @ New York, N.Y.",W 3 - 1,4,51,23,137,0.204,49,10,10,69,8,2,16,1,71.0,0.0
09172017,Columbia,W 3 - 2,5,59,32,191,0.141,55,9,8,81,7,0,14,2,75.0,0.0
09222017,@ Central Conn. St.,W 3 - 2,5,62,27,170,0.20600000000000002,61,5,11,82,9,0,10,0,72.0,0.0
09232017,@ Bryant,L 2 - 3,5,53,24,176,0.165,49,4,6,80,6,2,16,2,67.0,0.0
09292017,St. Francis Brooklyn,W 3 - 0,3,43,17,98,0.265,42,4,8,44,5,0,8,1,51.0,0.0
10062017,Robert Morris,W 3 - 2,5,64,24,198,0.20199999999999999,59,5,8,91,10,3,6,4,75.0,0.0
10072017,Saint Francis (PA),W 3 - 0,3,51,16,125,0.28,49,3,7,58,1,1,10,2,60.0,0.0
10132017,@ Sacred Heart,L 1 - 3,4,37,29,157,0.051,33,5,4,71,8,2,14,4,51.0,0.0
10142017,@ Fairleigh Dickinson,W 3 - 1,4,61,16,157,0.287,56,4,1,79,6,3,19,3,77.5,0.0
10202017,@ Robert Morris,L 1 - 3,4,50,31,183,0.10400000000000001,44,3,6,89,7,2,14,3,62.0,0.0
10212017,@ Saint Francis (PA),W 3 - 0,3,51,21,172,0.174,49,3,4,96,1,2,8,3,60.0,0.0
10272017,Central Conn. St.,W 3 - 1,4,50,21,172,0.16899999999999998,50,6,7,86,5,8,20,3,74.0,0.0
10282017,Bryant,W 3 - 1,4,60,16,138,0.319,57,2,3,53,3,0,14,5,69.0,0.0
11032017,@ St. Francis Brooklyn,W 3 - 0,3,41,10,91,0.341,38,5,5,49,2,2,12,1,54.0,0.0
11102017,Sacred Heart,W 3 - 2,5,60,23,161,0.23,58,6,8,71,6,1,22,1,78.0,0.0
11112017,Fairleigh Dickinson,W 3 - 0,3,50,15,139,0.252,46,4,4,67,1,0,10,0,59.0,0.0
11172017,Robert Morris,W 3 - 1,4,52,23,149,0.195,47,10,7,69,6,7,18,2,78.0,0.0
11182017,Central Conn. St.,W 3 - 2,5,74,38,215,0.16699999999999998,69,5,5,111,3,2,18,3,90.0,0.0
12012017,@ Washington,L 0 - 3,3,24,12,87,0.138,22,4,4,29,10,0,2,2,29.0,0.0
