Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,Unnamed: 19
08252017,Grand Canyon,L 1 - 3,4,51,24,154,0.175,48,5,10,68,5,2,18,5,67.0,0.0
08252017,Siena,W 3 - 0,3,36,16,79,0.253,33,6,5,36,7,2,12,4,50.0,0.0
08262017,Colgate,L 0 - 3,3,44,11,134,0.24600000000000002,41,4,4,63,6,0,12,4,54.0,0.0
08262017,Niagara,W 3 - 0,3,37,21,111,0.14400000000000002,35,6,7,61,2,1,12,6,50.0,0.0
09012017,"Wisconsin @ Manhattan, Kan.",L 0 - 3,3,15,13,61,0.033,14,1,6,16,10,1,9,6,21.5,0.0
09012017,@ Kansas St.,W 3 - 1,4,47,24,121,0.19,46,7,7,52,3,1,21,5,65.5,0.0
09022017,"Arkansas @ Manhattan, Kan.",L 0 - 3,3,20,10,71,0.141,20,3,9,26,8,0,12,4,29.0,0.0
09082017,@ Dartmouth,W 3 - 1,4,55,21,140,0.243,52,3,10,69,2,4,14,0,69.0,0.0
09092017,"Iona @ Hanover, N.H.",W 3 - 1,4,52,14,111,0.342,52,6,8,52,2,2,18,0,69.0,0.0
09092017,Sacred Heart @ Unknown,W 3 - 2,5,47,17,142,0.21100000000000002,43,8,12,52,10,3,20,0,68.0,0.0
09152017,"Bryant @ Hempstead, New York",L 2 - 3,5,53,17,121,0.298,52,3,13,54,13,3,22,6,70.0,0.0
09162017,@ Hofstra,W 3 - 1,4,57,25,127,0.252,55,8,5,62,5,1,12,5,72.0,0.0
09162017,"Binghamton @ Hempstead, New York",W 3 - 0,3,36,9,96,0.281,34,7,7,50,0,5,10,6,53.0,0.0
09202017,Boston College,W 3 - 1,4,59,22,150,0.247,58,2,12,64,9,2,16,0,71.0,0.0
09222017,@ Pittsburgh,L 1 - 3,4,47,18,117,0.248,46,1,5,40,6,1,22,7,60.0,0.0
09282017,@ Duke,W 3 - 1,4,57,16,135,0.304,53,4,11,66,1,5,18,3,75.0,0.0
10012017,@ Wake Forest,W 3 - 1,4,41,16,112,0.223,39,5,6,48,4,4,22,5,61.0,0.0
10062017,Clemson,W 3 - 0,3,38,15,88,0.261,36,2,4,48,4,4,12,6,50.0,0.0
10082017,Georgia Tech,W 3 - 0,3,47,13,105,0.324,45,5,2,49,2,0,14,3,59.0,0.0
10112017,@ Boston College,W 3 - 0,3,39,15,104,0.231,36,4,4,49,1,4,6,1,50.0,0.0
10132017,Pittsburgh,L 0 - 3,3,42,14,92,0.304,41,4,4,31,3,3,6,4,52.0,0.0
10202017,@ Georgia Tech,L 1 - 3,4,54,24,149,0.201,52,7,3,57,6,1,22,6,73.0,0.0
10222017,@ Clemson,W 3 - 0,3,37,7,72,0.41700000000000004,35,3,6,30,4,5,10,2,50.0,0.0
10272017,Virginia Tech,W 3 - 0,3,50,10,103,0.38799999999999996,45,3,8,48,1,1,14,3,61.0,0.0
10292017,Virginia,W 3 - 0,3,39,12,91,0.297,39,5,7,35,1,2,18,2,55.0,0.0
11032017,@ NC State,L 0 - 3,3,38,13,111,0.225,33,2,5,38,6,3,10,2,48.0,0.0
11052017,@ North Carolina,L 0 - 3,3,43,24,131,0.145,40,2,9,55,0,0,12,1,51.0,0.0
11102017,@ Florida St.,L 1 - 3,4,63,24,159,0.245,61,2,8,60,5,1,12,0,72.0,0.0
11122017,@ Miami (FL),L 1 - 3,4,32,22,111,0.09,29,2,8,53,12,6,10,0,45.0,0.0
11172017,Wake Forest,W 3 - 1,4,49,19,132,0.22699999999999998,47,8,9,60,1,3,8,6,64.0,0.0
11192017,Duke,W 3 - 1,4,63,21,163,0.258,61,6,5,81,2,3,14,7,79.0,0.0
11222017,Notre Dame,W 3 - 2,5,57,21,178,0.20199999999999999,55,2,10,101,5,3,38,6,81.0,0.0
11242017,Louisville,L 2 - 3,5,53,28,176,0.142,50,5,12,77,3,3,24,0,73.0,0.0
11302017,"Albany (NY) @ Hamilton, N.Y.",W 3 - 1,4,59,24,168,0.20800000000000002,56,10,7,85,4,0,16,0,77.0,0.0
12012017,@ Towson,W 3 - 0,3,46,15,113,0.27399999999999997,43,1,6,46,6,3,16,2,58.0,0.0
12042017,@ West Virginia,L 0 - 3,3,33,17,106,0.151,29,2,5,41,4,1,16,4,44.0,0.0
