0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,@ California,L 0 - 3,,3,1,6,5,26,0.038,,1,1,11,,1,,,8.0,,
08/24/2018,"Colgate @ Berkeley, Calif.",L 2 - 3,,5,1,19,5,49,0.286,,1,2,15,,,1,,20.5,,
08/25/2018,"Rutgers @ Berkeley, Calif.",W 3 - 0,,3,1,20,5,42,0.357,1,1,2,12,,,3,,22.5,,
08/28/2018,@ Western Mich.,L 0 - 3,,3,1,12,8,38,0.105,1,,1,6,1,1,1,,13.5,,
08/31/2018,@ FIU,L 1 - 3,,4,1,15,10,49,0.102,,1,4,6,,,2,1,17.0,,
08/31/2018,"Savannah St. @ Miami, Fla.",W 3 - 1,,4,1,12,4,21,0.381,1,1,1,8,,,,,13.0,,
09/01/2018,"Delaware @ Miami, Fla.",W 3 - 0,,3,1,9,3,30,0.200,,,1,7,,,1,1,9.5,,
09/04/2018,UIC,W 3 - 0,,3,1,15,5,33,0.303,1,1,1,14,1,,1,1,16.5,,
09/07/2018,Ole Miss,L 0 - 3,,3,1,4,7,19,-0.158,,,2,8,1,,1,,4.5,,
09/08/2018,@ Georgia St.,W 3 - 0,,3,1,12,3,23,0.391,,1,2,8,1,,1,,13.5,,
09/08/2018,"Sam Houston St. @ Atlanta, GA",L 1 - 3,,4,1,17,9,49,0.163,,1,5/,10,3,,2,,19.0,,
09/11/2018,@ Northern Ill.,W 3 - 1,,4,1,21,6,46,0.326,,1,1,18,1,,,,22.0,,
09/14/2018,"Brown @ DeLand, Fla.",L 2 - 3,,,,,,,,,,,,,,,,,,
09/14/2018,"Bethune-Cookman @ DeLand, Fla.",L 1 - 3,,,,,,,,,,,,,,,,,,
09/15/2018,@ Stetson,L 2 - 3,,,,,,,,,,,,,,,,,,
09/20/2018,@ Utah Valley,W 3 - 2,,5,1,15,12,48,0.062,2,1,1,13,3,,1,,16.5,,
09/22/2018,@ Seattle U,L 0 - 3,,3,1,12,5,25,0.280,,1,,10,,,1,,13.5,,
09/25/2018,Eastern Ill.,L 2 - 3,,5,1,19,14,45,0.111,,2,1,26,1,,1,,21.5,,
09/27/2018,@ Kansas City,L 0 - 3,,3,1,13,3,32,0.312,,,1,7,1,,,,13.0,,
10/04/2018,UTRGV,L 0 - 3,,3,1,7,6,36,0.028,,,1,13,2,1,2,,9.0,,
10/06/2018,New Mexico St.,L 0 - 3,,3,1,10,7,36,0.083,,,,6,,2,2,,13.0,,
10/11/2018,Kansas City,W 3 - 2,,5,1,14,10,49,0.082,1,,1,11,1,1,2,1,16.0,,
10/13/2018,@ Grand Canyon,L 0 - 3,,3,1,12,8,34,0.118,,,,6,,,,,12.0,,
10/18/2018,California Baptist,L 1 - 3,,4,1,16,12,52,0.077,,1,1,13,1,,2,1,18.0,,
10/20/2018,Grand Canyon,L 0 - 3,,3,1,7,3,26,0.154,,,1,8,1,1,,,8.0,,
10/25/2018,@ California Baptist,L 0 - 3,,3,1,13,6,31,0.226,,1,,9,,2,1,,16.5,,
10/27/2018,@ CSU Bakersfield,L 1 - 3,,4,1,6,5,40,0.025,,,,9,4,,3,,7.5,,
10/29/2018,@ Drake,L 0 - 3,,3,1,7,5,25,0.080,,,,10,1,,1,,7.5,,
11/03/2018,CSU Bakersfield,L 1 - 3,,4,1,14,10,59,0.068,1,,,10,1,,,,14.0,,
11/08/2018,Seattle U,W 3 - 0,,3,1,12,4,37,0.216,1,5,,15,1,2,1,1,19.5,,
11/10/2018,Utah Valley,L 0 - 3,,3,1,16,5,39,0.282,,,1,11,,,,,16.0,,
11/15/2018,@ UTRGV,L 1 - 3,,4,1,10,10,43,,,,,18,1,1,4,,13.0,1,
11/17/2018,@ New Mexico St.,L 0 - 3,,3,1,12,8,42,0.095,,,,8,,2,1,,14.5,,
