0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,"Louisiana Tech @ Houston, TX",W 3 - 0,,3,1,6,1,9,0.556,,,,,,,4,,8.0,,
08/24/2018,"Prairie View @ Houston, TX",W 3 - 0,,3,1,6,2,12,0.333,,,,1,,,2,,7.0,,
08/25/2018,@ Houston Baptist,L 1 - 3,,4,1,1,1,11,,1,,,,,,3,1,2.5,,
08/28/2018,@ A&M-Corpus Christi,W 3 - 2,,5,1,6,0,15,0.400,,,,,,,2,1,7.0,,
08/31/2018,"Cal Poly @ Logan, Utah",L 0 - 3,,2,1,5,1,8,0.500,,,,,,,1,,5.5,,
08/31/2018,@ Utah St.,W 3 - 0,,3,1,3,0,10,0.300,1,,,,,,2,,4.0,,
09/01/2018,"LMU (CA) @ Logan, Utah",L 0 - 3,,1,1,0,0,2,,,,,1,,,,,,,
09/04/2018,UIW,W 3 - 1,,,,,,,,,,,,,,,,,,
09/07/2018,"Rice @ Waco, Texas",L 0 - 3,,2,1,1,0,1,1.000,,,,,,,,,1.0,,
09/08/2018,@ Baylor,W 3 - 2,,3,1,2,0,5,0.400,1,,,,,,2,,3.0,,
09/11/2018,A&M-Corpus Christi,W 3 - 0,,,,,,,,,,,,,,,,,,
09/14/2018,Texas Tech,L 1 - 3,,,,,,,,,,,,,,,,,,
09/14/2018,Texas Southern,W 3 - 0,,2,1,2,1,4,0.250,,,,,,,1,,2.5,,
09/15/2018,Houston Baptist,W 3 - 1,,2,1,2,1,6,0.167,,,,2,,,2,,3.0,,
09/20/2018,@ CSU Bakersfield,L 1 - 3,,,,,,,,,,,,,,,,,,
09/22/2018,@ California Baptist,W 3 - 1,,,,,,,,,,,,,,,,,,
09/27/2018,Grand Canyon,W 3 - 1,,,,,,,,,,,,,,,,,,
09/29/2018,Seattle U,W 3 - 0,,,,,,,,,,,,,,,,,,
10/04/2018,@ Chicago St.,W 3 - 0,,1,1,0,1,1,-1.000,,,,,,,,,,,
10/06/2018,@ Kansas City,W 3 - 1,,,,,,,,,,,,,,,,,,
10/11/2018,@ Utah Valley,L 1 - 3,,,,,,,,,,,,,,,,,,
10/13/2018,New Mexico St.,L 2 - 3,,,,,,,,,,,,,,,,,,
10/18/2018,CSU Bakersfield,W 3 - 0,,,,,,,,,,,,,,,,,,
10/20/2018,Utah Valley,W 3 - 1,,,,,,,,,,,,,,,,,,
10/27/2018,@ New Mexico St.,W 3 - 2,,,,,,,,,,,,,,,,,,
11/01/2018,@ Grand Canyon,W 3 - 0,,,,,,,,,,,,,,,,,,
11/03/2018,@ Seattle U,W 3 - 0,,,,,,,,,,,,,,,,,,
11/08/2018,California Baptist,W 3 - 2,,,,,,,,,,,,,,,,,,
11/15/2018,Chicago St.,W 3 - 1,,,,,,,,,,,,,,,,,,
11/17/2018,Kansas City,W 3 - 1,,,,,,,,,,,,,,,,,,
11/23/2018,"Utah Valley @ Bakersfield, CA",L 0 - 3,,,,,,,,,,,,,,,,,,
