0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,"Radford @ Houston, TX",L 0 - 3,3,1,,4,2,13,0.154,,,1,1,,,,,4.0,,
08/30/2019,"Bethune-Cookman @ Houston, TX",W 3 - 1,4,1,,13,3,21,0.476,,,,3,,,1,,13.5,,
08/31/2019,@ Houston Baptist,W 3 - 0,3,1,,11,2,25,0.360,,,,,,,2,,12.0,,
09/04/2019,@ A&M-Corpus Christi,W 3 - 2,5,1,,24,4,41,0.488,,,,,,,2,,25.0,1,
09/06/2019,"Maryland @ San Antonio, Texas",W 3 - 2,5,1,,19,5,41,0.341,,,1,4,,,1,,19.5,,
09/07/2019,@ UTSA,L 0 - 3,3,1,,7,2,19,0.263,,,,4,,,6,,10.0,,
09/07/2019,"Houston @ San Antonio, Texas",L 0 - 3,3,1,,11,3,24,0.333,,,,2,,,,,11.0,,
09/12/2019,"Northwestern St. @ College Station, TX",W 3 - 0,3,1,,16,4,36,0.333,,,,2,,1,2,,18.0,,
09/13/2019,"Texas St. @ College Station, TX",L 1 - 3,4,1,,10,9,32,0.031,,,,2,,1,1,,11.5,,
09/13/2019,@ Texas A&M,L 1 - 3,4,1,,11,5,28,0.214,,,2,2,,,,,11.0,,
09/17/2019,A&M-Corpus Christi,L 0 - 3,3,1,,17,2,33,0.455,,,,3,,,1,,17.5,,
09/20/2019,Texas Southern,W 3 - 0,3,1,,6,3,15,0.200,,,,2,,,,,6.0,,
09/20/2019,Washington St.,L 1 - 3,4,1,,19,9,53,0.189,,,1,4,,1,2,,21.0,,
09/21/2019,Houston Baptist,L 2 - 3,5,1,,18,5,47,0.277,,,,6,,,1,,18.5,,
09/26/2019,@ Seattle U,W 3 - 0,3,1,,14,1,22,0.591,,,,1,,,,,14.0,,
09/28/2019,@ Utah Valley,L 2 - 3,5,1,,14,6,35,0.229,,,,2,,,1,,14.5,,
10/03/2019,@ New Mexico St.,L 0 - 3,3,1,,12,2,23,0.435,,,,2,,,1,,12.5,,
10/05/2019,@ California Baptist,W 3 - 2,5,1,,20,5,39,0.385,1,,,5,,,2,,21.0,,
10/10/2019,Grand Canyon,L 1 - 3,4,1,,7,10,28,-0.107,,,,,,,2,,8.0,,
10/12/2019,CSU Bakersfield,W 3 - 1,4,1,,15,5,35,0.286,,,,4,,1,2,,17.0,1,
10/17/2019,@ Chicago St.,W 3 - 0,3,1,,8,1,10,0.700,,,,,,,1,,8.5,,
10/19/2019,@ Kansas City,L 1 - 3,4,1,,13,6,24,0.292,,,,2,,,2,,14.0,,
10/24/2019,Seattle U,W 3 - 0,3,1,,9,0,13,0.692,,,,1,,,3,,10.5,,
10/26/2019,California Baptist,W 3 - 1,4,1,,18,5,36,0.361,,,,2,,,6,,21.0,,
10/28/2019,Utah Valley,W 3 - 2,5,1,,16,7,46,0.196,,,,2,,,5,,18.5,,
11/02/2019,New Mexico St.,L 0 - 3,3,1,,3,5,18,-0.111,,,,2,,,,,3.0,,
11/07/2019,@ Grand Canyon,L 2 - 3,5,1,,10,4,22,0.273,,,,2,,,6,1,13.0,,
11/11/2019,@ CSU Bakersfield,L 2 - 3,4,1,,11,7,32,0.125,,,1,6,,,8,1,15.0,,
11/14/2019,Kansas City,L 0 - 3,3,1,,6,7,23,-0.043,,,3,5,,,2,,7.0,,
11/16/2019,Chicago St.,W 3 - 0,3,1,,11,1,22,0.455,,,,2,,,1,,11.5,,
11/21/2019,@ Utah Valley,L 0 - 3,3,1,,5,6,17,-0.059,,,,,,,1,,5.5,,
