0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
09/06/2019,Youngstown St.,W 3 - 0,3,1,,3,0,5,0.600,,,,1,,2,1,,5.5,,
09/07/2019,Niagara,W 3 - 0,,,,,,,,,,,,,,,,,,
09/07/2019,Hartford,L 2 - 3,5,1,,7,4,22,0.136,1,,,2,,,5,,9.5,,
09/13/2019,@ Saint Mary's (CA),L 2 - 3,5,1,,7,0,13,0.538,,,,,1,,4,,9.0,,
09/14/2019,"Utah St. @ Moraga, CA",W 3 - 0,,,,,,,,,,,,,,,,,,
09/14/2019,@ San Francisco,W 3 - 1,4,1,,10,0,14,0.714,1,,,1,,1,,,11.0,,
09/20/2019,"Canisius @ Buffalo, NY",W 3 - 0,3,1,,6,1,12,0.417,,,,,,,5,,8.5,,
09/20/2019,@ Buffalo,W 3 - 2,5,1,,13,3,19,0.526,,,,1,,,5,,15.5,,
09/21/2019,"Saint Francis (PA) @ Buffalo, NY",W 3 - 0,3,1,,7,2,14,0.357,,,,,,,2,,8.0,,
09/28/2019,Columbia,W 3 - 0,3,1,,6,2,14,0.286,,,,,,,,,6.0,,
10/04/2019,@ Penn,W 3 - 2,5,1,,6,0,10,0.600,,,,,,,,,6.0,,
10/05/2019,@ Princeton,W 3 - 1,4,1,,3,1,7,0.286,1,,,,,,1,,3.5,,
10/11/2019,Dartmouth,W 3 - 0,,,,,,,,,,,,,,,,,,
10/12/2019,Harvard,W 3 - 1,,,,,,,,,,,,,,,,,,
10/18/2019,@ Brown,W 3 - 0,,,,,,,,,,,,,,,,,,
10/19/2019,@ Yale,L 1 - 3,4,1,,9,1,16,0.500,,,,,,1,2,4/,11.0,,
10/26/2019,@ Columbia,W 3 - 0,3,1,,9,1,16,0.500,,,,2,,,1,,9.5,,
11/01/2019,Princeton,L 2 - 3,5,1,,4,4,20,0.000,1,,,1,,,2,,5.0,,
11/02/2019,Penn,W 3 - 0,3,1,,6,1,11,0.455,,,,,,,3,,7.5,,
11/08/2019,Yale,L 1 - 3,4,1,,5,6,12,-0.083,,,,1,,,2,,6.0,,
11/09/2019,Brown,W 3 - 1,4,1,,9,1,17,0.471,,,,1,,,2,,10.0,,
11/15/2019,@ Harvard,W 3 - 0,3,1,,4,1,10,0.300,,,,1,,,3,,5.5,,
11/16/2019,@ Dartmouth,L 1 - 3,4,1,,6,2,11,0.364,,,,,,,1,,6.5,,
