 


  
  

NCAA Women's Volleyball
Division IAces Per Set
Through Games 12/21/2019


"Rank","Name","S","W-L","Aces","Per Set"
"227","San Diego","112","25-6","1590","534","3720"
"","South Carolina","114","20-12","1469","509","3720"
"","Eastern Ill.","106","3-26","1134","604","3720"
"230","Coastal Caro.","116","24-6","1536","473","3719"
"231","Montana","112","7-23","1255","607","3717"
"232","Iona","101","5-23","1107","600","3716"
"233","Northeastern","108","15-14","1418","589","3715"
"234","California","113","20-10","1522","506","3713"
"235","Northern Ill.","110","8-22","1319","661","3700"
"236","Louisiana Tech","103","13-15","1254","502","3696"
"","Fresno St.","104","14-16","1295","662","3696"
"238","San Jose St.","107","10-19","1362","650","3693"
"239","Coppin St.","114","13-18","1316","602","3691"
"240","Campbell","108","17-13","1361","613","3688"
"241","CSUN","108","12-16","1329","536","3684"
"","UC Riverside","101","6-22","1263","615","3684"
"","UC Santa Barbara","107","23-6","1485","543","3684"
"244","Xavier","103","11-17","1244","529","3681"
"245","Incarnate Word","114","7-23","1275","531","3677"
"246","Alabama A&M","114","20-15","1347","487","3667"
"","TCU","108","12-18","1346","635","3667"
"248","Auburn","103","7-22","1179","623","3656"
"249","Youngstown St.","101","8-21","1115","596","3650"
"250","Missouri","111","22-8","1628","532","3647"
"251","Davidson","105","10-18","1225","569","3640"
"252","UCLA","102","19-12","1428","505","3634"
"253","Stetson","103","12-15","1271","434","3633"
"","Wichita St.","105","9-19","1209","553","3633"
"255","Saint Mary's (CA)","106","11-17","1232","551","3630"
"256","UConn","104","12-16","1233","557","3625"
"","VCU","112","24-7","1445","493","3625"
"258","Grambling","109","11-24","1014","634","3620"
"259","UC Davis","112","17-13","1428","563","3619"
"260","Western Ill.","107","6-23","1186","576","3616"
"261","FIU","103","10-16","1306","619","3614"
"262","LIU Brooklyn","105","12-17","1257","589","3611"
"263","Bucknell","102","14-14","1263","537","3608"
"264","Marshall","101","18-10","1282","466","3606"
"265","Virginia","107","13-18","1332","577","3603"
"266","Cal Poly","110","21-9","1361","549","3593"
"267","New Mexico St.","108","27-4","1470","529","3590"
"268","Clemson","107","11-18","1337","585","3588"
"269","Rhode Island","95","8-18","1155","519","3584"
"270","Hartford","109","16-13","1415","525","3563"
"271","San Diego St.","110","15-14","1436","597","3557"
"272","BYU","112","26-5","1458","487","3552"
"273","Delaware St.","110","12-18","1274","610","3551"
"274","New Hampshire","102","17-10","1224","484","3527"
"275","Michigan St.","110","15-15","1329","564","3524"
"276","UC Irvine","105","5-23","1206","591","3520"
"277","Florida St.","105","19-10","1311","456","3515"
"278","UAB","98","12-15","1225","534","3513"
"279","Baylor","104","29-2","1518","500","3498"
"280","NJIT","110","1-31","1050","616","3496"
"281","Colorado St.","110","29-2","1508","512","3490"
"282","UNC Greensboro","97","11-20","1158","582","3488"
"","Fairleigh Dickinson","98","4-26","891","493","3488"
"","Delaware","104","15-14","1336","569","3488"
"285","Alabama","105","12-17","1235","534","3484"
"286","Colorado","106","13-17","1293","548","3473"
"287","Florida A&M","106","10-20","1067","567","3463"
"288","Tennessee St.","104","12-17","1150","532","3455"
"289","UTEP","106","13-15","1267","586","3446"
"290","Ga. Southern","101","7-20","1113","501","3445"
"291","George Washington","100","15-14","1160","594","3441"
"292","Stony Brook","96","9-17","1167","491","3427"
"293","Wake Forest","105","14-15","1257","531","3421"
"294","Charleston So.","103","14-15","1238","584","3420"
"295","Fla. Atlantic","100","16-11","1370","530","3416"
"296","USC Upstate","101","8-19","1126","519","3412"
"297","LSU","102","15-13","1260","509","3398"
"298","Texas Southern","103","11-18","1194","593","3385"
"299","Rutgers","105","8-23","1153","600","3370"
"300","Utah St.","108","2-28","975","527","3361"
"301","Mississippi Val.","108","4-30","905","708","3359"
"302","Little Rock","95","6-22","1007","537","3356"
"303","George Mason","97","4-22","1096","542","3351"
"304","Lamar University","94","9-17","1148","595","3349"
"305","Miami (FL)","102","10-16","1236","570","3328"
"306","Temple","92","12-15","1154","457","3313"
"307","Duquesne","94","10-17","1109","504","3292"
"308","Radford","95","10-16","1062","532","3265"
"309","Hampton","95","8-17","1103","560","3227"
"310","Dartmouth","89","10-15","1050","427","3211"
"311","Albany (NY)","99","16-11","1182","511","3210"
"312","Princeton","90","17-8","1323","443","3200"
"313","Abilene Christian","93","7-19","1054","449","3191"
"314","William & Mary","97","7-20","1081","531","3180"
"315","Kansas","96","9-17","1102","510","3165"
"316","Alcorn","102","7-23","913","601","3161"
"317","UNC Asheville","90","13-13","1058","447","3156"
"318","Texas","98","23-4","1355","334","3145"
"319","Columbia","93","12-12","1255","489","3116"
"320","James Madison","93","20-8","1171","440","3103"
"321","Brown","87","13-10","1090","387","3036"
"322","Cornell","86","17-6","1196","409","3018"
"323","Syracuse","94","12-13","1205","505","3001"
"324","UMBC","88","7-16","1054","472","2961"
"325","Saint Francis (PA)","93","3-25","909","510","2953"
"326","Harvard","88","5-18","1033","457","2906"
"327","Yale","83","15-8","1098","390","2900"
"328","Gardner-Webb","84","3-22","791","497","2804"
"329","Penn","82","11-10","1026","433","2745"
"330","Norfolk St.","86","2-23","787","456","2700"
"331","Binghamton","74","0-23","697","414","2336"
"332","South Carolina St.","82","0-29","635","525","2257"
Reclassifying
"NR","California Baptist","117","14-16","1423","608","4034"
"NR","North Ala.","101","4-25","950","526","3172"
"NR","Merrimack","78","1-24","651","481","2291"

NCAA Women's Volleyball
Division IOpp Hitting Percentage
Through Games 12/21/2019


"Rank","Name","S","Opp Kills","Opp Errors","Opp Attacks","Opp Pct"
"1","Colorado St.","110","1054","667","3482","0.111"
"2","New Mexico St.","108","1113","682","3558","0.121"
"3","FGCU","108","1229","710","3849","0.135"
"4","Wright St.","111","1318","660","4443","0.148"
"5","Pittsburgh","111","1188","641","3692","0.148"
"6","Towson","112","1240","651","3951","0.149"
"7","SFA","114","1457","760","4628","0.151"
"8","Nebraska","119","1344","703","4205","0.152"
"9","Creighton","107","1158","592","3702","0.153"
"10","Rice","108","1212","603","3960","0.154"
"11","Robert Morris","107","1281","662","4016","0.154"
"12","Western Ky.","118","1274","683","3817","0.155"
"13","Kentucky","114","1286","675","3932","0.155"
"14","South Dakota","123","1383","693","4422","0.156"
"15","Army West Point","116","1328","651","4307","0.157"
"16","Fairfield","110","1186","580","3832","0.158"
"17","SIUE","112","1366","694","4206","0.160"
"18","Southeast Mo. St.","129","1652","850","5004","0.160"
"19","High Point","122","1319","646","4171","0.161"
"20","Loyola Chicago","124","1455","711","4537","0.164"
"21","Winthrop","109","1338","652","4181","0.164"
"22","Illinois St.","132","1503","716","4794","0.164"
"23","Tulane","131","1542","768","4713","0.164"
"24","BYU","112","1286","680","3686","0.164"
"25","Baylor","104","1208","622","3561","0.165"
"26","Texas St.","118","1317","665","3937","0.166"
"27","Central Mich.","113","1366","656","4284","0.166"
"28","Cornell","86","931","440","2962","0.166"
"29","Green Bay","114","1377","656","4334","0.166"
"30","Dayton","114","1294","647","3860","0.168"
"31","Santa Clara","124","1476","740","4375","0.168"
"32","Hawaii","114","1338","662","4014","0.168"
"33","James Madison","93","1130","583","3236","0.169"
"34","Weber St.","133","1659","799","5024","0.171"
"35","VCU","112","1327","681","3750","0.172"
"36","American","120","1382","666","4130","0.173"
"37","Samford","118","1343","640","4053","0.173"
"38","Arkansas St.","116","1329","616","4091","0.174"
"39","N.C. A&T","115","1287","624","3803","0.174"
"40","Morehead St.","119","1309","592","4078","0.176"
"41","Colgate","122","1477","710","4359","0.176"
"42","Stanford","120","1436","678","4304","0.176"
"43","UNI","129","1521","674","4791","0.177"
"44","Houston Baptist","118","1406","613","4479","0.177"
"45","Jackson St.","130","1420","683","4152","0.178"
"46","Oklahoma","111","1392","660","4116","0.178"
"47","Washington St.","123","1496","712","4396","0.178"
"48","San Diego","112","1224","568","3669","0.179"
"49","Northern Ariz.","124","1560","725","4656","0.179"
"50","Minnesota","118","1574","751","4577","0.180"
"51","Northern Ky.","123","1584","719","4793","0.180"
"52","Milwaukee","119","1394","606","4362","0.181"
"53","Southern U.","108","1336","598","4078","0.181"
"54","Miami (OH)","108","1319","599","3977","0.181"
"55","Sacred Heart","120","1374","609","4214","0.182"
"56","Liberty","121","1442","678","4208","0.182"
"57","Fordham","106","1415","629","4320","0.182"
"58","Louisville","121","1439","711","4000","0.182"
"59","Florida","117","1357","638","3939","0.183"
"60","Florida St.","105","1382","658","3965","0.183"
"61","Eastern Ky.","99","1221","539","3731","0.183"
"62","Texas","98","1172","582","3224","0.183"
"63","Michigan St.","110","1300","644","3582","0.183"
"64","UIC","116","1446","643","4374","0.184"
"65","Akron","103","1260","568","3764","0.184"
"66","Denver","117","1369","663","3835","0.184"
"67","Omaha","129","1432","656","4215","0.184"
"68","Saint Louis","112","1330","601","3948","0.185"
"69","Wyoming","119","1518","719","4312","0.185"
"70","Butler","115","1438","648","4259","0.185"
"71","Quinnipiac","114","1361","598","4109","0.186"
"72","Presbyterian","103","1212","548","3570","0.186"
"73","Louisiana","110","1368","584","4215","0.186"
"74","Troy","120","1313","604","3799","0.187"
"75","SMU","106","1322","567","4029","0.187"
"76","Western Caro.","113","1508","658","4535","0.187"
"77","Nevada","114","1397","631","4073","0.188"
"78","Purdue","122","1521","711","4295","0.189"
"79","UC Santa Barbara","107","1287","582","3735","0.189"
"80","Marshall","101","1352","634","3802","0.189"
"81","Mercer","114","1222","558","3512","0.189"
"82","Rider","115","1352","584","4059","0.189"
"83","Georgia St.","105","1318","586","3859","0.190"
"84","Charlotte","112","1591","704","4671","0.190"
"85","Alabama A&M","114","1454","677","4090","0.190"
"86","ETSU","122","1443","673","4053","0.190"
"87","Campbell","108","1267","562","3705","0.190"
"88","Penn St.","117","1401","665","3862","0.191"
"89","Radford","95","1209","561","3400","0.191"
"90","Northern Colo.","132","1444","626","4290","0.191"
"91","Central Conn. St.","117","1448","629","4284","0.191"
"92","Utah Valley","113","1430","679","3928","0.191"
"93","Canisius","123","1607","702","4732","0.191"
"94","McNeese","106","1249","558","3612","0.191"
"95","Valparaiso","127","1678","728","4963","0.191"
"96","Sam Houston St.","134","1667","709","5002","0.192"
"97","UCF","122","1580","712","4530","0.192"
"98","Cal Poly","110","1269","582","3585","0.192"
"99","UT Arlington","131","1605","708","4675","0.192"
"100","Bowling Green","127","1702","735","5030","0.192"
"101","Bradley","119","1603","666","4863","0.193"
"102","Tulsa","132","1697","726","5033","0.193"
"103","Texas A&M","120","1406","644","3945","0.193"
"104","Morgan St.","114","1261","537","3745","0.193"
"105","Notre Dame","115","1440","634","4168","0.193"
"106","Tennessee Tech","112","1435","643","4095","0.193"
"107","Villanova","112","1381","621","3925","0.194"
"108","Hampton","95","1103","487","3179","0.194"
"109","LSU","102","1286","589","3595","0.194"
"110","Montana St.","112","1484","668","4208","0.194"
"111","Howard","121","1348","612","3793","0.194"
"112","UNC Asheville","90","1157","509","3338","0.194"
"113","Fresno St.","104","1227","552","3473","0.194"
"114","Boise St.","111","1448","674","3982","0.194"
"115","Coastal Caro.","116","1339","618","3706","0.195"
"116","Grand Canyon","116","1524","680","4337","0.195"
"117","Ark.-Pine Bluff","124","1498","634","4436","0.195"
"118","Tennessee St.","104","1334","591","3796","0.196"
"119","Wisconsin","116","1449","647","4095","0.196"
"120","Murray St.","114","1317","541","3950","0.196"
"121","Marist","115","1334","561","3929","0.197"
"122","UConn","104","1300","579","3664","0.197"
"123","Kennesaw St.","115","1231","492","3742","0.197"
"124","New Hampshire","102","1284","577","3579","0.198"
"125","San Jose St.","107","1203","501","3537","0.198"
"126","Wake Forest","105","1258","558","3522","0.199"
"127","Georgia Tech","123","1394","603","3971","0.199"
"128","Bryant","113","1293","547","3742","0.199"
"129","Wofford","116","1383","600","3921","0.200"
"130","Oakland","108","1374","569","4024","0.200"
"131","South Alabama","119","1426","596","4146","0.200"
"132","Marquette","122","1454","618","4161","0.201"
"133","Sacramento St.","130","1526","616","4524","0.201"
"134","St. John's (NY)","118","1425","626","3966","0.201"
"135","Utah","137","1704","751","4730","0.201"
"136","Northwestern St.","119","1469","597","4326","0.202"
"137","Washington","133","1661","741","4564","0.202"
"138","UNC Greensboro","97","1232","535","3457","0.202"
"139","George Washington","100","1247","549","3456","0.202"
"140","Purdue Fort Wayne","128","1684","724","4750","0.202"
"141","UNCW","117","1437","627","4007","0.202"
"142","St. Francis Brooklyn","119","1554","649","4476","0.202"
"143","Saint Mary's (CA)","106","1366","623","3674","0.202"
"144","Southeastern La.","118","1449","625","4074","0.202"
"145","UTRGV","117","1395","603","3913","0.202"
"146","UMES","127","1411","629","3863","0.202"
"147","UMKC","111","1384","589","3924","0.203"
"148","IUPUI","115","1412","598","4014","0.203"
"149","Memphis","110","1287","536","3699","0.203"
"150","Georgetown","122","1413","617","3918","0.203"
"151","Loyola Maryland","122","1474","564","4479","0.203"
"152","Jacksonville St.","106","1384","613","3790","0.203"
"153","Evansville","117","1513","595","4510","0.204"
"154","Alabama St.","142","1645","721","4536","0.204"
"155","Lehigh","109","1403","611","3887","0.204"
"156","La Salle","110","1288","503","3851","0.204"
"157","Portland St.","111","1486","623","4224","0.204"
"158","Bucknell","102","1309","539","3755","0.205"
"159","Albany (NY)","99","1240","557","3328","0.205"
"160","Houston","141","1859","791","5162","0.207"
"161","Virginia","107","1328","586","3584","0.207"
"162","Michigan","118","1367","579","3805","0.207"
"163","Indiana St.","103","1389","550","4051","0.207"
"164","Florida A&M","106","1314","579","3547","0.207"
"165","New Orleans","111","1326","543","3771","0.208"
"166","Iona","101","1266","509","3645","0.208"
"167","Iowa St.","107","1314","533","3754","0.208"
"168","Kent St.","113","1433","547","4245","0.209"
"169","Ohio St.","114","1412","575","4007","0.209"
"170","The Citadel","111","1302","538","3655","0.209"
"171","UT Martin","118","1503","642","4114","0.209"
"172","Charleston So.","103","1298","581","3424","0.209"
"173","North Texas","109","1430","564","4135","0.209"
"174","Navy","111","1333","551","3731","0.210"
"175","California","113","1447","606","4012","0.210"
"176","Fla. Atlantic","100","1133","458","3216","0.210"
"177","East Carolina","113","1449","594","4068","0.210"
"178","Southern Ill.","134","1757","682","5113","0.210"
"179","Indiana","126","1588","694","4249","0.210"
"180","Drake","125","1782","746","4922","0.210"
"181","La.-Monroe","112","1462","601","4090","0.211"
"182","Pepperdine","114","1366","556","3846","0.211"
"183","New Mexico","115","1491","647","4006","0.211"
"184","UAB","98","1248","525","3425","0.211"
"185","Ole Miss","117","1595","668","4390","0.211"
"186","Hofstra","111","1298","532","3627","0.211"
"187","Col. of Charleston","102","1342","559","3705","0.211"
"188","Texas Southern","103","1221","519","3321","0.211"
"","Maryland","127","1603","719","4182","0.211"
"190","Cleveland St.","108","1461","577","4175","0.212"
"191","Cal St. Fullerton","100","1399","554","3983","0.212"
"192","Mississippi St.","114","1541","656","4167","0.212"
"193","Illinois","118","1435","594","3955","0.213"
"194","Toledo","108","1401","573","3892","0.213"
"195","Northeastern","108","1299","525","3638","0.213"
"196","Auburn","103","1352","567","3688","0.213"
"197","Providence","115","1428","586","3955","0.213"
"198","Delaware","104","1233","511","3391","0.213"
"199","Grambling","109","1357","538","3838","0.213"
"200","Lipscomb","105","1258","501","3545","0.214"
"201","Idaho St.","115","1684","692","4645","0.214"
"202","UTEP","106","1223","517","3303","0.214"
"203","Ga. Southern","101","1344","552","3704","0.214"
"204","Northwestern","118","1446","609","3913","0.214"
"205","DePaul","121","1494","600","4179","0.214"
"206","San Francisco","108","1415","563","3981","0.214"
"207","Ohio","119","1575","631","4410","0.214"
"208","Hartford","109","1314","534","3643","0.214"
"209","USC Upstate","101","1336","572","3564","0.214"
"210","Arizona St.","124","1604","643","4482","0.214"
"211","Elon","129","1599","662","4367","0.215"
"212","Temple","92","1230","498","3411","0.215"
"213","Prairie View","136","1720","642","5023","0.215"
"214","Dartmouth","89","1187","489","3250","0.215"
"215","Eastern Mich.","106","1428","549","4088","0.215"
"216","Southern California","132","1707","725","4566","0.215"
"217","Missouri","111","1281","540","3444","0.215"
"218","Ball St.","126","1671","644","4770","0.215"
"219","South Carolina","114","1438","618","3803","0.216"
"220","Pacific","120","1351","501","3939","0.216"
"221","Seattle U","120","1475","610","4008","0.216"
"222","Tennessee","108","1334","536","3689","0.216"
"223","Central Ark.","124","1514","599","4210","0.217"
"224","Bethune-Cookman","118","1642","674","4445","0.218"
"225","Middle Tenn.","117","1443","580","3959","0.218"
"226","Western Mich.","112","1396","538","3932","0.218"
"227","Yale","83","1089","446","2940","0.219"
"228","Texas Tech","116","1529","630","4110","0.219"
"229","UNLV","128","1495","599","4096","0.219"
"230","North Carolina","107","1389","580","3698","0.219"
"231","Rhode Island","95","1212","447","3496","0.219"
"232","Manhattan","115","1480","603","4001","0.219"
"233","Oregon","113","1450","579","3971","0.219"
"234","Missouri St.","125","1493","589","4121","0.219"
"235","Siena","111","1388","552","3811","0.219"
"236","North Dakota St.","112","1445","571","3983","0.219"
"237","Western Ill.","107","1349","567","3562","0.220"
"238","Arizona","117","1514","608","4124","0.220"
"239","Penn","82","989","400","2680","0.220"
"240","Syracuse","94","1131","471","3002","0.220"
"241","Duquesne","94","1265","491","3515","0.220"
"242","CSU Bakersfield","114","1424","565","3901","0.220"
"243","Furman","109","1520","613","4117","0.220"
"244","Nicholls St.","106","1300","502","3620","0.220"
"245","Delaware St.","110","1282","528","3412","0.221"
"246","North Dakota","113","1522","621","4067","0.222"
"247","UMBC","88","1142","459","3075","0.222"
"248","Brown","87","1132","455","3046","0.222"
"249","LIU Brooklyn","105","1298","507","3554","0.223"
"250","West Virginia","108","1450","590","3858","0.223"
"251","Idaho","124","1698","679","4571","0.223"
"252","Holy Cross","111","1393","521","3909","0.223"
"253","Chattanooga","115","1464","581","3956","0.223"
"254","UTSA","113","1346","509","3747","0.223"
"255","Portland","107","1278","474","3595","0.224"
"256","Coppin St.","114","1366","554","3621","0.224"
"257","Eastern Ill.","106","1403","554","3785","0.224"
"258","Air Force","114","1369","531","3726","0.225"
"259","Long Beach St.","110","1362","531","3690","0.225"
"260","Kansas St.","113","1494","578","4064","0.225"
"261","Boston College","128","1611","641","4299","0.226"
"262","Oral Roberts","123","1691","648","4618","0.226"
"263","North Florida","126","1544","598","4183","0.226"
"264","Appalachian St.","116","1451","566","3907","0.227"
"265","Clemson","107","1395","566","3659","0.227"
"266","TCU","108","1353","550","3544","0.227"
"267","Louisiana Tech","103","1374","521","3763","0.227"
"268","Georgia","112","1311","494","3598","0.227"
"269","A&M-Corpus Christi","117","1457","534","4059","0.227"
"270","Princeton","90","1153","437","3145","0.228"
"271","UCLA","102","1333","519","3573","0.228"
"272","Davidson","105","1385","557","3629","0.228"
"273","Norfolk St.","86","1055","426","2755","0.228"
"274","LMU (CA)","110","1367","525","3684","0.229"
"275","Niagara","105","1458","545","3994","0.229"
"276","Virginia Tech","121","1622","644","4269","0.229"
"277","Southern Utah","116","1486","555","4052","0.230"
"278","Alcorn","102","1175","469","3070","0.230"
"279","Stetson","103","1468","554","3972","0.230"
"280","Fairleigh Dickinson","98","1450","582","3756","0.231"
"281","Miami (FL)","102","1262","515","3226","0.232"
"282","CSUN","108","1427","560","3744","0.232"
"283","San Diego St.","110","1425","569","3692","0.232"
"284","UC Davis","112","1351","523","3566","0.232"
"285","Xavier","103","1427","544","3794","0.233"
"286","Eastern Wash.","113","1453","504","4069","0.233"
"287","Gonzaga","110","1406","537","3718","0.234"
"288","Arkansas","113","1400","551","3631","0.234"
"289","Wichita St.","105","1441","562","3748","0.235"
"290","FIU","103","1332","494","3565","0.235"
"291","Colorado","106","1427","577","3614","0.235"
"292","Buffalo","119","1478","566","3873","0.235"
"293","Youngstown St.","101","1312","463","3599","0.236"
"294","N.C. Central","123","1676","634","4416","0.236"
"295","NC State","123","1590","583","4265","0.236"
"296","Alabama","105","1411","562","3579","0.237"
"297","William & Mary","97","1271","500","3249","0.237"
"298","Kansas","96","1312","525","3315","0.237"
"299","South Dakota St.","107","1434","538","3774","0.237"
"300","Cincinnati","125","1441","492","3996","0.237"
"301","Duke","110","1471","553","3861","0.238"
"302","George Mason","97","1313","491","3454","0.238"
"303","Chicago St.","119","1552","544","4229","0.238"
"304","Austin Peay","118","1604","568","4332","0.239"
"305","Utah St.","108","1561","655","3765","0.241"
"306","Jacksonville","116","1509","564","3919","0.241"
"307","Little Rock","95","1292","460","3448","0.241"
"308","UC Riverside","101","1316","470","3492","0.242"
"309","Saint Peter's","109","1559","561","4116","0.242"
"310","Gardner-Webb","84","1145","440","2896","0.243"
"311","Lafayette","125","1569","561","4108","0.245"
"312","Lamar University","94","1175","402","3125","0.247"
"313","Abilene Christian","93","1363","510","3442","0.248"
"314","Oregon St.","122","1603","554","4230","0.248"
"315","Harvard","88","1170","445","2920","0.248"
"316","South Fla.","113","1523","532","3968","0.250"
"317","Columbia","93","1243","444","3198","0.250"
"318","Mississippi Val.","108","1291","468","3290","0.250"
"319","Montana","112","1494","527","3857","0.251"
"320","Rutgers","105","1327","488","3344","0.251"
"321","Stony Brook","96","1304","459","3342","0.253"
"322","Southern Miss.","102","1442","459","3833","0.256"
"323","UC Irvine","105","1378","486","3473","0.257"
"324","Seton Hall","114","1616","549","4147","0.257"
"325","Iowa","115","1550","521","3982","0.258"
"326","Binghamton","74","948","341","2284","0.266"
"327","Incarnate Word","114","1557","538","3823","0.267"
"328","Saint Francis (PA)","93","1164","376","2945","0.268"
"329","Belmont","108","1543","512","3773","0.273"
"330","Northern Ill.","110","1519","463","3734","0.283"
"331","NJIT","110","1492","471","3487","0.293"
"332","South Carolina St.","82","1034","315","2270","0.317"
Reclassifying
"NR","California Baptist","117","1495","596","4081","0.220"
"NR","North Ala.","101","1426","470","3414","0.280"
"NR","Merrimack","78","963","260","2188","0.321"

NCAA Women's Volleyball
Division ITeam Attacks Per Set
Through Games 12/21/2019


"Rank","Name","S","W-L","Kills","Errors","Total Attacks","Per Set"
"1","Bradley","119","15-15","1512","596","4745","39.87"
"2","Evansville","117","16-14","1527","685","4627","39.55"
"3","Wright St.","111","24-6","1499","560","4379","39.45"
"4","UNI","129","24-11","1862","731","5085","39.42"
"5","Valparaiso","127","14-20","1544","760","5003","39.39"
"6","Eastern Ky.","99","9-21","1223","666","3851","38.90"
"7","Ball St.","126","20-12","1718","656","4895","38.85"
"8","Green Bay","114","21-9","1530","602","4428","38.84"
"9","Tulsa","132","18-16","1685","787","5121","38.80"
"10","Northern Ky.","123","19-13","1647","612","4750","38.62"
"11","Loyola Maryland","122","13-18","1643","738","4711","38.61"
"12","Louisiana","110","14-16","1359","550","4236","38.51"
"13","Milwaukee","119","26-6","1706","612","4579","38.48"
"14","Western Caro.","113","17-13","1438","557","4338","38.39"
"15","Bowling Green","127","20-13","1618","598","4871","38.35"
"16","Central Mich.","113","21-9","1499","640","4328","38.30"
"17","Southern Ill.","134","14-18","1626","703","5123","38.23"
"18","Charlotte","112","16-15","1312","447","4273","38.15"
"19","Indiana St.","103","7-21","1195","583","3925","38.11"
"20","SMU","106","18-10","1505","582","4039","38.10"
"21","Sam Houston St.","134","19-14","1807","741","5100","38.06"
"22","Miami (OH)","108","17-12","1449","590","4098","37.94"
"23","Murray St.","114","19-11","1597","681","4319","37.89"
"24","Eastern Mich.","106","11-17","1421","570","4013","37.86"
"25","Southern Miss.","102","3-26","1183","573","3858","37.82"
"26","Idaho St.","115","7-23","1288","586","4347","37.80"
"27","UIC","116","20-11","1537","692","4382","37.78"
"28","Rhode Island","95","8-18","1155","519","3584","37.73"
"29","La Salle","110","15-14","1497","618","4142","37.65"
"30","Drake","125","9-22","1432","603","4704","37.63"
"31","Winthrop","109","24-5","1428","537","4097","37.59"
"32","Houston Baptist","118","17-15","1494","632","4432","37.56"
"33","Cal St. Fullerton","100","12-15","1181","520","3753","37.53"
"34","Fordham","106","12-14","1239","515","3968","37.43"
"35","North Texas","109","17-11","1423","513","4076","37.39"
"36","Morehead St.","119","23-10","1699","713","4449","37.39"
"37","Ohio St.","114","15-17","1538","709","4259","37.36"
"38","Quinnipiac","114","14-16","1411","673","4257","37.34"
"39","Army West Point","116","22-10","1552","623","4324","37.28"
"40","Kent St.","113","14-15","1529","586","4207","37.23"
"41","SIUE","112","14-15","1396","612","4164","37.18"
"42","San Francisco","108","8-21","1311","586","4015","37.18"
"43","Robert Morris","107","25-5","1420","450","3975","37.15"
"44","Houston","141","16-17","1677","745","5231","37.10"
"45","Notre Dame","115","19-10","1493","626","4266","37.10"
"46","Northwestern St.","119","20-13","1596","606","4410","37.06"
"47","Ohio","119","18-13","1574","610","4408","37.04"
"48","Chicago St.","119","5-26","1355","743","4406","37.03"
"49","Cleveland St.","108","8-19","1328","556","3995","36.99"
"50","Oakland","108","15-14","1375","595","3986","36.91"
"51","Canisius","123","15-16","1468","584","4529","36.82"
"52","Oklahoma","111","19-9","1419","611","4087","36.82"
"53","Iona","101","5-23","1107","600","3716","36.79"
"54","Montana St.","112","15-14","1423","572","4120","36.79"
"55","Pacific","120","13-17","1545","784","4403","36.69"
"56","Presbyterian","103","15-15","1286","621","3767","36.57"
"57","Saint Peter's","109","3-27","1049","560","3986","36.57"
"58","SFA","114","31-2","1481","406","4168","36.56"
"59","Col. of Charleston","102","7-21","1200","606","3727","36.54"
"60","Nevada","114","17-13","1430","642","4165","36.54"
"61","Prairie View","136","17-22","1655","702","4961","36.48"
"62","UCF","122","25-8","1697","512","4450","36.48"
"63","UC Riverside","101","6-22","1263","615","3684","36.48"
"64","Southern Utah","116","15-16","1482","565","4231","36.47"
"65","La.-Monroe","112","12-20","1320","570","4078","36.41"
"66","Lipscomb","105","16-13","1419","617","3823","36.41"
"67","Sacramento St.","130","14-18","1619","742","4733","36.41"
"68","Central Conn. St.","117","15-15","1477","549","4257","36.38"
"69","Purdue Fort Wayne","128","18-15","1617","673","4657","36.38"
"70","Tennessee Tech","112","13-17","1412","633","4072","36.36"
"71","Illinois St.","132","22-12","1809","781","4799","36.36"
"72","Loyola Chicago","124","21-11","1645","670","4507","36.35"
"73","Akron","103","16-12","1325","557","3742","36.33"
"74","Bryant","113","15-17","1442","718","4097","36.26"
"75","Toledo","108","9-19","1277","525","3913","36.23"
"76","Georgia St.","105","10-17","1250","636","3803","36.22"
"77","Iowa St.","107","17-12","1452","533","3874","36.21"
"78","Arkansas St.","116","17-13","1473","653","4198","36.19"
"79","Austin Peay","118","11-20","1479","695","4269","36.18"
"80","Youngstown St.","101","8-21","1115","596","3650","36.14"
"81","Eastern Wash.","113","6-24","1238","669","4083","36.13"
"82","Holy Cross","111","5-25","1272","643","4008","36.11"
"83","Minnesota","118","27-6","1620","495","4260","36.10"
"84","Tulane","131","22-11","1674","707","4728","36.09"
"85","Weber St.","133","26-9","1747","597","4800","36.09"
"86","Portland St.","111","10-19","1226","518","4006","36.09"
"87","Dartmouth","89","10-15","1050","427","3211","36.08"
"88","Butler","115","14-16","1369","608","4149","36.08"
"89","Jacksonville St.","106","20-10","1479","590","3822","36.06"
"90","North Dakota St.","112","13-16","1384","676","4037","36.04"
"91","Southeast Mo. St.","129","23-11","1576","563","4647","36.02"
"92","Northern Colo.","132","26-8","1825","730","4755","36.02"
"93","Temple","92","12-15","1154","457","3313","36.01"
"94","Appalachian St.","116","13-17","1485","655","4177","36.01"
"95","Rider","115","15-16","1434","680","4139","35.99"
"96","UNC Greensboro","97","11-20","1158","582","3488","35.96"
"97","Creighton","107","25-6","1499","556","3846","35.94"
"98","DePaul","121","14-16","1612","654","4347","35.93"
"99","Texas Tech","116","17-13","1530","616","4166","35.91"
"100","Louisiana Tech","103","13-15","1254","502","3696","35.88"
"101","UTSA","113","16-14","1476","569","4054","35.88"
"102","UAB","98","12-15","1225","534","3513","35.85"
"103","Portland","107","11-18","1279","645","3835","35.84"
"104","Siena","111","11-18","1376","617","3975","35.81"
