0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,@ Northern Colo.,W 3 - 2,5,1,0,0,1,,25,1,5,15,,,,,1.0,,
08/26/2017,Duke @ GREELEY,L 2 - 3,5,1,2,0,2,1.000,19,1,1,10,,,,,3.0,,
08/26/2017,@ Colorado St.,L 1 - 3,4,1,0,0,0,,20,1,2,8,,,,,1.0,2,
09/01/2017,@ FGCU,W 3 - 1,4,1,0,0,2,,23,1,1,8,,,,,1.0,,
09/01/2017,"Fla. Atlantic @ Fort Myers, FL",W 3 - 1,4,1,0,0,0,,25,,1,8,,,,,,,
09/02/2017,"Miami (FL) @ Fort Myers, FL",L 0 - 3,3,1,0,0,0,,7,,,5,,,,,,3,
09/08/2017,"Oral Roberts @ Conway, Ark.",L 1 - 3,4,1,0,0,2,,15,,3,7,,,,,,,
09/08/2017,"Arkansas St. @ Conway, Ark.",L 1 - 3,4,1,0,0,0,,29,,1,12,,,,,,2,
09/09/2017,@ Central Ark.,W 3 - 1,4,1,0,0,1,,21,,1,14,,,,,,2,
09/09/2017,"Southern U. @ Conway, Ark.",W 3 - 0,3,1,0,0,1,,12,,,3,,,,,,,
09/15/2017,Virginia,W 3 - 0,3,1,0,0,0,,17,2,,4,,,,,2.0,1,
09/16/2017,Virginia,W 3 - 0,3,1,0,1,1,-1.000,16,1,,10,,,,,1.0,1,
09/22/2017,East Carolina,W 3 - 2,5,1,0,0,0,,31,,,13,,,,,,,
09/24/2017,Cincinnati,L 0 - 3,3,1,0,0,2,,16,,,6,,,,,,1,
09/29/2017,@ Memphis,W 3 - 2,5,1,1,2,7,-0.143,55,3,1,13,,,1,1,4.5,1,
10/01/2017,@ Wichita St.,L 1 - 3,4,1,0,0,0,,23,,,13,,,,,,,
10/06/2017,@ Tulsa,L 2 - 3,5,1,0,0,0,,34,,1,12,,,,,,,
10/08/2017,@ SMU,L 0 - 3,3,1,1,0,3,0.333,16,,,7,,,,,1.0,1,
10/13/2017,UConn,W 3 - 0,3,1,0,0,1,,21,,2,5,,,,,,,
10/15/2017,Temple,L 2 - 3,5,1,0,0,1,,31,2,2,4,,,,,2.0,,
10/20/2017,@ Houston,L 1 - 3,4,1,1,0,2,0.500,26,,,8,,,,,1.0,1,
10/22/2017,@ Tulane,W 3 - 1,4,1,0,0,0,,24,,1,9,,,,,,1,
10/27/2017,Wichita St.,L 2 - 3,5,1,0,0,2,,17,,1,10,,,,,,,
10/29/2017,Memphis,W 3 - 0,3,1,1,0,1,1.000,17,,,9,,,,,1.0,2,
11/03/2017,@ Cincinnati,W 3 - 0,3,1,0,0,1,,17,,1,13,,,,,,,
11/05/2017,@ East Carolina,L 1 - 3,4,1,1,1,2,,21,,1,12,,,,,1.0,,
11/10/2017,Tulane,W 3 - 0,3,1,0,0,1,,16,,,8,,,,1,,3,
11/12/2017,Houston,W 3 - 0,3,1,1,0,2,0.500,23,,1,8,,,,,1.0,,
11/17/2017,@ Temple,W 3 - 0,3,1,1,0,1,1.000,26,,,5,,,,,1.0,2,
11/19/2017,@ UConn,W 3 - 2,5,1,0,0,2,,29,1,1,12,,,,,1.0,,
11/22/2017,South Fla.,W 3 - 0,3,1,0,0,1,,19,,,5,,,,,,,
11/25/2017,@ South Fla.,W 3 - 0,3,1,0,0,1,,14,1,,8,,,,1,1.0,,
11/28/2017,"UNC Greensboro @ Athens, Ga.",W 3 - 0,3,1,0,0,1,,19,1,,8,,,,,1.0,,
11/29/2017,@ Georgia,L 0 - 3,3,1,0,0,1,,10,,,3,,,,,,,
