0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,@ Auburn,W 3 - 1,4,1,1,0,8,0.125,,,,2,,,,,1.0,,
08/27/2016,"Furman @ Auburn, Ala.",W 3 - 0,3,1,4,4,19,,1,,,6,1,,1,,4.5,1,
08/27/2016,Pacific,W 3 - 1,4,1,8,3,18,0.278,,,,6,,,,,8.0,,
09/02/2016,"Tennessee St. @ Manhattan, Kan.",W 3 - 0,2,1,3,2,8,0.125,,,,5,,,1,1,3.5,,
09/03/2016,@ Kansas St.,L 2 - 3,1,1,0,1,1,-1.000,,,,,,,,,,,
09/03/2016,"Michigan @ Manhattan, Kan.",L 1 - 3,2,1,0,1,4,-0.250,,,,,,,,,,,
09/08/2016,Kennesaw St.,W 3 - 2,3,1,7,2,20,0.250,,,,1,,,,,7.0,,
09/08/2016,Georgia St.,W 3 - 0,3,1,5,0,10,0.500,,,,2,,1,1,,6.5,,
09/09/2016,Georgia,W 3 - 0,,,,,,,,,,,,,,,,,
09/16/2016,@ Coastal Carolina,L 1 - 3,2,1,1,1,6,,,,,2,,,,1,1.0,,
09/16/2016,"North Florida @ Conway, SC",W 3 - 0,2,1,2,1,6,0.167,,,,,,,,,2.0,,
09/17/2016,@ Coastal Carolina,W 3 - 2,5,1,9,3,30,0.200,,1,1,6,,,,,10.0,,
09/23/2016,@ Pittsburgh,L 1 - 3,2,1,0,2,6,-0.333,,,,,,,,,,,
09/25/2016,@ Virginia Tech,W 3 - 1,2,1,1,0,2,0.500,,,,,,,,,1.0,,
09/30/2016,North Carolina,L 0 - 3,3,1,5,2,17,0.176,1,1,,6,2,,2,,7.0,,
10/02/2016,NC State,W 3 - 0,1,1,0,0,0,,,,,1,,,1,,0.5,,
10/05/2016,@ Clemson,W 3 - 0,3,1,4,3,7,0.143,1,,,1,,,1,,4.5,,
10/07/2016,@ Virginia,W 3 - 0,1,1,0,0,0,,,,,1,,,,,,,
10/14/2016,Boston College,W 3 - 1,2,1,1,0,2,0.500,,,,,,,,,1.0,,
10/16/2016,Syracuse,W 3 - 0,1,1,0,1,3,-0.333,,,,,,,,,,,
10/21/2016,@ Wake Forest,W 3 - 2,3,1,3,1,11,0.182,,1,,6,1,,,,4.0,,
10/23/2016,@ Duke,W 3 - 1,2,1,1,1,3,,,1,,,,,,,2.0,,
10/26/2016,Clemson,W 3 - 0,2,1,5,0,12,0.417,,,1,2,,,1,,5.5,,
10/28/2016,Virginia,W 3 - 0,2,1,0,1,1,-1.000,,,,2,,,,,,,
11/04/2016,Virginia Tech,W 3 - 0,1,1,3,1,6,0.333,,,,3,,,,,3.0,,
11/06/2016,Pittsburgh,L 1 - 3,3,1,0,0,1,,,1,,,,,,,1.0,,
11/11/2016,@ NC State,W 3 - 2,4,1,4,1,14,0.214,,,,9,,1,1,,5.5,,
11/12/2016,@ North Carolina,L 2 - 3,4,1,0,2,3,-0.667,,,,,,,,,,,
11/18/2016,Louisville,W 3 - 1,3,1,8,4,21,0.190,,1,,5,1,,1,,9.5,,
11/20/2016,Notre Dame,W 3 - 0,3,1,0,0,0,,,,1,1,,,,,,,
11/23/2016,@ Miami (FL),W 3 - 2,4,1,0,0,0,,,,1,1,,,,,,,
11/25/2016,@ Florida St.,L 2 - 3,4,1,0,0,3,,,,,,,,,,,,
