0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,Montana,W 3 - 0,3,1,,2,0,2,1.000,1,2,,1,,,,,4.0,,
08/30/2019,San Jose St.,W 3 - 0,3,1,,2,1,5,0.200,,3,1,1,,,3,,6.5,,
08/31/2019,Pacific,W 3 - 0,3,1,,4,1,10,0.300,,1,1,3,,,1,,5.5,,
09/03/2019,Sacramento St.,W 3 - 1,4,1,,5,4,12,0.083,,2,4,2,,,2,,8.0,,
09/06/2019,"Utah @ Orem, UT",L 0 - 3,3,1,,4,1,7,0.429,,1,1,2,,,2,,6.0,,
09/06/2019,@ Utah Valley,L 0 - 3,3,1,,2,3,11,-0.091,1,1,3,1,,,3,,4.5,,
09/07/2019,"Portland St. @ Orem, UT",W 3 - 0,3,1,,3,0,5,0.600,,2,4,2,,,1,,5.5,,
09/13/2019,@ South Dakota,L 0 - 3,3,1,,6,2,11,0.364,,1,2,3,,,3,,8.5,,
09/13/2019,"Iowa @ Vermillion, SD",L 1 - 3,4,1,,0,0,0,,,,,,,,,,,,
09/14/2019,"Wyoming @ Vermillion, SD",W 3 - 2,,,,,,,,,,,,,,,,,,
09/20/2019,"Fresno St. @ Bakersfield, CA",W 3 - 1,4,1,,5,0,11,0.455,,,3,,,,6,,8.0,,
09/21/2019,@ CSU Bakersfield,L 1 - 3,4,1,,8,2,16,0.375,1,,1,3,,1,1,1,9.5,,
09/21/2019,"San Francisco @ Bakersfield, CA",W 3 - 0,3,1,,5,0,9,0.556,1,1,1,1,,,1,,6.5,,
09/24/2019,UC Irvine,W 3 - 2,5,1,,4,0,9,0.444,1,2,2,1,,,3,,7.5,,
09/29/2019,UC Riverside,W 3 - 0,3,1,,4,1,9,0.333,,,1,1,,,4,1,6.0,,
10/04/2019,@ UC Santa Barbara,L 0 - 3,3,1,,3,2,10,0.100,1,2,1,,,,,,5.0,,
10/05/2019,@ Cal Poly,L 2 - 3,5,1,,5,1,10,0.400,,1,5,1,,2,1,,8.5,,
10/10/2019,Long Beach St.,W 3 - 2,5,1,,1,4,16,-0.188,,2,2,3,,,4,,5.0,,
10/13/2019,CSUN,W 3 - 2,5,1,,13,0,20,0.650,,1,4,1,,,1,,14.5,,
10/20/2019,@ Hawaii,L 2 - 3,5,1,,9,2,20,0.350,1,,3,,,1,5,,12.5,,
10/24/2019,UC Santa Barbara,L 0 - 3,3,1,,6,1,10,0.500,1,,1,,,1,3,,8.5,,
10/26/2019,Cal Poly,L 0 - 3,3,1,,5,2,9,0.333,,,3,2,,,1,,5.5,,
11/01/2019,@ CSUN,L 0 - 3,3,1,,2,1,8,0.125,,,2,3,,,3,,3.5,,
11/02/2019,@ Long Beach St.,W 3 - 2,5,1,,8,4,20,0.200,,1,4,,,1,5,,12.5,,
11/05/2019,Cal St. Fullerton,W 3 - 1,4,1,,10,0,16,0.625,,,3,,,,3,,11.5,,
11/08/2019,Hawaii,L 1 - 3,4,1,,9,4,24,0.208,1,1,,2,,1,1,1,11.5,,
11/15/2019,@ Cal St. Fullerton,W 3 - 0,3,1,,7,1,14,0.429,,,1,1,,,1,,7.5,,
11/16/2019,@ UC Irvine,W 3 - 1,2,1,,2,2,8,0.000,,,2,,,,1,,2.5,,
11/23/2019,@ UC Riverside,W 3 - 0,,,,,,,,,,,,,,,,,,
12/04/2019,"Tulsa @ Long Beach, CA",L 1 - 3,,,,,,,,,,,,,,,,,,
