0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,Savannah St.,W 3 - 0,3,1,2,1,4,0.250,,1,3,1,,2,2,,6.0,,
08/26/2017,N.C. A&T,W 3 - 2,5,1,11,3,24,0.333,2,3,2,3,,,4,,16.0,,
08/29/2017,@ Auburn,L 0 - 3,3,1,6,1,13,0.385,,1,1,1,,2,2,,10.0,,
09/01/2017,"Oregon St. @ Portland, Ore.",L 0 - 3,3,1,9,1,18,0.444,,,,1,,1,1,,10.5,,
09/01/2017,"Fresno St. @ Portland, Ore.",L 1 - 3,4,1,12,2,20,0.500,,1,2,4,,2,3,3,16.5,,
09/02/2017,@ Portland,L 0 - 3,3,1,7,2,15,0.333,,,,1,,,2,1,8.0,,
09/05/2017,South Alabama,L 0 - 3,3,1,13,1,20,0.600,,,2,1,,2,,,15.0,,
09/08/2017,Southeastern La.,L 2 - 3,5,1,14,8,29,0.207,,,1,6,,1,6,,18.0,,
09/09/2017,Jacksonville,W 3 - 2,5,1,5,2,18,0.167,,1,1,1,,,5,,8.5,,
09/09/2017,Western Caro.,W 3 - 1,4,1,16,3,29,0.448,,1,,5,,1,6,,21.0,,
09/15/2017,"North Florida @ New Orleans, La.",W 3 - 1,4,1,11,2,20,0.450,,1,1,2,,1,5,1,15.5,,
09/16/2017,"Northwestern St. @ New Orleans, La.",W 3 - 2,5,1,10,2,25,0.320,,1,2,5,,2,4,,15.0,,
09/16/2017,@ Tulane,L 0 - 3,3,1,8,1,18,0.389,,2,,2,,2,4,,14.0,,
09/19/2017,@ UAB,W 3 - 1,4,1,7,2,16,0.312,,,1,3,,,2,,8.0,,
09/22/2017,"Grambling @ Houston, Texas",W 3 - 0,3,1,9,0,15,0.600,1,3,,2,,1,6,,16.0,,
09/22/2017,"Southern U. @ Houston, Texas",W 3 - 2,5,1,11,3,23,0.348,,,1,1,,,3,2,12.5,,
09/23/2017,"Prairie View @ Houston, Texas",W 3 - 0,3,1,7,0,14,0.500,1,2,,1,,,1,,9.5,,
09/23/2017,"Ark.-Pine Bluff @ Houston, Texas",W 3 - 1,4,1,14,5,24,0.375,,1,1,6,,1,2,,17.0,,
09/24/2017,@ Texas Southern,W 3 - 1,4,1,5,5,11,,,2,3,2,,,2,,8.0,,
10/01/2017,Mississippi Val.,W 3 - 0,3,1,5,1,15,0.267,1,2,1,5,,1,4,,10.0,,
10/02/2017,Alcorn,W 3 - 0,3,1,5,1,8,0.500,,1,,3,,,2,,7.0,,
10/05/2017,@ Alabama A&M,W 3 - 0,3,1,5,4,13,0.077,,3,,3,,,,,8.0,,
10/09/2017,@ Jackson St.,W 3 - 1,4,1,15,0,23,0.652,3,,,1,,,2,,16.0,,
10/12/2017,Alabama,L 1 - 3,4,1,8,0,14,0.571,,,1,,,,3,,9.5,,
10/17/2017,@ Troy,L 0 - 3,3,1,7,1,15,0.400,,,3,1,,,3,,8.5,,
10/20/2017,Grambling,W 3 - 0,3,1,7,1,12,0.500,,2,,,1,,4,,11.0,,
10/20/2017,Southern U.,W 3 - 0,3,1,9,1,14,0.571,,,1,,,,3,,10.5,1,
10/21/2017,Ark.-Pine Bluff,W 3 - 0,3,1,12,3,21,0.429,,,,2,,,3,,13.5,,
10/21/2017,Prairie View,W 3 - 0,3,1,12,1,17,0.647,,,,1,,,4,,14.0,,
10/22/2017,Texas Southern,W 3 - 2,5,1,14,4,21,0.476,,,,2,,,2,,15.0,,
10/29/2017,@ Mississippi Val.,W 3 - 1,4,1,10,2,21,0.381,2,1,,4,,,1,,11.5,,
10/30/2017,@ Alcorn,W 3 - 0,3,1,5,1,8,0.500,,1,,4,,,2,,7.0,,
11/02/2017,Alabama A&M,W 3 - 0,3,1,7,0,18,0.389,,,,,,,3,,8.5,,
11/06/2017,Jackson St.,W 3 - 0,3,1,6,2,17,0.235,,2,,4,,,3,,9.5,,
11/08/2017,@ Florida A&M,L 2 - 3,5,1,9,1,16,0.500,2,,1,2,,1,3,2,11.5,,
11/17/2017,"Jackson St. @ Jackson, Miss.",W 3 - 1,4,1,8,2,14,0.429,,1,1,3,,1,6,,13.0,,
11/18/2017,"Ark.-Pine Bluff @ Jackson, Miss.",W 3 - 0,3,1,13,1,21,0.571,,,1,2,,,3,1,14.5,,
11/19/2017,"Texas Southern @ Jackson, Miss.",W 3 - 1,4,1,10,4,16,0.375,3,,,1,1,,4,,12.0,,
11/30/2017,@ Florida,L 0 - 3,3,1,2,4,16,-0.125,,,,1,,,1,,2.5,,
