0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,Ole Miss,W 3 - 0,,,,,,,,,,,,,,,,,,
08/25/2018,Oregon St.,L 2 - 3,,,,,,,,,,,,,,,,,,
08/25/2018,Virginia,W 3 - 1,,1,1,2,0,3,0.667,,,,,,,,,2.0,,
08/29/2018,@ UNI,W 3 - 0,,,,,,,,,,,,,,,,,,
08/31/2018,"Gonzaga @ Missoula, Mont.",W 3 - 1,,3,1,4,3,11,0.091,,,,1,,,,,4.0,,
08/31/2018,@ Montana,W 3 - 0,,,,,,,,,,,,,,,,,,
09/01/2018,"Utah @ Missoula, Mont.",L 0 - 3,,1,1,0,0,0,,,,,,,,,,,,
09/07/2018,@ Creighton,L 1 - 3,,2,1,3,1,11,0.182,,,,,,,,1,3.0,,
09/08/2018,"Wichita St. @ Omaha, Neb.",W 3 - 1,,4,1,10,1,23,0.391,,1,1,4,,,4,,13.0,,
09/09/2018,@ Nebraska,L 0 - 3,,3,1,6,3,25,0.120,,,2,5,1,,2,,7.0,,
09/13/2018,Wyoming,W 3 - 0,,2,1,3,1,12,0.167,,,1,,,,1,1,3.5,,
09/14/2018,Iowa,L 1 - 3,,4,1,11,6,34,0.147,,,1,3,,1,2,,13.0,,
09/16/2018,Syracuse,L 2 - 3,,5,1,13,5,51,0.157,,,3,4,,,3,,14.5,,
09/19/2018,@ West Virginia,W 3 - 1,,4,1,19,1,33,0.545,,,,2,1,,4,,21.0,1,
09/22/2018,Baylor,L 2 - 3,,5,1,8,6,36,0.056,,,1,3,,,1,,8.5,,
09/28/2018,@ Texas Tech,L 1 - 3,,4,1,8,5,22,0.136,,,2,4,,,2,,9.0,,
10/03/2018,Oklahoma,L 1 - 3,,4,1,6,6,31,,,,,2,,,1,,6.5,,
10/06/2018,@ Texas,L 0 - 3,,3,1,10,3,17,0.412,,,1,1,,,1,2,10.5,1,
10/10/2018,@ Kansas St.,W 3 - 1,,4,1,13,2,32,0.344,,,2,4,,1,1,1,14.5,,
10/13/2018,TCU,W 3 - 0,,3,1,9,0,20,0.450,,1,2,7,,1,5,,13.5,,
10/20/2018,@ Kansas,W 3 - 0,,3,1,4,4,13,,,1,1,3,1,,,,5.0,,
10/24/2018,Texas,L 0 - 3,,3,1,4,2,19,0.105,,,,5,,,1,,4.5,,
10/26/2018,Kansas St.,W 3 - 1,,4,1,13,3,32,0.312,1,,1,6,,,,,13.0,,
11/03/2018,@ TCU,L 1 - 3,,4,1,13,6,34,0.206,,1,2,9,1,,2,,15.0,,
11/07/2018,@ Baylor,L 1 - 3,,4,1,7,4,23,0.130,,1,1,2,,,,,8.0,,
11/10/2018,West Virginia,W 3 - 1,,4,1,10,4,27,0.222,,1,,8,,,1,,11.5,,
11/14/2018,@ Oklahoma,W 3 - 0,,3,1,7,3,19,0.211,,1,1,6,,,,,8.0,,
11/21/2018,Kansas,W 3 - 0,,3,1,3,3,17,,,,,4,,,1,,3.5,,
11/23/2018,Texas Tech,W 3 - 0,,3,1,9,0,16,0.562,,1,1,6,,,2,1,11.0,,
11/29/2018,Drake,W 3 - 0,,3,1,6,2,18,0.222,,,2,3,,,2,,7.0,,
11/30/2018,Bradley,W 3 - 0,,3,1,9,4,23,0.217,,1,,4,,1,1,,11.5,,
12/05/2018,North Texas,W 3 - 1,,4,1,11,5,31,0.194,,,,3,,,1,,11.5,,
12/08/2018,UNLV,W 3 - 1,,4,1,5,4,28,0.036,,,3,5,,,3,,6.5,,
12/11/2018,Tulane,W 3 - 0,,3,1,14,2,29,0.414,,1,,3,,,1,1,15.5,,
