0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,"Bradley @ Charleston, Il",L 1 - 3,1,1,0,2,2,-1.000,,,,,,,,,,,
08/26/2017,"Green Bay @ Charleston, Ill.",L 1 - 3,,,,,,,,,,,,,,,,,
08/26/2017,@ Eastern Ill.,L 2 - 3,1,1,0,2,3,-0.667,,,1,,1,,,,,,
09/01/2017,"UT Martin @ Conway, Ark.",W 3 - 0,1,1,0,0,0,,1,,,,,,,,,,
09/01/2017,@ Central Ark.,L 0 - 3,,,,,,,,,,,,,,,,,
09/02/2017,"Little Rock @ Conway, Ark.",W 3 - 0,2,1,4,0,7,0.571,,,,,,,,,4.0,,
09/08/2017,"Sam Houston St. @ Ruston, La.",W 3 - 2,4,1,12,3,28,0.321,1,,,2,1,,3,,13.5,,
09/08/2017,@ Louisiana Tech,L 1 - 3,4,1,16,3,33,0.394,2,1,,3,1,,,,17.0,,
09/09/2017,"Ark.-Pine Bluff @ Ruston, La.",W 3 - 0,3,1,12,0,18,0.667,,,,1,,,1,,12.5,,
09/15/2017,ULM,W 3 - 0,3,1,12,4,32,0.250,,,2,10,,,1,1,12.5,,
09/15/2017,Nicholls St.,W 3 - 0,3,1,12,6,37,0.162,1,,3,14,1,,,2,12.0,,
09/16/2017,UT Martin,W 3 - 1,4,1,10,6,29,0.138,2,,,4,,,1,,10.5,,
09/22/2017,@ UConn,L 1 - 3,4,1,6,7,21,-0.048,,,1,6,1,,1,,6.5,,
09/24/2017,@ Temple,L 0 - 3,1,1,2,2,11,,,,,3,,,1,,2.5,,
09/29/2017,UCF,L 2 - 3,5,1,15,8,52,0.135,1,,2,15,1,,1,,15.5,,
10/01/2017,South Fla.,L 2 - 3,4,1,8,7,32,0.031,1,,,10,2,,4,1,10.0,,
10/06/2017,@ Houston,L 0 - 3,1,1,1,1,4,,,,,2,2,,,,1.0,,
10/13/2017,Tulsa,L 1 - 3,4,1,10,7,25,0.120,,,,2,1,,3,,11.5,,
10/15/2017,SMU,L 0 - 3,3,1,8,7,36,0.028,1,,,3,2,,1,1,8.5,,
10/17/2017,@ Tulane,W 3 - 2,5,1,11,7,29,0.138,,,,4,,,1,,11.5,,
10/20/2017,East Carolina,L 0 - 3,2,1,2,2,9,,,,,2,,,,,2.0,,
10/22/2017,Cincinnati,L 0 - 3,,,,,,,,,,,,,,,,,
10/27/2017,@ South Fla.,L 1 - 3,1,1,2,0,4,0.500,,,,,,,,,2.0,,
10/29/2017,@ UCF,L 0 - 3,2,1,1,1,7,,,,,1,,,,,1.0,,
11/03/2017,Temple,W 3 - 2,4,1,8,3,27,0.185,,,,2,,,2,1,9.0,,
11/05/2017,UConn,L 2 - 3,5,1,7,4,21,0.143,,,,1,,,6,,10.0,,
11/10/2017,@ Cincinnati,L 0 - 3,3,1,2,2,7,,,,,,,,1,,2.5,,
11/12/2017,@ East Carolina,L 0 - 3,3,1,7,5,16,0.125,,,,,,,1,,7.5,,
11/17/2017,@ SMU,L 0 - 3,3,1,12,3,27,0.333,1,1,2,8,2,,1,,13.5,,
11/19/2017,@ Tulsa,W 3 - 1,4,1,15,6,40,0.225,1,,1,19,1,,2,,16.0,,
11/22/2017,Wichita St.,L 0 - 3,3,1,2,4,23,-0.087,,,2,5,1,,1,,2.5,,
11/24/2017,@ Wichita St.,L 0 - 3,3,1,5,4,19,0.053,,,1,9,,,,,5.0,,
