Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Manriquez, Rachel",Sr,DS,5-6,107,0,107,29.0,2.0,2,0,7,0.28600000000000003,63.0,10.0,7.0,281.0,18.0,,,,12.0,,
2,"Anderson, Paige",Fr,MB,6-2,107,0,107,29.0,29.0,176,77,416,0.23800000000000002,8.0,3.0,10.0,24.0,1.0,9.0,75.0,7.0,225.5,1.0,
15,"Kelly, Emma",Sr,DS,5-8,106,0,106,29.0,12.0,4,2,14,0.14300000000000002,17.0,20.0,33.0,205.0,16.0,,,,24.0,2.0,
8,"Enneking, Alyssa",Jr,OPP,5-11,106,0,106,29.0,28.0,445,156,1257,0.23,25.0,13.0,20.0,312.0,35.0,5.0,40.0,6.0,483.0,,
11,"Drescher, Madison",Jr,OPP,6-2,103,0,103,29.0,16.0,298,179,789,0.151,6.0,2.0,4.0,61.0,9.0,2.0,31.0,5.0,317.5,1.0,
25,"Miller, Morgan",Jr,S,6-0,101,0,101,28.0,24.0,179,130,500,0.098,267.0,21.0,36.0,193.0,12.0,4.0,34.0,8.0,221.0,12.0,1.0
4,"Morikawa, Kira",Fr,DS,5-7,95,0,95,29.0,,1,0,1,1.0,19.0,5.0,14.0,188.0,10.0,,,,6.0,,
17,"Alford, Audrey",Jr,S,5-9,89,0,89,24.0,24.0,18,8,51,0.196,835.0,11.0,4.0,179.0,2.0,1.0,11.0,2.0,35.5,9.0,
14,"Atherton, Leslie",Sr,MB,6-2,66,0,66,20.0,18.0,38,21,112,0.152,2.0,,,8.0,1.0,2.0,42.0,3.0,61.0,1.0,
6,"Dibble, Erin",So,OH,6-2,66,0,66,26.0,9.0,74,57,270,0.063,1.0,1.0,4.0,22.0,,3.0,31.0,7.0,93.5,1.0,
10,"Maras, Sarah",Fr,OH,6-1,65,0,65,23.0,12.0,63,33,191,0.157,6.0,1.0,13.0,22.0,4.0,6.0,40.0,5.0,90.0,,
13,"Sanders, Sarah",Fr,OH,6-4,26,0,26,13.0,,25,16,77,0.11699999999999999,,,,9.0,,3.0,11.0,3.0,33.5,,
12,"Woody, Valerie",Jr,DS,5-4,6,0,6,6.0,,0,0,0,,,1.0,1.0,,1.0,,,,1.0,,
5,"Hogan, Hali'A",Fr,MB,5-11,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,13,9.0,,0,0,0,,6.0,,,,8.0,,,,,,
-,Totals,-,-,-,-,-,107,,,1323,679,3685,0.175,1255.0,88.0,146.0,1504.0,117.0,35.0,315.0,46.0,1603.5,27.0,
-,Opponent Totals,-,-,-,-,-,107,,,1453,506,3705,0.256,1335.0,117.0,223.0,1436.0,88.0,44.0,482.0,54.0,1855.0,33.0,
