Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
5,"Mongan, Kailynn",Fr,DS,5-5,112,0,112,30.0,18.0,1,2,4,-0.25,12.0,18.0,34.0,249.0,16.0,,,,19.0,1.0,
11,"Olsen, Mikelyn",Sr,DS,5-6,112,0,112,30.0,,2,0,11,0.182,86.0,22.0,26.0,467.0,27.0,,,,24.0,,
8,"Dore, Jenn",So,S,5-10,112,0,112,30.0,30.0,46,20,137,0.19,1307.0,25.0,29.0,216.0,,5.0,56.0,10.0,104.0,16.0,
12,"Wallenberger, Bridget",So,MB,6-2,112,0,112,30.0,30.0,417,132,918,0.31,4.0,20.0,24.0,63.0,1.0,25.0,93.0,10.0,508.5,1.0,
9,"Kalous, Jessica",Sr,MB,6-2,111,0,111,30.0,29.0,235,85,527,0.285,2.0,,,23.0,1.0,12.0,68.0,12.0,281.0,3.0,
14,"Wilks, Kylie",So,OH,5-8,111,0,111,30.0,30.0,285,116,799,0.212,28.0,20.0,15.0,326.0,51.0,,27.0,1.0,318.5,1.0,
10,"Uselding, Lexie",So,DS,5-8,106,0,106,30.0,10.0,21,14,109,0.064,7.0,17.0,29.0,226.0,10.0,,,,38.0,,
17,"Schultz, Caitlin",Jr,OH,6-4,103,0,103,30.0,18.0,296,160,823,0.165,1.0,,,11.0,,8.0,23.0,3.0,315.5,,
3,"Kiekhofer, Louise",So,OH,5-9,56,0,56,22.0,3.0,85,57,312,0.09,3.0,1.0,1.0,29.0,2.0,2.0,10.0,3.0,93.0,,
4,"Heilemann, Carmen",Fr,MB,6-0,54,0,54,20.0,5.0,78,36,199,0.21100000000000002,2.0,,1.0,19.0,,4.0,25.0,3.0,94.5,,
2,"Mroczenski, Makenzie",Fr,MB,6-2,37,0,37,16.0,,35,21,103,0.136,,,,3.0,,2.0,13.0,1.0,43.5,,
6,"Kartalovic, Sara",Jr,RS,6-4,31,0,31,12.0,4.0,23,21,93,0.022000000000000002,,,,6.0,,1.0,17.0,3.0,32.5,,
1,"Miller, Jenna",Fr,MB,5-10,20,0,20,10.0,3.0,10,2,33,0.242,1.0,,,7.0,,1.0,3.0,,12.5,,
-,TEAM,-,-,-,-,-,25,17.0,,0,0,0,,,,,,23.0,,,,,,
-,Totals,-,-,-,-,-,112,,,1534,666,4068,0.213,1453.0,123.0,159.0,1645.0,131.0,60.0,335.0,46.0,1884.5,22.0,
-,Opponent Totals,-,-,-,-,-,112,,,1466,541,3899,0.237,1387.0,132.0,186.0,1554.0,122.0,45.0,524.0,47.0,1905.0,21.0,
