Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
10,"Griffin, Rachel",Sr,S,5-10,120,0,120,32.0,32.0,74,18,207,0.271,1216.0,22.0,10.0,323.0,,5.0,35.0,3.0,118.5,22.0,
3,"Bindernagel, Stephanie",Sr,L/DS,5-7,120,0,120,32.0,,0,4,7,-0.5710000000000001,79.0,24.0,50.0,547.0,22.0,,,,24.0,3.0,
4,"Peterson, Sarah",Sr,OH,6-0,117,0,117,32.0,30.0,259,97,862,0.188,10.0,10.0,3.0,177.0,27.0,6.0,34.0,5.0,292.0,,
12,"Gross, Laura",Jr,OH,5-10,117,0,117,31.0,31.0,394,171,1331,0.168,27.0,21.0,32.0,446.0,26.0,6.0,31.0,2.0,436.5,2.0,
14,"Kawa, Cassie",Jr,MB,6-0,116,0,116,31.0,31.0,260,91,565,0.299,4.0,,,21.0,,7.0,57.0,8.0,295.5,,
15,"White, Nikkie",Fr,OH,6-1,115,0,115,32.0,26.0,239,110,743,0.174,3.0,18.0,32.0,127.0,,8.0,67.0,4.0,298.5,3.0,
13,"York, Jade",So,L/DS,5-5,107,0,107,29.0,4.0,0,2,7,-0.28600000000000003,19.0,2.0,2.0,159.0,22.0,,,,2.0,,
9,"Johnson, Damadj",So,MB,6-0,107,0,107,30.0,28.0,203,94,536,0.203,3.0,,3.0,22.0,1.0,12.0,98.0,18.0,264.0,3.0,
5,"Carenza, Chloe",Fr,L/DS,5-4,74,0,74,26.0,2.0,0,0,0,,7.0,10.0,29.0,49.0,9.0,,,1.0,10.0,1.0,
32,"Hemmen, Paige",So,L/DS,5-8,66,0,66,20.0,1.0,0,0,0,,1.0,3.0,10.0,26.0,,,,,3.0,,
16,"Lueck, Halle",Sr,S,5-9,40,0,40,15.0,,0,1,1,-1.0,5.0,2.0,,50.0,,,,,2.0,,
11,"Toombs, Alex",So,MH,6-1,26,0,26,11.0,5.0,24,4,69,0.29,2.0,,3.0,6.0,,,14.0,1.0,31.0,,
6,"Wilkins, Lindsey",Fr,OH,6-0,22,0,22,13.0,,29,16,75,0.17300000000000001,1.0,,,7.0,,,4.0,2.0,31.0,,
2,"Basan, Kelcie",So,L/DS,5-6,21,0,21,10.0,1.0,0,0,1,0.0,2.0,1.0,2.0,7.0,2.0,,,,1.0,,
8,"Morozoff, Rhiannon",So,OH,5-11,8,0,8,5.0,1.0,2,5,22,-0.136,1.0,,,5.0,,,,,2.0,,
1,"Macek, Makenzie",Sr,OH,6-1,2,0,2,2.0,,0,0,0,,2.0,,1.0,1.0,,,,,,,
-,TEAM,-,-,-,-,-,24,19.0,,0,0,0,,,,,,21.0,,,,,,
-,Totals,-,-,-,-,-,120,,,1484,613,4426,0.19699999999999998,1382.0,113.0,177.0,1973.0,130.0,44.0,340.0,44.0,1811.0,34.0,
-,Opponent Totals,-,-,-,-,-,120,,,1715,603,4594,0.242,1601.0,131.0,203.0,2000.0,113.0,61.0,305.0,33.0,2059.5,46.0,
