Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Anderson, Brittany",Fr,S,5-11,117,0,117,33.0,33.0,64,19,201,0.22399999999999998,1235.0,20.0,25.0,328.0,1.0,6.0,67.0,11.0,123.5,11.0,
7,"Cookerly, Rylee",Fr,L,5-2,117,0,117,33.0,,5,3,17,0.11800000000000001,89.0,26.0,34.0,686.0,32.0,,,,31.0,1.0,
10,"Ketcham, Allison",Jr,OH,5-10,117,0,117,33.0,33.0,242,101,1046,0.135,30.0,19.0,10.0,499.0,30.0,3.0,32.0,7.0,280.0,,
12,"Graboski, Taylor",Sr,MH,6-1,117,0,117,33.0,32.0,336,113,857,0.26,16.0,14.0,41.0,71.0,1.0,24.0,85.0,12.0,416.5,2.0,
3,"Carlson, Katherine",Jr,OH,5-11,117,0,117,33.0,33.0,306,132,1076,0.162,26.0,41.0,33.0,433.0,30.0,3.0,27.0,7.0,363.5,2.0,
5,"Bronner, Sydney",Jr,MH,6-1,111,0,111,32.0,32.0,209,73,545,0.25,6.0,,1.0,35.0,1.0,23.0,87.0,6.0,275.5,3.0,
8,"Brown, Alana",So,DS,5-5,94,0,94,31.0,,0,0,1,0.0,8.0,5.0,15.0,107.0,10.0,,,,5.0,,
16,"Cummings, Ally",Fr,RS,5-11,69,0,69,22.0,16.0,132,62,454,0.154,5.0,6.0,3.0,88.0,,6.0,34.0,2.0,161.0,,
11,"Bulmahn, Jaclyn",Fr,OH,6-0,55,0,55,28.0,2.0,61,29,250,0.128,2.0,5.0,4.0,23.0,1.0,1.0,9.0,5.0,71.5,,
2,"Flynders, Melissa",Fr,OH,5-8,54,0,54,20.0,1.0,1,2,15,-0.067,6.0,7.0,18.0,61.0,4.0,,,,8.0,1.0,
17,"McCarthy, Peyton",Fr,MH,6-1,48,0,48,23.0,7.0,78,27,190,0.268,1.0,,1.0,3.0,,2.0,14.0,5.0,87.0,,
6,"Zaleski, Lizzie",Jr,S,6-0,41,0,41,19.0,8.0,75,31,207,0.213,8.0,,,9.0,,1.0,10.0,4.0,81.0,3.0,
13,"Currier, Kayla",Jr,MH,6-0,5,0,5,3.0,1.0,6,2,11,0.364,,,,,1.0,1.0,3.0,,8.5,,
-,TEAM,-,-,-,-,-,20,17.0,,0,0,0,,,,,,18.0,,,,,,
-,Totals,-,-,-,-,-,117,,,1515,594,4870,0.18899999999999997,1432.0,143.0,185.0,2343.0,129.0,70.0,368.0,59.0,1912.0,23.0,
-,Opponent Totals,-,-,-,-,-,117,,,1591,732,4934,0.174,1506.0,129.0,196.0,2427.0,143.0,46.0,374.0,50.0,1953.0,55.0,
