Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
7,"Gillcrist, Marie",Sr,MB,6-0,107,0,107,28.0,28.0,234,80,521,0.29600000000000004,12.0,32.0,58.0,54.0,,10.0,137.0,12.0,344.5,1.0,
10,"Lunde Fossdal, Live",Fr,OH,6-0,107,0,107,28.0,28.0,253,134,858,0.139,10.0,23.0,32.0,209.0,45.0,4.0,54.0,5.0,307.0,,
8,"Pick, Lauren",Jr,S,5-9,107,0,107,28.0,28.0,29,17,111,0.10800000000000001,925.0,22.0,38.0,235.0,1.0,3.0,63.0,13.0,85.5,47.0,
20,"Wolfe, Kylee",Sr,OH,6-0,106,0,106,28.0,28.0,223,135,890,0.099,10.0,33.0,42.0,226.0,22.0,1.0,40.0,3.0,277.0,,
14,"Blaze, Jessie",Sr,L/DS,5-7,105,0,105,28.0,5.0,0,1,8,-0.125,61.0,19.0,24.0,376.0,45.0,,,,19.0,,
3,"McGuire, Jenna",So,MB,6-0,102,0,102,28.0,27.0,169,81,422,0.209,,,,24.0,2.0,6.0,68.0,14.0,209.0,1.0,
12,"Cox, Rachel Lynne",Sr,OH,5-11,94,0,94,27.0,14.0,171,86,542,0.157,3.0,,4.0,89.0,3.0,1.0,43.0,3.0,193.5,1.0,
16,"Budinich, Olivia",Jr,DS,5-6,81,0,81,22.0,7.0,1,1,9,0.0,22.0,18.0,19.0,213.0,14.0,,1.0,,19.5,,
4,"Roberts, Sam",Sr,RS,5-11,33,0,33,16.0,3.0,43,29,133,0.105,,1.0,,7.0,,,15.0,2.0,51.5,,
5,"Ell, Annie",Fr,S,5-8,25,0,25,12.0,,0,0,1,0.0,45.0,5.0,6.0,20.0,,,,1.0,5.0,4.0,
15,"Chaplinsky, Claire",Fr,OH,6-0,21,0,21,11.0,,23,16,60,0.11699999999999999,1.0,1.0,11.0,21.0,2.0,,1.0,,24.5,,
1,"Brown, Hazel",So,OH,6-0,15,0,15,10.0,,5,5,26,0.0,3.0,,5.0,13.0,2.0,,1.0,,5.5,,
13,"Montgomery, Kelsey",Fr,MB,6-2,13,0,13,7.0,,11,2,26,0.34600000000000003,,,,1.0,,,7.0,,14.5,,
2,"Keisle, Mckenzie",Jr,OH,5-11,9,0,9,7.0,,18,10,46,0.174,,1.0,1.0,5.0,,,1.0,,19.5,,
6,"Connors, Sage",Fr,MB,6-0,2,0,2,2.0,,0,0,0,,1.0,,,1.0,,,,,,,
-,TEAM,-,-,-,-,-,15,11.0,,0,0,0,,,,,,7.0,,,,,,
-,Totals,-,-,-,-,-,107,,,1180,597,3653,0.16,1093.0,155.0,240.0,1494.0,143.0,25.0,431.0,53.0,1575.5,54.0,
-,Opponent Totals,-,-,-,-,-,107,,,1289,627,3641,0.182,1201.0,143.0,240.0,1599.0,155.0,34.0,396.0,66.0,1664.0,18.0,
