Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
16,"Lofton, Deyshia",So,MB,6-2,112,0,112,32.0,32.0,252,83,509,0.332,5.0,8.0,33.0,40.0,,23.0,83.0,13.0,324.5,2.0,
1,"Brisack, Victoria",So,S,6-0,112,0,112,32.0,32.0,55,13,142,0.29600000000000004,1173.0,34.0,45.0,227.0,1.0,2.0,29.0,8.0,105.5,20.0,
14,"Asdell, Elizabeth",Jr,RS,6-3,111,0,111,32.0,28.0,261,95,586,0.28300000000000003,3.0,,,32.0,,2.0,60.0,2.0,293.0,2.0,
2,"Huybers, Hayden",So,MB,6-1,109,0,109,32.0,31.0,172,68,416,0.25,1.0,,,12.0,1.0,7.0,57.0,,207.5,,
4,"Lebo, Bayli",Fr,DS,5-7,107,0,107,32.0,6.0,3,5,46,-0.043,28.0,22.0,11.0,209.0,19.0,,,,25.0,,
12,"Fogg, Samantha",Jr,DS,5-6,105,0,105,31.0,5.0,1,1,3,0.0,25.0,24.0,31.0,187.0,31.0,,,,25.0,,
8,"Koors, Meaghan",So,DS,5-8,97,0,97,31.0,1.0,9,8,35,0.028999999999999998,39.0,16.0,32.0,247.0,32.0,,,,25.0,2.0,
17,"Beerman, Kendall",So,OH,6-2,91,0,91,29.0,27.0,277,131,778,0.188,7.0,20.0,37.0,196.0,24.0,7.0,16.0,8.0,312.0,1.0,
22,"Malloy, Kamryn",Fr,OH,6-0,71,0,71,26.0,10.0,136,89,408,0.115,7.0,7.0,24.0,91.0,16.0,2.0,12.0,1.0,151.0,2.0,
7,"Leish, Jessica",Sr,OH,6-1,66,0,66,25.0,14.0,131,63,403,0.16899999999999998,2.0,3.0,4.0,23.0,4.0,1.0,11.0,1.0,140.5,,
27,"Meehan, Nora",Fr,DS,5-6,60,0,60,27.0,1.0,2,1,4,0.25,19.0,8.0,30.0,104.0,5.0,,,,10.0,1.0,
3,"Badowski, Ally",So,OH,6-0,33,0,33,17.0,4.0,62,28,177,0.192,,,5.0,14.0,4.0,1.0,8.0,5.0,67.0,,
6,"Parker, Alexis",Fr,OH,5-11,24,0,24,13.0,1.0,53,22,132,0.235,,1.0,3.0,29.0,2.0,,7.0,2.0,57.5,,
3,"Ostach, Kristen",Sr,MH,6-0,8,0,8,7.0,,1,0,8,0.125,,,,,,,3.0,,2.5,,
5,"Lasry, Nitzan",Fr,S,5-7,3,0,3,1.0,,0,1,1,-1.0,13.0,1.0,3.0,2.0,,,,,1.0,,
18,"Admire, Jessica",Jr,OH,5-10,2,0,2,2.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,18,14.0,,0,0,0,,,,,,18.0,,,,,,
-,Totals,-,-,-,-,-,112,,,1415,608,3648,0.221,1322.0,144.0,258.0,1413.0,157.0,45.0,286.0,40.0,1747.0,30.0,
-,Opponent Totals,-,-,-,-,-,112,,,1414,474,3484,0.27,1302.0,157.0,223.0,1387.0,144.0,59.0,411.0,60.0,1835.5,17.0,
