Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Sydlik, Luisa",So,S,5-10,124,0,124,32.0,31.0,53,15,150,0.253,1358.0,26.0,40.0,292.0,,1.0,57.0,3.0,108.5,28.0,
10,"Rucli, Michela",Jr,MB,6-1,120,0,120,32.0,31.0,249,75,520,0.335,2.0,,,13.0,4.0,18.0,113.0,10.0,323.5,3.0,
23,"Denham, Caylie",Jr,L,5-2,119,0,119,31.0,3.0,0,1,6,-0.16699999999999998,66.0,25.0,24.0,388.0,25.0,,,,25.0,1.0,
1,"Masciullo, Laura",So,RS,6-0,119,0,119,31.0,30.0,446,181,1266,0.209,15.0,30.0,77.0,226.0,27.0,6.0,61.0,7.0,512.5,1.0,
15,"Ortiz, Ivania",Fr,OH,5-9,118,0,118,32.0,22.0,281,141,819,0.171,31.0,48.0,69.0,308.0,18.0,1.0,21.0,10.0,340.5,2.0,
9,"Maring, Sanne",Fr,MB,6-2,117,0,117,31.0,28.0,151,46,358,0.293,5.0,5.0,25.0,28.0,2.0,8.0,135.0,9.0,231.5,,
7,"Perez, Nanishka",Jr,OH,6-0,112,0,112,32.0,21.0,74,42,291,0.11,17.0,39.0,35.0,248.0,29.0,,14.0,,120.0,,
2,"Martinovic, Ana",Fr,OH,6-0,85,0,85,30.0,6.0,51,24,184,0.147,11.0,19.0,28.0,101.0,11.0,,11.0,3.0,75.5,3.0,
12,"Price, Emma",Fr,RS,6-2,78,0,78,24.0,,181,58,444,0.27699999999999997,1.0,,,23.0,1.0,1.0,41.0,1.0,202.5,,
5,"Bogoje, Doris",Jr,MB,6-2,66,0,66,26.0,13.0,105,43,292,0.212,2.0,,,23.0,,,63.0,,136.5,1.0,
16,"Van Fleet, Julia",Fr,DS,5-7,46,0,46,14.0,1.0,0,0,0,,9.0,5.0,17.0,103.0,4.0,,,,5.0,,
18,"Figueroa, Paola",Sr,OH,5-10,33,0,33,15.0,2.0,9,7,27,0.07400000000000001,,3.0,21.0,15.0,,,,,12.0,,
21,"Parkas, Alexandra",Fr,DS,5-3,24,0,24,10.0,1.0,0,0,0,,1.0,8.0,18.0,15.0,1.0,,,,8.0,,
26,"Russell, Hanna",So,MB,5-10,15,0,15,10.0,3.0,12,6,35,0.171,2.0,,,2.0,,1.0,13.0,1.0,19.5,,
6,"Krakovic, Dubravka",Fr,MB,6-0,11,0,11,5.0,,8,2,22,0.273,,,2.0,,,,5.0,,10.5,,
11,"Randolph, Malia",So,S,5-8,1,0,1,1.0,,0,0,1,0.0,,,,,,,,,,,
-,TEAM,-,-,-,-,-,16,13.0,,0,0,0,,,,,,16.0,,,,,,
-,Totals,-,-,-,-,-,125,,,1620,641,4415,0.222,1520.0,208.0,356.0,1785.0,138.0,36.0,534.0,44.0,2131.0,39.0,
-,Opponent Totals,-,-,-,-,-,125,,,1423,686,4188,0.17600000000000002,1340.0,138.0,176.0,1905.0,208.0,45.0,423.0,53.0,1817.5,42.0,
