Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
19,"Kayongo, Rachel",Jr,MB,6-0,133,0,133,36.0,35.0,341,133,889,0.23399999999999999,22.0,21.0,42.0,185.0,39.0,2.0,40.0,5.0,384.0,3.0,
15,"Babic, Lucia",Jr,OH,5-10,130,0,130,35.0,32.0,368,101,882,0.303,46.0,57.0,87.0,291.0,2.0,6.0,60.0,12.0,461.0,4.0,
1,"Vujosevic, Iva",So,DS,5-11,128,0,128,35.0,32.0,411,130,1075,0.261,33.0,59.0,70.0,300.0,34.0,6.0,32.0,4.0,492.0,,
8,"Jankovic, Maja",Jr,L,5-7,126,0,126,35.0,2.0,1,0,17,0.059000000000000004,89.0,28.0,50.0,419.0,28.0,,,,29.0,1.0,
5,"Serea, Mere",Sr,OH,6-3,112,0,112,34.0,25.0,134,41,308,0.302,2.0,,5.0,13.0,2.0,24.0,88.0,19.0,202.0,,
7,"Blazevic, Ivana",So,DS,6-1,103,0,103,30.0,23.0,70,21,176,0.278,870.0,45.0,51.0,153.0,5.0,2.0,36.0,7.0,135.0,48.0,
30,"Polk, Alana",Sr,OH,6-2,103,0,103,29.0,21.0,124,42,278,0.295,2.0,20.0,31.0,66.0,5.0,11.0,64.0,5.0,187.0,,
3,"Valentova, Eva",Fr,OH,5-7,85,0,85,31.0,2.0,19,10,87,0.10300000000000001,13.0,11.0,9.0,125.0,18.0,,2.0,,31.0,2.0,
21,"Fink, Kirstin",Sr,S,5-11,78,0,78,28.0,7.0,68,19,132,0.371,16.0,6.0,12.0,22.0,,4.0,29.0,6.0,92.5,5.0,
35,"Okesanjo, Sola",Fr,MB,6-2,78,0,78,31.0,19.0,60,36,158,0.152,2.0,1.0,3.0,5.0,,7.0,28.0,5.0,82.0,,
10,"Sowells, Koya",Jr,DS,5-4,78,0,78,34.0,,1,1,7,0.0,10.0,5.0,9.0,41.0,11.0,,,,6.0,,
6,"Machado, Carolina",Jr,S,5-7,65,0,65,27.0,12.0,29,11,78,0.231,388.0,15.0,21.0,105.0,1.0,,11.0,4.0,49.5,22.0,
23,"Brown-Samuels, Kiyah",Fr,DS,5-7,3,0,3,3.0,,0,0,1,0.0,,,1.0,,2.0,,,,,,
-,TEAM,-,-,-,-,-,48,19.0,,0,0,0,,,,,,12.0,,,,,,
-,Totals,-,-,-,-,-,134,,,1626,545,4088,0.264,1493.0,268.0,391.0,1725.0,159.0,62.0,390.0,67.0,2151.0,85.0,
-,Opponent Totals,-,-,-,-,-,134,,,1381,767,4130,0.149,1268.0,159.0,305.0,1684.0,268.0,40.0,259.0,51.0,1709.5,53.0,
