Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
4,"Rose, Emma",Jr,S,5-9,133,0,133,34.0,29.0,27,17,100,0.1,1127.0,39.0,53,202.0,3.0,3.0,17.0,3.0,77.5,16.0,
9,"Smith, Jamie",Fr,S,5-11,133,0,133,34.0,34.0,332,165,886,0.188,216.0,29.0,50,255.0,11.0,9.0,80.0,7.0,410.0,12.0,
13,"Cole, Taylor",Fr,L/DS,5-9,133,0,133,34.0,1.0,4,5,18,-0.055999999999999994,22.0,31.0,59,232.0,32.0,,,,35.0,,
3,"Archibald, Claire",Jr,OH,5-10,132,0,132,34.0,33.0,485,246,1294,0.185,22.0,61.0,86,358.0,27.0,5.0,33.0,4.0,567.5,2.0,
15,"Connolly, Tess",So,OH,5-11,131,0,131,34.0,34.0,279,141,907,0.152,26.0,26.0,35,284.0,39.0,3.0,32.0,7.0,324.0,2.0,
2,"Russo, Alexandra",So,L/DS,5-2,127,0,127,34.0,1.0,0,3,6,-0.5,40.0,22.0,35,217.0,49.0,,,,22.0,1.0,
18,"Bonsignore, Mia",Jr,MB,5-11,117,0,117,31.0,26.0,226,70,573,0.272,8.0,1.0,2,24.0,1.0,15.0,78.0,7.0,281.0,,
5,"Darnaby, Kassandra",Sr,OH,5-11,94,0,94,32.0,5.0,47,35,177,0.068,4.0,2.0,2,39.0,6.0,2.0,23.0,6.0,62.5,,
23,"Johnson, Karla",So,MB,6-0,92,0,92,31.0,20.0,94,49,247,0.182,3.0,,3,14.0,,11.0,54.0,3.0,132.0,,
7,"Campbell, Shaina",Sr,MB,6-0,70,0,70,31.0,17.0,68,30,197,0.193,3.0,,1,8.0,,10.0,52.0,7.0,104.0,,
10,"Gannon, Amanda",Jr,OH,5-11,68,0,68,23.0,4.0,6,10,26,-0.154,9.0,1.0,1,63.0,18.0,,1.0,1.0,7.5,,
-,TEAM,-,-,-,-,-,36,24.0,,0,0,0,,,,1,,30.0,,,,,,
-,Totals,-,-,-,-,-,133,,,1568,771,4431,0.18,1480.0,212.0,328,1696.0,216.0,58.0,370.0,45.0,2023.0,33.0,
-,Opponent Totals,-,-,-,-,-,133,,,1493,652,4131,0.204,1394.0,216.0,238,1882.0,212.0,43.0,419.0,45.0,1961.5,41.0,
