Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
21,"Koval, Veronica",Sr,S,5-8,120,0,120,32.0,32.0,68,26,178,0.23600000000000002,1136.0,34.0,56.0,302.0,1.0,1.0,47.0,3.0,126.5,26.0,
2,"Riede, Hailey",Jr,RS,6-2,120,0,120,32.0,32.0,374,98,932,0.29600000000000004,3.0,,1.0,48.0,,2.0,51.0,5.0,401.5,1.0,
16,"Blanco, Danielle",Fr,S,5-7,120,0,120,32.0,,3,1,12,0.16699999999999998,48.0,24.0,38.0,252.0,16.0,,,,27.0,1.0,
4,"Aldaya, Emma",Sr,L/DS,5-2,120,0,120,32.0,,2,3,13,-0.077,72.0,24.0,36.0,505.0,42.0,,,,26.0,1.0,
11,"Williams, Perry",Jr,MH,6-0,118,0,118,32.0,32.0,198,90,545,0.198,3.0,12.0,19.0,31.0,2.0,17.0,81.0,10.0,267.5,,
33,"Sherbert, Brynn",Fr,OH,5-9,117,0,117,31.0,2.0,10,6,64,0.062,7.0,31.0,19.0,276.0,34.0,,,,41.0,3.0,
1,"Runyon, Rachelle",So,DS,5-4,114,0,114,31.0,23.0,1,6,11,-0.455,34.0,26.0,26.0,272.0,38.0,,,,27.0,,
12,"Shanefield, Evelyn",So,MB,6-2,113,0,113,30.0,30.0,146,49,357,0.272,3.0,,,12.0,,19.0,87.0,9.0,208.5,1.0,
14,"Logan, Savannah",Jr,OH,6-1,106,0,106,30.0,7.0,239,133,853,0.124,7.0,1.0,8.0,99.0,21.0,3.0,32.0,5.0,259.0,,
45,"Borio, Jennifer",Sr,RS,6-1,106,0,106,29.0,26.0,256,81,796,0.22,2.0,1.0,,60.0,4.0,2.0,32.0,4.0,275.0,,
19,"Pellegrino, Meredith",Fr,OH,6-0,51,0,51,23.0,5.0,80,44,283,0.127,,,2.0,21.0,4.0,1.0,11.0,3.0,86.5,,
3,"Shello, Alexa",So,MH,6-1,30,0,30,19.0,2.0,12,14,72,-0.027999999999999997,3.0,1.0,3.0,12.0,6.0,1.0,5.0,7.0,16.5,,
8,"Hayes, Lauren",Fr,DS,5-5,22,0,22,13.0,,0,0,0,,1.0,,3.0,8.0,1.0,,,,,,
9,"Hutchinson, Audreyrose",Fr,MH,6-0,18,0,18,11.0,1.0,14,5,38,0.237,,1.0,3.0,5.0,,,8.0,1.0,19.0,,
13,"Ward, Ali",Fr,MB,6-1,11,0,11,9.0,,7,3,17,0.235,,1.0,,2.0,,,1.0,,8.5,,
-,TEAM,-,-,-,-,-,34,21.0,,0,0,0,,,,,,32.0,,,,,,
-,Totals,-,-,-,-,-,120,,,1410,559,4171,0.204,1319.0,156.0,214.0,1905.0,201.0,46.0,355.0,47.0,1789.5,33.0,
-,Opponent Totals,-,-,-,-,-,120,,,1481,683,4449,0.179,1411.0,201.0,252.0,1942.0,156.0,38.0,235.0,43.0,1837.5,64.0,
