Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
3,"Simpson, Sapphire",Fr,S,5-8,125,0,125,34.0,17.0,27,18,98,0.092,583.0,26.0,26.0,194.0,5.0,1.0,14.0,2.0,61.0,28.0,
16,"Burney, Alexandra",So,RS,5-9,123,0,123,34.0,25.0,282,171,884,0.126,40.0,17.0,30.0,249.0,33.0,5.0,23.0,16.0,315.5,1.0,
6,"Bianchi Brito, Marina",Fr,MB,6-1,112,0,112,33.0,31.0,110,71,326,0.12,16.0,19.0,28.0,68.0,2.0,7.0,67.0,11.0,169.5,3.0,
9,"Stewart, Dayjah",Sr,MB,5-10,112,0,112,32.0,28.0,150,70,404,0.198,9.0,,2.0,21.0,4.0,13.0,67.0,6.0,196.5,,
18,"Dabney, Camry",Fr,OH,6-0,111,0,111,31.0,29.0,256,147,774,0.141,9.0,7.0,13.0,145.0,26.0,1.0,30.0,,279.0,1.0,
1,"Moorer, Tyler",Jr,DS,5-2,105,0,105,29.0,,4,1,42,0.071,35.0,14.0,17.0,335.0,47.0,,,,18.0,,
23,"Irving, Terri",Fr,S,5-9,104,0,104,28.0,17.0,69,41,255,0.11,408.0,8.0,27.0,177.0,5.0,1.0,15.0,1.0,85.5,16.0,
11,"Masani, Markayisha",Jr,OH,5-9,70,0,70,21.0,4.0,6,12,65,-0.092,22.0,18.0,19.0,190.0,11.0,,2.0,,25.0,,
20,"Richards, Tielar",Jr,OH,6-1,70,0,70,22.0,16.0,110,64,375,0.12300000000000001,2.0,,1.0,14.0,,5.0,30.0,5.0,130.0,3.0,
12,"Wolf, Madison",So,RS,5-11,59,0,59,23.0,5.0,76,60,256,0.062,3.0,1.0,,21.0,1.0,3.0,15.0,2.0,87.5,,
10,"Nomura, Kanile'a",Fr,MB,5-11,59,0,59,22.0,8.0,39,43,150,-0.027000000000000003,2.0,2.0,7.0,11.0,5.0,3.0,22.0,3.0,55.0,1.0,
7,"Funk, Laura",Jr,OH,5-11,47,0,47,16.0,5.0,46,30,152,0.105,3.0,11.0,11.0,46.0,7.0,1.0,5.0,1.0,60.5,,
8,"Modesto, Amanda",Jr,OH,6-0,45,0,45,15.0,13.0,77,40,259,0.14300000000000002,14.0,8.0,6.0,75.0,15.0,1.0,6.0,,89.0,1.0,
15,"Jackson, Taylor",So,OH,5-11,39,0,39,16.0,,4,5,30,-0.033,15.0,5.0,7.0,67.0,10.0,,,,9.0,,
5,"Dolford, Latisha",So,DS,5-4,3,0,3,3.0,,0,0,1,0.0,,,,1.0,,,,,,,
-,TEAM,-,-,-,-,-,71,29.0,,0,0,0,,4.0,,,,31.0,,,,,,
-,Totals,-,-,-,-,-,125,,,1256,773,4071,0.11900000000000001,1165.0,136.0,194.0,1614.0,202.0,41.0,296.0,47.0,1581.0,54.0,
-,Opponent Totals,-,-,-,-,-,125,,,1517,672,4080,0.207,1382.0,202.0,208.0,1737.0,136.0,53.0,406.0,30.0,1975.0,38.0,
