Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
4,"Garcia, Maria Yvette",So,OH,6-1,99,0,99,27.0,27.0,301,183,1039,0.114,16.0,24.0,32.0,243.0,35.0,4.0,33.0,5.0,345.5,2.0,
15,"Carrasco, Valentina",Jr,L,5-6,99,0,99,27.0,,3,2,17,0.059000000000000004,50.0,14.0,23.0,446.0,29.0,,,,17.0,,
14,"Herrera, Candelaria",Fr,MB,6-1,95,0,95,26.0,26.0,256,77,505,0.354,8.0,23.0,41.0,49.0,1.0,21.0,64.0,12.0,332.0,1.0,
13,"Kocabiyik, Aybuke",Fr,MB,6-2,91,0,91,27.0,23.0,117,49,300,0.22699999999999998,6.0,1.0,,24.0,1.0,14.0,53.0,8.0,158.5,,
7,"Abreu, Nicole",So,OH,6-0,83,0,83,23.0,23.0,301,104,856,0.23,21.0,22.0,6.0,298.0,17.0,5.0,20.0,3.0,338.0,,
6,"Dimitrova, Radka",So,OH,6-2,74,0,74,25.0,19.0,81,41,304,0.132,2.0,16.0,13.0,120.0,8.0,2.0,31.0,3.0,114.5,,
10,"Canessa, Nair",So,MB,6-1,70,0,70,20.0,16.0,99,40,286,0.20600000000000002,9.0,19.0,27.0,99.0,,3.0,39.0,3.0,140.5,,
11,"Dimitrova, Elena",So,S,6-1,54,0,54,19.0,15.0,17,15,63,0.032,409.0,8.0,21.0,80.0,,2.0,18.0,5.0,36.0,15.0,
2,"Lopez, Valeria",Sr,S,5-9,44,0,44,14.0,11.0,19,7,51,0.235,439.0,14.0,5.0,58.0,,1.0,10.0,1.0,39.0,20.0,
9,"Nurkan, Ilayda",Fr,S,6-1,30,0,30,16.0,1.0,3,5,14,-0.14300000000000002,142.0,3.0,7.0,34.0,1.0,,4.0,3.0,8.0,4.0,
30,"Soriano, Pamela",Sr,OH,5-10,29,0,29,13.0,1.0,11,7,48,0.083,1.0,1.0,11.0,44.0,3.0,,2.0,2.0,13.0,1.0,
8,"Gosha, Alexis",So,OH,5-10,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,29,17.0,,0,0,0,,,,,,16.0,,,,,,
-,Totals,-,-,-,-,-,99,,,1208,530,3483,0.195,1103.0,145.0,186.0,1495.0,111.0,52.0,274.0,45.0,1542.0,43.0,
-,Opponent Totals,-,-,-,-,-,99,,,1165,581,3447,0.16899999999999998,1077.0,112.0,166.0,1518.0,144.0,72.0,302.0,59.0,1500.0,26.0,
