Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
2,"Owens, Aeryn",Jr,OH,6-0,106,0,106,28.0,28.0,488,176,1225,0.255,15.0,23.0,52.0,259.0,35.0,12.0,35.0,11.0,540.5,1.0,
1,"Markle, Kristey",Jr,DS,5-9,106,0,106,28.0,22.0,0,1,3,-0.33299999999999996,43.0,41.0,42.0,170.0,33.0,,,,41.0,1.0,
4,"Sato, Katie",Sr,L,5-6,106,0,106,28.0,,1,1,12,0.0,56.0,26.0,17.0,389.0,29.0,,,,27.0,1.0,
11,"Diaz, Rachel",Sr,MB,6-2,106,0,106,28.0,28.0,239,67,467,0.368,7.0,22.0,40.0,61.0,,15.0,62.0,4.0,307.0,1.0,
7,"Conati, Lauren",Sr,S,6-1,105,0,105,28.0,28.0,72,36,214,0.168,1047.0,29.0,21.0,193.0,2.0,4.0,46.0,1.0,128.0,21.0,
6,"Indermill, Erin",Jr,DS,5-6,97,0,97,28.0,17.0,0,0,4,0.0,35.0,19.0,27.0,213.0,23.0,,,,19.0,2.0,
10,"Salone, Morgan",So,MB,6-3,92,0,92,28.0,6.0,180,115,551,0.11800000000000001,1.0,,,30.0,4.0,9.0,11.0,5.0,194.5,,
15,"Eaglin, Melissa",So,MB,5-11,84,0,84,23.0,22.0,145,50,335,0.284,2.0,,,16.0,,12.0,52.0,9.0,183.0,1.0,
13,"Williams, Nickeisha",Sr,OH,5-10,68,0,68,26.0,5.0,114,65,335,0.146,1.0,2.0,7.0,36.0,21.0,3.0,21.0,8.0,129.5,1.0,
14,"Dragovic, Nada",Jr,OH,6-2,47,0,47,16.0,6.0,56,29,152,0.17800000000000002,5.0,1.0,4.0,20.0,10.0,4.0,14.0,2.0,68.0,1.0,
12,"Molinari, Daniella",Fr,MB,6-2,44,0,44,17.0,6.0,42,25,129,0.132,2.0,,1.0,5.0,,4.0,18.0,,55.0,,
18,"De Oliveira, Shawnee",Fr,DS,5-7,27,0,27,13.0,,0,0,1,0.0,,1.0,4.0,10.0,2.0,,,,1.0,,
5,"Rosso, Cassidy",So,OH,6-0,17,0,17,9.0,,19,16,64,0.047,1.0,,,5.0,1.0,3.0,1.0,,22.5,,
8,"Makekau-Whittaker, Kamalu",So,S,6-0,12,0,12,9.0,,0,1,7,-0.14300000000000002,24.0,,3.0,6.0,,,,,,5.0,
3,"Warnock, Hayden",Fr,MB,6-3,3,0,3,3.0,,1,0,1,1.0,,,,,,,1.0,,1.5,,
-,TEAM,-,-,-,-,-,18,15.0,,0,0,0,,,,,,23.0,,,,,,
-,Totals,-,-,-,-,-,106,,,1357,582,3500,0.221,1239.0,164.0,218.0,1413.0,183.0,66.0,261.0,40.0,1717.5,35.0,
-,Opponent Totals,-,-,-,-,-,106,,,1270,511,3461,0.21899999999999997,1186.0,183.0,217.0,1342.0,164.0,79.0,275.0,42.0,1669.5,34.0,
