Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
5,"LaFond, Megan",Sr,L,5-10,96,0,96,25.0,9.0,106,62,351,0.125,61.0,17.0,30.0,395.0,31.0,3.0,1.0,4.0,126.5,2.0,
14,"Weber, Chloe",Sr,MB,6-0,96,0,96,25.0,25.0,124,54,363,0.193,2.0,,,30.0,2.0,15.0,40.0,6.0,159.0,,
4,"Dunn, Emma",Fr,S,5-0,95,0,95,25.0,2.0,7,1,27,0.222,338.0,19.0,22.0,158.0,1.0,,3.0,,27.5,6.0,
9,"Seiler, Ashley",Sr,OH,5-11,91,0,91,24.0,24.0,362,180,1079,0.16899999999999998,14.0,14.0,56.0,274.0,32.0,5.0,24.0,4.0,393.0,,
7,"Harr, Regan",Sr,S,5-9,90,0,90,23.0,23.0,18,3,47,0.319,619.0,22.0,27.0,271.0,1.0,2.0,4.0,1.0,44.0,3.0,
12,"Robertson, Jayde",Fr,MB,6-3,83,0,83,23.0,22.0,104,71,300,0.11,8.0,2.0,11.0,23.0,2.0,6.0,49.0,7.0,136.5,,
13,"Larsen, Taylor",Jr,MB,6-1,77,0,77,21.0,2.0,129,57,385,0.187,6.0,,1.0,21.0,,8.0,16.0,6.0,145.0,,
2,"Linke, Catelyn",Fr,L,5-8,73,0,73,23.0,9.0,50,42,199,0.04,32.0,4.0,17.0,246.0,27.0,1.0,7.0,,58.5,,
11,"Elliott, Kahle",So,OH,6-2,72,0,72,20.0,15.0,120,78,421,0.1,2.0,1.0,,14.0,1.0,3.0,23.0,5.0,135.5,1.0,
8,"Absalonson, Hannah",So,DS,5-7,56,0,56,17.0,,0,1,2,-0.5,5.0,10.0,29.0,23.0,,,,,10.0,,
23,"Espinosa, Alexandra",Jr,OH,5-11,50,0,50,12.0,12.0,92,57,314,0.111,2.0,4.0,9.0,80.0,4.0,,15.0,5.0,103.5,,
10,"Davis, Makenna",Fr,OH,5-11,41,0,41,15.0,3.0,40,27,134,0.09699999999999999,6.0,8.0,10.0,45.0,10.0,,3.0,,49.5,,
6,"Shymanski, Leanna",Fr,MB,6-0,20,0,20,9.0,4.0,23,6,55,0.309,,,,,1.0,2.0,5.0,2.0,27.5,,
-,TEAM,-,-,-,-,-,36,18.0,,0,0,0,,20.0,,,,22.0,,,,,,
-,Totals,-,-,-,-,-,96,,,1175,639,3677,0.146,1115.0,101.0,212.0,1580.0,134.0,45.0,190.0,40.0,1416.0,12.0,
-,Opponent Totals,-,-,-,-,-,96,,,1192,425,3427,0.22399999999999998,1127.0,134.0,193.0,1613.0,100.0,83.0,281.0,47.0,1549.5,32.0,
