Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
12,"Frakes, Brianna",Sr,S,5-10,115,0,115,30.0,28.0,46,18,147,0.19,976.0,17.0,22.0,278.0,2.0,2.0,23.0,7.0,76.5,18.0,
8,"Granger, Emma",Fr,MB,6-4,114,0,114,31.0,29.0,333,99,696,0.336,6.0,61.0,67.0,61.0,,13.0,97.0,16.0,455.5,1.0,
10,"Yurkovich, Allie",Jr,L/DS,5-7,114,0,114,30.0,,2,1,4,0.25,82.0,31.0,47.0,404.0,17.0,,,,33.0,,
2,"Londot, Alyson",Fr,OH,5-10,110,0,110,31.0,28.0,260,126,815,0.16399999999999998,14.0,32.0,35.0,272.0,40.0,3.0,32.0,8.0,311.0,,
7,"Alfano, Maria",Fr,MB,6-2,109,0,109,29.0,27.0,242,72,609,0.27899999999999997,4.0,,2.0,23.0,,5.0,76.0,11.0,285.0,2.0,
14,"Lord, Taylor",Jr,OH,5-9,100,0,100,27.0,21.0,226,119,806,0.133,16.0,27.0,21.0,314.0,37.0,3.0,28.0,4.0,270.0,3.0,
3,"Wilt, Erika",Fr,OH,5-9,96,0,96,29.0,2.0,1,0,9,0.111,13.0,11.0,8.0,139.0,11.0,,,,12.0,,
1,"Tamlin, Deja",Sr,OH,5-9,90,0,90,26.0,17.0,107,63,345,0.128,2.0,,,45.0,1.0,,44.0,3.0,129.0,1.0,
17,"Sarjanovic, Mirna",Fr,OH,6-0,84,0,84,26.0,10.0,115,55,464,0.129,14.0,20.0,29.0,213.0,17.0,,18.0,2.0,144.0,2.0,
5,"Brown, Whitney",Fr,S,5-7,53,0,53,20.0,2.0,1,3,9,-0.222,189.0,10.0,12.0,110.0,1.0,,2.0,,12.0,4.0,
4,"Campbell, Liz",Jr,S,6-0,44,0,44,21.0,8.0,49,25,159,0.151,2.0,,,15.0,,1.0,22.0,3.0,61.0,,
16,"Bain, Caroline",Fr,RS,6-0,23,0,23,11.0,3.0,23,16,79,0.08900000000000001,1.0,,,8.0,,,10.0,2.0,28.0,,
6,"Clements, Skylar",Fr,MB,6-3,22,0,22,13.0,3.0,24,15,59,0.153,1.0,,,2.0,,2.0,8.0,3.0,30.0,,
11,"Brennan, Holly",Jr,OPP,5-11,17,0,17,9.0,2.0,6,12,46,-0.13,,,,6.0,,1.0,5.0,1.0,9.5,,
15,"Kaczmarek, Jessie",Jr,L/DS,5-5,5,0,5,3.0,,0,0,1,0.0,,,,2.0,,,,,,,
-,TEAM,-,-,-,-,-,10,4.0,,0,0,0,,,,,,6.0,,,,,,
-,Totals,-,-,-,-,-,119,,,1435,624,4248,0.191,1320.0,209.0,243.0,1892.0,132.0,30.0,365.0,60.0,1856.5,31.0,
-,Opponent Totals,-,-,-,-,-,119,,,1503,633,4329,0.201,1390.0,132.0,228.0,1881.0,209.0,50.0,383.0,68.0,1876.5,41.0,
