Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
9,"Costello, Emily",Jr,OH,6-2,118,0,118,31.0,31.0,304,126,1079,0.165,18.0,37.0,14.0,349.0,44.0,13.0,32.0,5.0,370.0,1.0,
12,"Kerstetter, Kiani",Fr,L/DS,5-2,118,0,118,31.0,,1,2,11,-0.091,91.0,11.0,24.0,546.0,35.0,,,,12.0,,
13,"Sakowicz, Leanne",So,S,5-10,118,0,118,31.0,31.0,68,17,190,0.268,1252.0,29.0,24.0,265.0,3.0,7.0,44.0,2.0,126.0,26.0,
1,"Brooks, Mckyla",Jr,MB,5-8,118,0,118,31.0,31.0,314,86,700,0.326,5.0,25.0,57.0,66.0,2.0,16.0,81.0,10.0,395.5,,
14,"Bowman, Cydney",Sr,MB,5-11,115,0,115,31.0,30.0,214,83,539,0.243,5.0,,,32.0,2.0,15.0,76.0,9.0,267.0,1.0,
5,"Poole, Maria",So,OH,6-2,107,0,107,28.0,24.0,262,86,646,0.272,2.0,10.0,30.0,92.0,4.0,4.0,44.0,4.0,298.0,1.0,
16,"Hickey, Abby",Sr,DS,5-6,99,0,99,28.0,10.0,2,0,8,0.25,10.0,,,190.0,14.0,,,,2.0,,
6,"Gels, Jordan",So,OH,6-1,97,0,97,28.0,13.0,216,91,758,0.165,7.0,17.0,16.0,152.0,13.0,6.0,28.0,4.0,253.0,,
2,"Hitchcock, Kardasia",So,DS,5-3,72,0,72,23.0,2.0,0,1,11,-0.091,19.0,13.0,20.0,187.0,12.0,,,,13.0,2.0,
7,"Amory, Melann",Sr,OH,5-10,70,0,70,22.0,4.0,1,1,8,0.0,16.0,,,104.0,16.0,,,,1.0,,
11,"Pulver, Liz",So,OH,6-1,43,0,43,17.0,7.0,102,48,311,0.174,,4.0,12.0,28.0,6.0,2.0,15.0,1.0,115.5,,
17,"Harlow, Kendra",So,MB,6-1,16,0,16,8.0,3.0,20,14,56,0.107,1.0,,,1.0,,1.0,9.0,1.0,25.5,,
8,"Souffront, Carla",So,S,5-7,15,0,15,11.0,,0,0,1,0.0,,2.0,2.0,4.0,,,,,2.0,,
10,"Jones, Nicole",Fr,MB,5-11,5,0,5,4.0,,3,6,10,-0.3,1.0,,,,,,1.0,,3.5,,
-,TEAM,-,-,-,-,-,12,10.0,,0,1,1,-1.0,,,,,6.0,,,,,,
-,Totals,-,-,-,-,-,118,,,1507,562,4329,0.218,1427.0,148.0,199.0,2016.0,157.0,64.0,330.0,36.0,1884.0,31.0,
-,Opponent Totals,-,-,-,-,-,118,,,1523,630,4448,0.201,1435.0,157.0,231.0,1950.0,148.0,53.0,312.0,41.0,1889.0,21.0,
