Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
30,"Iosia, Fiapaipai",Fr,L/DS,5-7,136,0,136,41.0,18.0,124,113,640,0.017,54.0,35.0,72.0,522.0,56.0,2.0,6.0,,164.0,8.0,
6,"Dixon, Octavia",Fr,OH,5-9,133,0,133,41.0,23.0,122,97,487,0.051,17.0,23.0,35.0,170.0,51.0,,12.0,,151.0,1.0,
11,"Valadares, Singryd",Jr,MB,6-3,130,0,130,40.0,23.0,229,104,655,0.191,12.0,21.0,25.0,60.0,1.0,6.0,43.0,5.0,277.5,2.0,
1,"Chambers, Jasmine",Fr,S,5-11,113,0,113,36.0,22.0,68,50,290,0.062,492.0,11.0,26.0,163.0,4.0,2.0,14.0,6.0,88.0,74.0,
15,"Thompkins, Daharri",Fr,MB,5-10,110,0,110,39.0,24.0,120,103,412,0.040999999999999995,6.0,4.0,16.0,16.0,4.0,3.0,22.0,3.0,138.0,2.0,
20,"Rivera Modesto, Alondra",Jr,MB,5-10,106,0,106,40.0,25.0,116,100,361,0.044000000000000004,,,,20.0,4.0,9.0,25.0,9.0,137.5,2.0,
5,"Davies, Brianna",Fr,OH,5-11,102,0,102,37.0,9.0,39,53,225,-0.062,13.0,6.0,23.0,100.0,42.0,1.0,13.0,,52.5,2.0,
3,"Dumas, Brittney",Sr,OH,5-6,98,0,98,34.0,16.0,8,7,54,0.019,279.0,21.0,25.0,86.0,4.0,,4.0,1.0,31.0,54.0,
2,"Perrilloux, Melinda",So,L/DS,5-7,91,0,91,38.0,5.0,3,12,41,-0.22,7.0,5.0,27.0,58.0,36.0,,,,8.0,1.0,
7,"Samuel, Ashley",Fr,MB,6-1,84,0,84,31.0,18.0,92,78,302,0.046,3.0,,1.0,9.0,3.0,2.0,21.0,1.0,104.5,1.0,
19,"Hoyt, Jamiya",Fr,DS,5-6,82,0,82,30.0,9.0,2,7,25,-0.2,8.0,8.0,19.0,79.0,27.0,,,,10.0,1.0,
17,"Latin, Kaylyn",Fr,L/DS,5-5,67,0,67,22.0,2.0,3,6,33,-0.091,18.0,3.0,8.0,194.0,41.0,,,,6.0,2.0,
21,"Johnson, Alicia",Fr,RS,5-11,64,0,64,25.0,4.0,34,17,114,0.149,4.0,7.0,4.0,12.0,1.0,4.0,13.0,,51.5,,
18,"Lewis, Mae",Fr,OH,5-9,53,0,53,21.0,3.0,66,64,232,0.009000000000000001,2.0,,,44.0,7.0,1.0,3.0,1.0,68.5,1.0,
12,"Warren-Smith, Joeli",Fr,OH,6-0,46,0,46,23.0,4.0,39,35,134,0.03,2.0,2.0,1.0,8.0,1.0,2.0,13.0,13.0,49.5,,
20,"Anderson, Kayla",Fr,RS,5-11,42,0,42,20.0,3.0,32,37,121,-0.040999999999999995,1.0,1.0,3.0,17.0,1.0,1.0,3.0,,35.5,,
16,"Ferguson, Majesty",Fr,S,5-10,34,0,34,16.0,4.0,8,11,38,-0.079,92.0,1.0,5.0,27.0,2.0,1.0,2.0,,11.0,23.0,
4,"Jones, Lurlethia",Sr,OH,5-9,27,0,27,12.0,1.0,5,5,27,0.0,2.0,6.0,5.0,9.0,,,1.0,,11.5,,
10,"Morris, Wanya",So,OH,5-8,21,0,21,15.0,3.0,8,8,26,0.0,,1.0,2.0,4.0,,1.0,1.0,1.0,10.5,,
13,"Collier, Damyani",Fr,OH,5-9,11,0,11,8.0,1.0,0,0,0,,1.0,2.0,2.0,1.0,1.0,,,,2.0,,
8,"Jackson, Brittney",Fr,RS,5-10,2,0,2,1.0,,0,0,1,0.0,,,,,,,,,,,
22,"Youngthunder, Jasmine",Fr,S,5-10,1,0,1,1.0,,0,0,0,,1.0,,,,,,,,,,
25,"Joiner, Simone",Jr,DS,5-11,1,0,1,1.0,,0,0,0,,,,,,,,,,,,
-,TEAM,-,-,-,-,-,57,23.0,,0,0,0,,3.0,,1.0,2.0,30.0,,,1.0,,,
-,Totals,-,-,-,-,-,136,,,1118,907,4218,0.05,1017.0,157.0,300.0,1601.0,316.0,35.0,196.0,41.0,1408.0,174.0,
-,Opponent Totals,-,-,-,-,-,136,,,1492,545,3881,0.244,1353.0,317.0,252.0,1922.0,157.0,61.0,334.0,34.0,2037.0,81.0,
