Jersey,Player,Yr,Pos,Ht,GP,GS,S,MP,MS,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,Trpl Dbl
5,"Elattrache, Nicole",Sr,DS,5-7,121,0,121,31.0,1.0,2,1,5,0.2,93.0,16.0,17.0,523.0,11.0,,,,18.0,,
16,"Bates, Cadie",Sr,OH,6-2,121,0,121,31.0,30.0,376,165,1107,0.191,25.0,23.0,39.0,383.0,20.0,,51.0,17.0,424.5,,
17,"Amos, Samantha",So,OH,6-2,120,0,120,31.0,24.0,268,90,706,0.252,4.0,1.0,,41.0,,3.0,85.0,8.0,314.5,,
10,"Kropf, Anna",Sr,MB,6-1,120,0,120,31.0,29.0,210,79,511,0.256,3.0,,3.0,10.0,1.0,6.0,126.0,4.0,279.0,1.0,
11,"Schwantz, Payton",Fr,OH,5-11,120,0,120,31.0,28.0,350,135,954,0.225,12.0,5.0,17.0,154.0,28.0,,30.0,2.0,370.0,,
1,"Kalinoski, Kelli",Jr,L/DS,5-8,119,0,119,31.0,3.0,3,1,24,0.083,20.0,16.0,16.0,244.0,14.0,,,,19.0,4.0,
13,"Nelson, Sarah",So,S,5-9,111,0,111,30.0,7.0,9,2,25,0.28,616.0,18.0,23.0,197.0,1.0,,1.0,1.0,27.5,13.0,
8,"Paradiso, Emma",Sr,S,5-9,111,0,111,29.0,24.0,9,3,28,0.214,673.0,17.0,36.0,167.0,,,1.0,1.0,26.5,14.0,
12,"Brown, Summer",Fr,MB,6-5,103,0,103,29.0,28.0,108,56,287,0.18100000000000002,3.0,9.0,25.0,63.0,,10.0,90.0,5.0,172.0,,
2,"Bartholomew, Jessica",Jr,OH,6-1,83,0,83,27.0,6.0,171,69,520,0.196,3.0,,,32.0,2.0,,59.0,1.0,200.5,,
3,"Schilling, Natalie",So,OH,6-1,51,0,51,17.0,1.0,103,30,260,0.281,5.0,,,10.0,,,24.0,2.0,115.0,,
9,"Seyfarth, Haley",Jr,S,6-1,29,0,29,13.0,,1,0,3,0.33299999999999996,107.0,7.0,1.0,34.0,,,,,8.0,2.0,
7,"Meyer, Leah",Jr,MB,6-3,23,0,23,6.0,5.0,40,18,97,0.22699999999999998,2.0,3.0,16.0,16.0,,3.0,29.0,2.0,60.5,1.0,
-,TEAM,-,-,-,-,-,10,10.0,,0,0,0,,,,,,9.0,,,,,,
-,Totals,-,-,-,-,-,121,,,1650,649,4527,0.221,1566.0,115.0,193.0,1874.0,86.0,22.0,496.0,43.0,2035.0,35.0,
-,Opponent Totals,-,-,-,-,-,121,,,1598,695,4456,0.203,1520.0,86.0,206.0,1890.0,114.0,59.0,456.0,85.0,1971.0,40.0,
